,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t23,9.802573,1.5766878,-0.19650398,6.9221997,-0.0007236905,-0.8274823,0.038850117,3.0134046,0.028936593,0.05716963,2.3179088,0.7016854,0.6893122,1.2456983,2.0848315,-0.01040706,-0.007604133,0.55037206,-0.11585951,-0.06616719,9.477009,1.68031,-0.009600889
t51,-0.0033123351,0.60524744,-0.28422996,-0.08705527,-0.0002971482,-1.583394,0.10467681,5.6193995,0.22678079,8.576134,10.929591,3.6368449,1.075912,12.227262,5.671037,-0.3803315,-0.070992745,1.005453,-0.22276643,-0.18372323,5.569506,0.3566497,3.141121
t120,-0.0048654918,0.61590266,-0.30085534,-0.095862016,-0.0002661523,-1.6666397,0.12379678,6.615637,0.22720523,9.042191,11.321438,4.027487,1.2014163,13.685765,6.807125,-0.37473485,-0.07462999,1.0887123,-0.2267225,-0.19330476,7.3924685,0.37559438,3.0000243
t163,-0.0041165915,0.61974615,-0.2992021,-0.09093171,-0.00027087468,-1.6797981,0.12444612,6.630373,0.2296472,9.172849,11.311648,4.056495,1.1945491,13.774644,6.9210076,-0.38149023,-0.07531096,1.0920091,-0.22535275,-0.19864991,7.4490886,0.37421793,3.0201194
t164,0.18400866,0.56642956,-0.28653872,-0.031329717,-0.00025899752,-1.6329687,0.11431827,6.5870643,0.22488335,8.788469,10.828129,3.9413128,1.1970077,13.211945,6.889703,-0.37580982,-0.071488164,1.0500239,-0.22083806,-0.20245354,7.751624,0.35160276,2.9262292
t162,0.24151707,0.5605431,-0.2853768,-0.023895485,-0.00026118523,-1.627234,0.11338,6.5698953,0.22300854,8.709525,10.781828,3.9193,1.1988825,13.121475,6.8883986,-0.37444505,-0.07108654,1.0452037,-0.21972965,-0.20212153,7.7953367,0.3495964,2.91086
t113,1.9148306,0.42581153,-0.26024073,1.0531186,-0.00031028697,-1.4806576,0.09772633,6.057895,0.17063189,6.659742,9.098774,3.331582,1.154269,10.946231,6.5252924,-0.32549784,-0.06090442,0.940126,-0.19190317,-0.18653204,8.673473,0.2733066,2.1886826
t63,3.9643848,0.30648056,-0.22014408,2.3245096,-0.0003612122,-1.2731582,0.0741182,4.25223,0.11373082,4.665932,7.1218467,2.4493465,0.948302,7.6940417,5.140915,-0.25743997,-0.046635553,0.76626295,-0.16396415,-0.15355082,7.704644,0.17489432,1.7434174
t64,4.9388814,0.23799452,-0.20889454,3.0560734,-0.00039001522,-1.2048135,0.06963614,4.1008077,0.09008616,3.6312554,6.2210245,2.148413,0.93050486,6.6964483,4.9870887,-0.22818393,-0.041935448,0.7245908,-0.14869696,-0.1439898,8.313926,0.1293791,1.3567593
t49,5.939963,0.1712295,-0.20026115,3.7159042,-0.00041732538,-1.1393507,0.06375409,3.9769998,0.06567387,2.585499,5.300867,1.8631788,0.9112628,5.693526,4.8224044,-0.19964586,-0.037694223,0.6832943,-0.13307324,-0.13800088,8.950281,0.08795336,0.9882637
t104,0.26833484,0.6526434,-0.2586267,-0.0570701,-0.0003241111,-1.4582398,0.08873281,3.7465515,0.20292157,8.167661,10.558777,3.3679938,0.8690024,10.846995,4.455508,-0.3496061,-0.06218167,0.96224374,-0.22003599,-0.14738554,3.377795,0.31211635,3.4140968
t105,2.350583,0.42016047,-0.22998032,1.2372735,-0.00040489098,-1.2754575,0.07239285,3.3843527,0.1618966,5.8465858,8.624725,2.854623,0.8326299,8.485889,4.517123,-0.3098036,-0.04890115,0.8230732,-0.1810839,-0.13529548,5.093811,0.21128854,2.3383129
t35,4.495821,0.26205894,-0.20387603,2.59379,-0.0004127647,-1.1873769,0.06654332,3.205325,0.12884726,3.9894466,6.75113,2.3534546,0.8234142,6.723476,4.466269,-0.24569075,-0.0413297,0.74332553,-0.16048159,-0.11767351,6.756223,0.13689093,1.648082
t36,7.2530675,0.06495128,-0.18188348,4.5068264,-0.000511335,-1.0135761,0.0474078,2.85333,0.051798016,1.0769476,4.164782,1.5490303,0.8096557,3.872135,3.8166125,-0.1558796,-0.027587865,0.62993735,-0.12143749,-0.09791551,8.509043,0.024312709,0.6781595
t44,4.1729684,0.38373217,-0.26407182,2.3058193,-0.0007118518,-1.4318259,0.03886302,1.0853101,0.1822793,4.847377,11.211187,5.5540357,0.5609874,6.6394706,3.5253127,-0.3099017,-0.045366652,1.0750068,-0.19799052,-0.104226865,3.4434416,0.226197,4.607932
t101,4.894029,0.30047962,-0.2792518,2.9926286,-0.0008451761,-1.4494962,0.027247969,0.7496419,0.15673164,3.6042397,11.503461,6.9921184,0.5008906,5.8230257,3.9507668,-0.29035127,-0.042783495,1.2467709,-0.20286736,-0.07665132,3.9674175,0.19428022,5.2226443
t110,3.6766977,0.388242,-0.30054682,2.2730834,-0.00083069265,-1.543093,0.033013184,0.93211204,0.19604684,4.8300734,12.947225,7.533432,0.5229064,6.9430413,4.207959,-0.33352065,-0.04852081,1.3342639,-0.21746285,-0.08114203,3.150366,0.26057836,5.957838
t159,1.837163,0.5201433,-0.32460448,1.0887598,-0.0008123588,-1.6745651,0.04807635,1.184785,0.26986334,6.9715257,15.009146,8.164695,0.5780557,9.046726,4.558027,-0.4192946,-0.058169104,1.4301026,-0.24897952,-0.07437826,1.8311733,0.37109798,6.62998
t160,1.8843259,0.52204835,-0.32521513,1.1354971,-0.0008132706,-1.675051,0.04796734,1.2072932,0.26849383,6.9548244,15.000147,8.1377945,0.58022374,9.042736,4.546095,-0.41759926,-0.05829005,1.4282988,-0.2482117,-0.07629019,1.8465003,0.36861372,6.6398287
t146,2.4362516,0.48320836,-0.31988227,1.4174608,-0.00080714526,-1.6324321,0.041610982,1.1475208,0.23847166,6.240133,14.378559,7.9834075,0.54575294,8.304423,4.3870893,-0.38120472,-0.054916266,1.4025815,-0.23761299,-0.08106283,2.266462,0.33443135,6.518425
t165,1.9421217,0.5244718,-0.32289007,1.170021,-0.00081958994,-1.6747372,0.04813531,1.1382729,0.27029163,6.8986907,14.996105,8.136911,0.5701656,8.964983,4.471438,-0.41634914,-0.05791378,1.4314542,-0.24715286,-0.07375804,1.8205,0.36119092,6.673724
t166,2.1235466,0.5079473,-0.32022837,1.2837645,-0.0008128633,-1.6557087,0.0462263,1.1277394,0.2570857,6.646725,14.728162,8.091373,0.5491674,8.695556,4.455678,-0.401729,-0.056705408,1.420405,-0.2418278,-0.07668605,1.9802537,0.347659,6.657121
t214,1.939436,0.5243,-0.32441947,1.162832,-0.00081114087,-1.6821119,0.047368336,1.1057796,0.27091488,6.9811425,14.970839,8.100246,0.5776023,8.872532,4.492932,-0.41829243,-0.058220875,1.4221996,-0.24759328,-0.07811338,1.7110937,0.36403757,6.675519
t231,1.9417214,0.523903,-0.32434258,1.1674237,-0.000811146,-1.681783,0.047522843,1.1062796,0.27087456,6.9803157,14.969386,8.1031,0.5781018,8.872121,4.495713,-0.41830826,-0.05827929,1.4219227,-0.24754326,-0.077978574,1.7144411,0.3640628,6.6830916
t232,1.9403743,0.5237558,-0.324368,1.1674486,-0.000811059,-1.6817237,0.04753139,1.108199,0.27090198,6.980533,14.969849,8.103104,0.5780518,8.87222,4.496682,-0.4183221,-0.05828045,1.4219658,-0.24751994,-0.07797155,1.7150393,0.36410302,6.683982
t94,4.0332026,0.36325675,-0.2887673,2.4568868,-0.0008231302,-1.5059351,0.03051959,0.9283617,0.17906791,4.4407773,12.312938,7.179156,0.5031862,6.5825925,4.0630317,-0.31890434,-0.04598228,1.2834114,-0.21010533,-0.08388327,3.3874109,0.23500456,5.5686035
t55,7.4245706,0.16659033,-0.2322443,4.47032,-0.0008113798,-1.257114,0.023988714,0.6482749,0.101083405,1.7244663,8.485332,4.857407,0.539564,3.7261844,3.2485204,-0.22547202,-0.032066263,0.9682487,-0.16116567,-0.07063901,5.6402807,0.10078773,3.5032523
t56,6.7663074,0.212334,-0.23756364,4.0508647,-0.00079318654,-1.2927611,0.027589029,0.70875084,0.114393935,2.263371,9.046227,5.063321,0.52594626,4.3048534,3.3635721,-0.24349533,-0.03477509,0.9972479,-0.1677538,-0.07871809,5.220157,0.12104857,3.796162
t43,9.135277,0.09633004,-0.19338468,5.3898063,-0.0007802011,-1.119214,0.024780584,1.0351429,0.0655898,1.0039834,5.963182,2.5689757,0.55866903,2.4558666,2.4589164,-0.16289392,-0.02611095,0.6672734,-0.14598076,-0.0772246,6.5793734,0.06175435,1.9401331
t59,6.5139318,0.27034137,-0.22439378,3.6309514,-0.00068377476,-1.256809,0.041308105,1.3764423,0.12662104,3.567951,8.396655,3.487207,0.5562995,4.9474225,2.997692,-0.2267368,-0.038380142,0.7804017,-0.17789441,-0.103573196,5.044592,0.16648366,3.0333054
t108,4.730592,0.3711633,-0.23906796,2.4650352,-0.00064420805,-1.3699467,0.049628217,1.6786065,0.16963841,5.3355036,10.217844,4.1275487,0.5707938,6.660605,3.2353806,-0.27871886,-0.045490805,0.86353505,-0.20722808,-0.10774459,3.8804681,0.24741954,3.7255316
t127,3.9997485,0.41089827,-0.24593884,2.0008838,-0.00062775816,-1.4043679,0.052499767,1.8031765,0.18661797,5.96505,10.826996,4.371076,0.5818035,7.290181,3.3488114,-0.2987695,-0.04863197,0.89202833,-0.21597049,-0.11153481,3.4546201,0.2759424,4.008423
t128,2.4029453,0.53343713,-0.2613055,0.8938977,-0.0005927333,-1.513892,0.06470933,1.9249743,0.22418946,7.560211,12.249522,4.838958,0.60089207,9.0788145,3.5149474,-0.34559926,-0.055929903,0.97246563,-0.24139076,-0.11855392,2.3610535,0.3341245,4.566021
t37,9.832425,0.049620584,-0.19175698,5.8390656,-0.0008138468,-1.0692772,0.020344583,0.964948,0.047093015,0.31107095,5.46682,2.2812622,0.565879,1.8450886,2.3971748,-0.15302922,-0.024420006,0.62625486,-0.13923606,-0.07616688,7.010101,0.029238775,1.6924889
t38,9.074093,0.10335018,-0.19869058,5.250533,-0.00078450935,-1.1078799,0.025241658,1.0202057,0.065290265,1.0700414,6.1465106,2.5752616,0.5538107,2.6203895,2.567844,-0.17427348,-0.028287724,0.6579805,-0.1498995,-0.08489762,6.5335293,0.05477033,1.9900405
t48,8.791583,0.11712017,-0.20251088,5.098276,-0.00077354955,-1.1134133,0.026856247,1.0723346,0.06880175,1.30195,6.34824,2.6892328,0.5605113,2.8015785,2.6303349,-0.1762979,-0.029988995,0.6636435,-0.15221275,-0.08873959,6.4136724,0.06354407,2.1678653
t131,2.3986561,0.5251816,-0.2698479,0.99716544,-0.000656392,-1.4609661,0.06026429,1.8731371,0.22601746,7.415258,12.350977,4.6669374,0.6524995,8.932152,3.521971,-0.34660265,-0.057715412,0.9441447,-0.24071896,-0.12451637,2.2681608,0.30241874,4.5876327
t132,2.61903,0.5107847,-0.26624212,1.1104875,-0.0006761404,-1.4541848,0.058547348,1.8572063,0.22078776,7.1937804,12.153357,4.7268314,0.6427315,8.720463,3.4933834,-0.34022653,-0.057210725,0.94355303,-0.2400134,-0.12135653,2.4285262,0.29577324,4.5578976
t47,4.73441,0.36315346,-0.23858047,2.3502758,-0.00067173265,-1.334771,0.044791345,1.4240799,0.16811067,5.210209,9.942745,3.9645672,0.61847085,6.5776477,3.21699,-0.2909374,-0.046980377,0.8149953,-0.20942506,-0.112505116,3.7438817,0.2358389,3.6115472
t34,10.170847,0.0265013,-0.18782571,6.0787854,-0.00082125486,-1.0559113,0.01767164,0.9555244,0.040382728,0.01045742,5.142718,2.138978,0.56365275,1.4961528,2.2960465,-0.1454787,-0.022424784,0.6122531,-0.13311772,-0.072496936,7.1531563,0.019436408,1.5756041
t25,10.884143,0.13715938,-0.16339663,6.403367,-0.00082006276,-1.0159128,0.012580118,0.6843023,0.0484488,0.014915474,4.243343,1.5010526,0.58678174,0.95654213,1.8562685,-0.13061166,-0.016797984,0.55449575,-0.12268725,-0.058004707,7.271843,0.10888643,0.8763044
t26,11.429836,0.5238402,-0.16515376,6.8586154,-0.00086108776,-0.98306006,0.008749322,0.72131693,0.031803936,0.035057023,3.8671906,1.3514858,0.5896444,0.49300274,1.4865519,-0.09796826,-0.011586479,0.5499419,-0.12116307,-0.047282826,7.6051216,0.5269777,0.5167277
t42,10.990411,0.39110473,-0.18078147,4.7181606,-0.00086072873,-1.4399917,0.028708285,-0.00027070384,0.052267622,0.5509164,6.8466525,1.2332025,0.69961995,4.4957414,0.7754071,-0.19239748,-0.020857448,0.73086315,-0.18263167,-0.10464726,7.3875427,0.0019613975,0.6377841
t54,9.656346,0.5872644,-0.20286542,3.4852786,-0.0008470246,-1.6131356,0.03891623,-0.0063625877,0.081047,1.933726,8.82419,1.7482698,0.7251343,6.662402,0.84747034,-0.23314402,-0.027633868,0.8504386,-0.21633543,-0.13302843,6.624243,0.04669136,0.9796753
t80,7.3444624,0.8503306,-0.23602603,1.4803282,-0.00081061124,-1.8605711,0.055143546,0.05553294,0.14573827,4.3180785,11.695361,2.6794713,0.7647224,9.898214,0.94079846,-0.31264508,-0.040012885,1.0279733,-0.26441336,-0.16188993,5.1417413,0.13441864,1.809734
t81,8.809838,0.73912984,-0.22267218,2.5400262,-0.00084536837,-1.7527723,0.0450758,-0.0064285486,0.10679228,2.8087592,10.268109,2.1821344,0.73920083,8.266462,0.7809114,-0.26909578,-0.032931365,0.9552883,-0.24014,-0.1537733,6.1104984,0.07163587,1.221816
t74,8.336288,0.7692116,-0.22842197,2.264886,-0.00083331636,-1.7824297,0.048554808,-0.0019812211,0.123719595,3.381291,10.806642,2.303788,0.76074564,8.711247,0.84436405,-0.28241235,-0.03524778,0.9738466,-0.24771586,-0.15413718,5.7376943,0.099729694,1.4920264
t119,6.641754,1.1030455,-0.25836685,0.33746216,-0.00084728067,-2.1118252,0.06381685,-0.009787293,0.16019307,5.2464685,13.739307,2.9828002,0.8561591,12.077642,0.5455202,-0.3531898,-0.04470695,1.1641561,-0.301548,-0.18476735,4.832445,0.18541445,1.972696
t137,7.033979,1.097555,-0.2547615,0.4575746,-0.00085675286,-2.1265786,0.061335005,-0.019461272,0.15501493,4.967768,13.591694,2.933504,0.8527453,11.906754,0.48043966,-0.3472645,-0.042987503,1.1684371,-0.30219957,-0.18496445,5.0966144,0.17388143,1.7289331
t168,6.402716,1.1779916,-0.2684924,-0.010532268,-0.00083848817,-2.2037735,0.063924536,-0.009553001,0.1780984,5.772571,14.468487,3.1056235,0.8707465,12.721593,0.44013602,-0.3664373,-0.04681692,1.2113733,-0.3155896,-0.1940002,4.566828,0.20901966,1.9803724
t169,6.4122214,1.1788443,-0.269316,-0.012397201,-0.00084096723,-2.206309,0.06384813,-0.008952517,0.1790541,5.7520676,14.474846,3.1075084,0.87735933,12.739775,0.4280496,-0.36773568,-0.047023095,1.2125527,-0.31630895,-0.19417849,4.5796366,0.20951371,1.9990143
t193,6.438878,1.1804953,-0.2688974,-0.008121901,-0.00083848863,-2.2075803,0.06419127,-0.0094472775,0.17688844,5.738989,14.469922,3.1022136,0.8744674,12.758556,0.4394077,-0.36664706,-0.046624385,1.2147881,-0.31532162,-0.19449346,4.615246,0.20728071,1.9629387
t225,6.467635,1.1841469,-0.2688992,-0.010230452,-0.00084031414,-2.2121851,0.06394574,-0.011132576,0.1776346,5.739789,14.477264,3.0979745,0.8748054,12.764802,0.4286223,-0.36711523,-0.04665297,1.2160387,-0.31583083,-0.19450451,4.624152,0.2077293,1.9561789
t226,6.4679275,1.1841899,-0.26889205,-0.010056624,-0.00084053027,-2.2122164,0.063955255,-0.011182049,0.1775046,5.74006,14.477531,3.099752,0.87501675,12.765394,0.43106738,-0.36703587,-0.04664948,1.2161297,-0.3158317,-0.19450925,4.6264496,0.20780112,1.9568872
t157,6.065598,1.1505508,-0.2616762,0.08915892,-0.0008377795,-2.1460638,0.06759402,-0.0028436345,0.16965643,5.90143,14.244131,3.1606596,0.8462957,12.586827,0.6627409,-0.358154,-0.047100905,1.1933473,-0.30952108,-0.18500276,4.3514724,0.20631793,2.2350302
t158,6.003647,1.1463509,-0.26348633,0.07226367,-0.00083395926,-2.1400614,0.067582905,0.0051279645,0.16801904,5.9102445,14.2458,3.1727648,0.8423729,12.579595,0.6700086,-0.35594276,-0.047182694,1.191224,-0.30954206,-0.18629421,4.3255763,0.20796527,2.2648215
t116,7.704805,0.9987933,-0.24327053,1.1376542,-0.00087101606,-2.0118911,0.058834884,-0.0200203,0.13462193,4.131249,12.487359,2.7545176,0.821852,10.834692,0.4860352,-0.31718075,-0.039740767,1.1111575,-0.28303906,-0.17223728,5.509835,0.13559842,1.5524658
t106,5.931766,1.1277715,-0.2609537,-0.0012603665,-0.0008236086,-2.1227794,0.066345744,-0.008206472,0.17477731,6.004703,14.098596,3.1665769,0.8457528,12.421277,0.6659848,-0.36267507,-0.047748465,1.1656893,-0.3090395,-0.18647873,4.1949577,0.21814257,2.2577782
t70,8.983612,0.7302504,-0.21866553,2.6464133,-0.000845242,-1.7475818,0.04550001,-0.009545532,0.10125552,2.6782713,10.117541,2.0910108,0.73855513,8.105629,0.7596612,-0.26122501,-0.032281175,0.944463,-0.23843189,-0.15138036,6.2383304,0.0684359,1.2434517
t111,11.684786,0.5749433,-0.032036163,1.3725377,-0.00055579306,-1.7766984,0.0852884,-0.17950264,0.19926429,10.27895,6.3351088,3.4811215,0.103380464,6.709534,0.7506452,-0.42083728,-0.061557416,0.319338,-0.26637855,-0.114006184,4.205316,0.30633116,4.163408
t112,12.5274,0.5201785,-0.024907937,1.9733299,-0.00057584204,-1.72495,0.081046544,-0.1847501,0.17971191,9.464597,5.5819764,3.2058442,0.09619477,5.8985415,0.6712103,-0.39733762,-0.058082584,0.28265756,-0.25394556,-0.110054895,4.7659492,0.27139577,3.8298042
t141,10.164133,0.71177626,-0.04454261,0.15417519,-0.0005087057,-1.8938644,0.09486449,-0.17298698,0.24297443,12.053945,7.828675,3.9417627,0.111353464,8.420151,0.7955917,-0.4691626,-0.06955952,0.37341553,-0.29003647,-0.12980033,3.0144622,0.37512636,4.8076706
t142,10.107858,0.7084403,-0.04449421,0.14842437,-0.00051559036,-1.8897606,0.09471328,-0.17477632,0.2475572,12.043081,7.84882,3.927794,0.12678485,8.405541,0.7947285,-0.47285944,-0.06995124,0.3682208,-0.291139,-0.12846167,2.992925,0.37884417,4.7877793
t102,10.128528,0.71999425,-0.045189504,0.21572599,-0.00052691705,-1.9071846,0.0958459,-0.18139133,0.24689393,12.078143,7.893988,3.9726725,0.11310324,8.472313,0.8094672,-0.46993494,-0.0696155,0.3866538,-0.29431477,-0.12644409,2.919303,0.37854812,4.8220487
t103,13.134411,0.50424564,-0.018477593,2.3246102,-0.00059866504,-1.708138,0.07936446,-0.19782108,0.16781223,8.960715,5.070584,3.067945,0.08601946,5.4429116,0.56039035,-0.38517103,-0.056342952,0.26042044,-0.24746743,-0.10958572,5.0765104,0.25078177,3.6532044
t121,10.851004,0.6741719,-0.037337605,0.6543936,-0.0005485495,-1.8637509,0.092277326,-0.19099462,0.2268754,11.334487,7.1948085,3.829633,0.117234156,7.8038306,0.76079416,-0.4526752,-0.06657931,0.36136985,-0.2840322,-0.122218214,3.4775264,0.34909374,4.53802
t135,10.256532,0.71204096,-0.038359255,0.2930719,-0.00053950323,-1.8932513,0.09485862,-0.19137833,0.23669396,11.947102,7.705775,4.0128503,0.11525143,8.285187,0.8639828,-0.4671193,-0.06845189,0.38134065,-0.29179105,-0.1233933,3.046148,0.37394083,4.789074
t136,10.620218,0.6854089,-0.035513606,0.5474863,-0.000551859,-1.8702673,0.09313524,-0.19118771,0.23171918,11.583048,7.379814,3.896589,0.112750374,7.941846,0.82158273,-0.45954025,-0.06731307,0.36653793,-0.28605238,-0.12203388,3.300675,0.35781094,4.64599
t93,13.346749,0.4915707,-0.01667689,2.4091983,-0.00060039863,-1.696599,0.07821638,-0.19367701,0.16308622,8.808548,4.8573375,3.1014483,0.072448686,5.2938776,0.5733907,-0.38814837,-0.056677375,0.25230518,-0.2422554,-0.110586345,5.2623024,0.24247251,3.6240299
t210,10.235824,0.7270683,-0.029197123,0.024975728,-0.0005309711,-1.9240298,0.09786072,-0.18954006,0.22515947,12.238051,7.4952455,4.2224565,0.093310356,8.665127,0.9702384,-0.481313,-0.07148275,0.36374372,-0.2960377,-0.13412772,3.1811829,0.3800908,5.0093784
t211,10.234257,0.7265923,-0.02918915,0.030751435,-0.0005315344,-1.9233185,0.09784009,-0.18961793,0.22517866,12.23379,7.49584,4.2250004,0.09317024,8.658103,0.971876,-0.48121983,-0.07147554,0.36380634,-0.2958806,-0.13413204,3.1839716,0.37952605,5.00912
t183,10.649057,0.75157356,-0.013281831,-0.012813291,-0.00051266345,-1.954714,0.10278531,-0.21500182,0.20672478,12.338842,6.985268,4.3805904,0.040531572,8.680027,0.8816676,-0.48651627,-0.073193215,0.33506107,-0.29480314,-0.13992277,3.405943,0.3783608,5.3031535
t196,10.66242,0.75135565,-0.012574994,-0.013524662,-0.0005087403,-1.9563872,0.10310587,-0.21482773,0.20671596,12.350895,6.962327,4.370136,0.037008934,8.706368,0.87858903,-0.48663577,-0.07318938,0.33464915,-0.29461733,-0.14003816,3.4080982,0.37787387,5.2930045
t219,10.657092,0.75219285,-0.012229112,-0.013303479,-0.0005108695,-1.9573405,0.10314578,-0.21564381,0.20649391,12.349072,6.967681,4.3725367,0.03601804,8.712956,0.874842,-0.48678368,-0.07319003,0.3349408,-0.294923,-0.13991702,3.3933265,0.37770522,5.295382
t220,10.65512,0.7519276,-0.012219606,-0.013262491,-0.00051125477,-1.9573354,0.10310306,-0.21563613,0.2065192,12.347815,6.9669776,4.375946,0.035892893,8.710811,0.87372226,-0.48676348,-0.07317641,0.33512786,-0.29499596,-0.13985845,3.3930364,0.37790227,5.2945237
t223,10.707096,0.757718,-0.015445013,-0.015372337,-0.00052507373,-1.9638938,0.101335526,-0.21113539,0.20810632,12.350458,6.937478,4.364382,0.032743447,8.689743,0.77452004,-0.4836196,-0.07336957,0.3371069,-0.2978246,-0.14568254,3.4113684,0.37426242,5.268076
t224,10.7074375,0.75754046,-0.015395072,-0.015229011,-0.00052504055,-1.9637749,0.10136996,-0.21121117,0.20826678,12.349791,6.9368997,4.3648252,0.0331059,8.6891365,0.77470213,-0.4837017,-0.073368326,0.33711827,-0.29784766,-0.1455292,3.4125664,0.37422517,5.266646
t203,10.692988,0.7576565,-0.01592124,-0.016527927,-0.0005232788,-1.9635087,0.10140861,-0.21048513,0.20866805,12.3460455,6.94235,4.3684,0.03625987,8.6935425,0.78176945,-0.48324895,-0.07343463,0.33825332,-0.29758665,-0.14582399,3.426923,0.37444383,5.26881
t218,10.67645,0.75231886,-0.01694661,-0.024189616,-0.00051357783,-1.9621261,0.10130092,-0.209359,0.20747149,12.361793,6.9134,4.3988523,0.03269511,8.709612,0.8194796,-0.48442882,-0.073596194,0.3371459,-0.29715842,-0.14639999,3.4257405,0.37638465,5.320959
t229,10.673629,0.7521704,-0.01687558,-0.024533737,-0.0005135595,-1.9619746,0.10122341,-0.2093484,0.20747736,12.365518,6.9115047,4.3986254,0.03199349,8.708038,0.8194622,-0.48448485,-0.07359928,0.33676168,-0.2971277,-0.14653814,3.4212224,0.37637594,5.319794
t230,10.672868,0.7521924,-0.016898194,-0.024471242,-0.0005136469,-1.9620041,0.10121345,-0.20929986,0.2074922,12.365098,6.9111714,4.3984118,0.03186217,8.708351,0.81938213,-0.48448047,-0.07359698,0.33682403,-0.297123,-0.14659356,3.4206893,0.37635136,5.318906
t139,10.554493,0.74434775,-0.018767567,-0.0021857747,-0.0005269889,-1.939675,0.10068904,-0.20614107,0.21283431,12.322984,7.139885,4.2973266,0.041376118,8.627815,0.87964827,-0.48289302,-0.07264077,0.34032047,-0.29545265,-0.1392242,3.3283625,0.37556678,5.182814
t140,11.89906,0.64717644,-0.00565421,0.87418354,-0.0005626602,-1.8572329,0.09435296,-0.21728872,0.18035325,10.920062,5.844443,3.9544973,0.023752788,7.354161,0.712324,-0.44474807,-0.06666676,0.29215235,-0.27664253,-0.130708,4.2529883,0.3151362,4.6533637
t197,10.630111,0.7396107,-0.017615672,-0.0035391538,-0.00053302746,-1.9547908,0.09879155,-0.20658357,0.21033144,12.332298,7.1399355,4.35228,0.025963828,8.617816,0.8885488,-0.483995,-0.07232612,0.34601668,-0.29854187,-0.14115582,3.325398,0.3745683,5.197625
t198,10.630825,0.73932606,-0.017934289,-0.0037704145,-0.0005323842,-1.9539357,0.098686606,-0.20656012,0.21050395,12.3306875,7.1428595,4.3485365,0.026444433,8.61111,0.87708426,-0.48368728,-0.07225888,0.3455875,-0.2985102,-0.14105973,3.3149571,0.37507775,5.1905036
t97,11.777186,0.59240097,-0.022691313,1.2993492,-0.0005714687,-1.797042,0.0871788,-0.18990946,0.19869098,10.441093,6.1879683,3.5532095,0.07188796,6.878244,0.7428551,-0.43368983,-0.06302432,0.30485588,-0.2693423,-0.11795239,4.1338835,0.3066212,4.2752857
t98,13.340578,0.49104047,-0.01617694,2.3993225,-0.0005987901,-1.6963663,0.07837119,-0.19438913,0.16374336,8.817342,4.842768,3.112444,0.0746804,5.288457,0.5813762,-0.38949287,-0.05681548,0.2515862,-0.24175258,-0.11060704,5.273571,0.24321015,3.6467867
t86,13.134204,0.5035114,-0.01905915,2.2982326,-0.00059979025,-1.7055011,0.07870705,-0.19196753,0.1643578,8.965505,5.06537,3.1148376,0.074933454,5.46853,0.58455485,-0.38812056,-0.056827027,0.26067936,-0.24641743,-0.111227326,5.1124105,0.24937902,3.6936662
t191,12.008999,0.3661604,-0.20367253,2.4185216,-0.00063385506,-1.6798359,0.012632388,-0.018834442,0.6655275,13.496775,13.802418,0.5982532,0.44953343,5.0861607,-0.10757659,-0.5452244,-0.055974122,0.36222154,-0.3011702,-0.035445478,0.00016431586,0.49213037,0.6045253
t192,12.016906,0.3672398,-0.20421134,2.422133,-0.00063331274,-1.68099,0.0126196835,-0.018673982,0.66595,13.507047,13.814712,0.58294785,0.45002496,5.083095,-0.10762694,-0.54548097,-0.05605523,0.36094627,-0.30127653,-0.035697546,-0.0002068514,0.49277446,0.609956
t118,13.373467,0.26552033,-0.20030522,3.2653506,-0.00062517903,-1.6123667,0.00920792,-0.024507148,0.67991537,12.820683,13.047185,0.21022412,0.487875,3.9314907,-0.11042228,-0.53485477,-0.05348641,0.31501022,-0.28990915,-0.011594441,0.7467554,0.4631882,0.02623009
t221,12.612116,0.32473415,-0.20612767,2.5461264,-0.00059941236,-1.6786371,0.0116259,-0.02618403,0.7302404,14.116194,14.20924,0.41868106,0.48811874,4.822444,-0.11911687,-0.5765763,-0.0576527,0.34317592,-0.30721352,-0.010741938,-0.0076724505,0.5147108,0.19402862
t222,12.611229,0.3248083,-0.20609625,2.5469985,-0.0005995069,-1.6786286,0.011592604,-0.026187891,0.73009104,14.116135,14.209126,0.41880238,0.48812824,4.8219023,-0.11902847,-0.57631624,-0.057633415,0.34330136,-0.3072528,-0.01078028,-0.007712955,0.51455444,0.19322324
t149,12.590959,0.3353389,-0.2073482,2.5437999,-0.0006026757,-1.6904936,0.011565846,-0.026752315,0.72705495,14.049334,14.178575,0.40347484,0.49414438,4.8592186,-0.118936785,-0.5763551,-0.057798114,0.34879038,-0.30790466,-0.013408478,-0.008923275,0.514351,0.23675847
t143,13.017753,0.29665396,-0.20478795,2.8807175,-0.00060846214,-1.6541418,0.009550417,-0.026321013,0.7099162,13.503134,13.687897,0.31535035,0.49038485,4.3764586,-0.11789834,-0.55828226,-0.0556954,0.3314074,-0.29961845,-0.012127413,0.25810558,0.49057013,0.10796308
t129,12.541271,0.34481776,-0.21088739,2.5566907,-0.0006071435,-1.6886295,0.01132018,-0.02233222,0.7169377,13.972456,14.241158,0.39370272,0.49746084,4.8957973,-0.117028944,-0.5701276,-0.057531875,0.35228997,-0.30775404,-0.015165972,-0.008635755,0.51326036,0.30391836
