,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t133,12.337328,3.395992,2.8778145,2.1779249,5.0224195,5.1557655,3.436802,6.4999943,5.228407,4.7884088,2.9028986,1.8445382,1.7721798,6.024363,3.363646,5.9967136,6.620251,7.0933495
t134,10.366849,4.4675217,11.368301,4.93444,6.0778813,7.314098,5.2782817,5.1810174,3.0297685,5.976166,3.7981484,4.985551,2.1357954,2.269993,7.3618627,5.56116,5.879515,4.5598536
t135,10.346657,4.4477587,11.329464,4.8684034,6.011662,7.3628297,5.2305956,5.140529,3.0352323,5.9901266,3.7784252,5.0498843,2.0758255,2.3013213,7.396643,5.5375686,5.9375815,4.5676355
t136,12.071649,3.161829,3.228888,2.5819547,4.9508,5.458211,3.7994065,6.7605786,5.346053,4.5653644,2.7159834,2.1549325,1.8139977,5.80824,3.6073823,6.3401318,6.2157,7.1105285
t137,12.074444,3.1239161,3.070327,2.495565,4.9014735,5.4614253,3.6809022,6.7578173,5.380949,4.6689277,2.7595904,2.0614488,1.794206,5.8027697,3.5202463,6.2998333,6.2298646,7.0687222
t138,12.232388,2.8781106,3.70357,3.51472,5.08993,6.0328155,4.1709094,7.4771953,5.217912,4.074804,2.2188375,2.5863395,2.22019,6.1558404,4.1930485,6.83698,5.5299215,6.6919823
t139,10.334796,4.4926066,11.320363,4.79736,5.956702,7.456095,5.2063437,5.2051854,3.0334013,5.9148164,3.7884483,5.158946,2.0677567,2.272609,7.265448,5.5133357,5.9538603,4.438009
t140,-4.2547855,6.0244994,5.3434734,5.000518,4.0052176,5.982943,3.642779,7.3150845,3.7268665,6.2156587,2.5973506,5.372192,3.113838,6.0217137,5.02204,5.6580396,6.898118,3.579063
t141,12.257547,2.9358902,3.7620595,3.4561377,5.073466,5.979019,4.1530175,7.399624,5.242194,4.090706,2.275637,2.553541,2.1951277,6.1791706,4.148115,6.7893434,5.6029816,6.754573
t142,12.258155,2.8703604,3.669957,3.476637,5.0683064,6.022808,4.1438503,7.4614487,5.240482,4.101767,2.2456186,2.5509648,2.217685,6.1523547,4.1797047,6.80176,5.5597663,6.6896667
t143,9.820913,14.879872,2.9157667,6.5225115,1.7136669,4.307537,2.2470074,3.3917978,6.149376,6.5636983,2.0602994,3.7240813,6.7809944,2.3279748,6.8737874,6.448155,6.29594,1.8036801
t144,9.851588,14.865982,2.8785417,6.4957423,1.7480266,4.3210754,2.2225158,3.3663316,6.126631,6.594681,2.0621338,3.7388062,6.7956953,2.3554604,6.8945847,6.446878,6.2982035,1.7928262
t145,11.913069,2.8976429,4.3887677,3.521686,5.318357,6.0264044,4.4197545,7.2069206,5.268159,3.7724936,2.2720108,3.051063,2.1112056,6.015897,4.2052913,6.7702603,5.6508937,6.8595943
t146,11.967693,2.912132,4.325478,3.4636996,5.2739735,6.00919,4.3718786,7.278596,5.201861,3.844248,2.2613125,2.9884653,2.1517882,6.0610304,4.19929,6.7736278,5.662951,6.774015
t147,11.992132,3.0520048,3.1819863,2.584111,4.8286977,5.3655896,3.7619474,6.722358,5.286599,4.619578,2.7359786,2.1493826,1.8881506,5.6915,3.6311388,6.301028,6.195625,7.100504
t148,12.047024,3.110142,3.14953,2.5422394,4.89475,5.3949866,3.7587514,6.7436047,5.3262296,4.6162877,2.7340326,2.1209078,1.8610902,5.7603536,3.5891192,6.312622,6.213826,7.093709
t149,-4.8587446,5.366079,6.4891496,4.7863197,4.0423555,6.866715,4.424475,7.3573003,2.5256484,6.311062,1.9103891,5.997592,3.132069,6.3205757,4.2190127,6.3930955,6.1397557,3.2398646
t150,-4.9255695,5.287101,6.595678,4.7001524,4.115898,6.9291296,4.4673433,7.3913174,2.402811,6.3899274,1.8907804,6.0543027,3.1050153,6.260991,4.092256,6.437446,6.074593,3.1957536
t151,-4.7881417,6.175699,5.316797,5.5127683,3.8792195,5.731225,3.4724593,7.06225,3.8381796,6.461598,3.2500129,5.1903744,3.0380647,6.600158,5.509646,5.6599317,7.0608964,3.920521
t152,-4.8156776,6.2008753,5.284856,5.5351515,3.8457952,5.735653,3.4716713,7.0688047,3.8599155,6.4958825,3.246862,5.151455,3.018184,6.5933943,5.561506,5.6689672,7.0568676,3.911465
t153,-4.951873,5.287573,6.6385994,4.7348275,4.06919,6.924546,4.508327,7.320145,2.4561439,6.4158416,1.8582616,6.0597396,3.1819427,6.295369,4.1016817,6.4460406,6.032662,3.183139
t154,-4.893744,5.340082,6.5417104,4.756785,4.0740433,6.90774,4.4525304,7.410018,2.4413207,6.335233,1.8802359,6.057049,3.1092541,6.2959447,4.1442914,6.409082,6.1312118,3.2127838
t155,-4.280621,5.9883275,5.3954597,4.9623055,4.0485144,6.034689,3.6732326,7.3366714,3.6568391,6.1776896,2.5638084,5.436519,3.0902734,6.0304847,4.9662366,5.73024,6.866475,3.574211
t156,-4.311906,5.9960084,5.3791175,5.0381007,3.9698634,6.0190897,3.6842415,7.3446817,3.7392998,6.2533193,2.639913,5.3530035,3.1073544,6.064561,5.0401497,5.6469216,6.8629203,3.563076
t157,10.582826,5.1398544,9.541829,3.9240696,5.42459,6.613421,4.8024406,6.2946167,2.750587,4.5201244,3.4220858,5.1620493,1.7062213,3.5896866,6.8297462,6.0645423,5.160899,4.676404
t158,10.543455,5.244428,9.587377,4.0387144,5.328923,6.545643,4.703218,6.3011203,2.6577568,4.5877647,3.3266788,5.2127995,1.610705,3.4989264,6.7389636,6.0067096,5.060019,4.6297307
t159,-4.6932454,5.844114,5.619814,5.2396593,3.9433887,6.219401,3.8769722,7.4510303,3.765227,6.510705,2.8250477,5.467269,3.0829625,6.282419,5.2052083,5.590167,6.699969,3.3592143
t160,-4.6895833,5.884381,5.5925317,5.26927,3.9095151,6.2340784,3.9273775,7.465084,3.8019135,6.503494,2.839499,5.401573,3.0355458,6.2693534,5.276392,5.565442,6.6505613,3.4217954
t161,9.854073,14.9745035,2.923358,6.4387946,1.742782,4.365527,2.3195443,3.3482573,6.082379,6.533814,2.0341814,3.8143432,6.7104697,2.4512742,6.9972057,6.521491,6.2905602,1.8239927
t162,9.913767,14.975859,2.926902,6.4112506,1.8115666,4.4492803,2.3135865,3.3097248,6.0960364,6.5505223,2.0025022,3.782405,6.632571,2.413925,6.9718432,6.474985,6.306329,1.7379444
t163,9.354203,14.63176,2.7265003,6.5368633,1.7353389,3.9059193,1.8330522,2.9901364,5.4727354,6.9361124,2.1313736,4.417254,5.9307933,1.7346143,6.3432655,5.669703,6.7819824,0.7388481
t164,9.383765,14.64393,2.7579684,6.5517716,1.7699653,3.9349942,1.8655574,3.0217009,5.510591,6.893778,2.139087,4.4015174,5.9349265,1.7518928,6.3424544,5.6661506,6.7491684,0.7644724
t165,10.588531,5.190434,9.526656,3.9740796,5.3764257,6.5715637,4.752108,6.310153,2.7021523,4.5067034,3.371846,5.1831026,1.6587896,3.5589359,6.7846494,6.0755672,5.1099224,4.6957693
t166,10.542597,5.100259,9.529751,3.8802464,5.403443,6.533039,4.82387,6.2063513,2.7494073,4.4000497,3.4575086,5.2781477,1.6802902,3.553449,6.9052567,6.1276817,5.207001,4.74045
t167,10.588449,5.1772246,9.5244055,3.958965,5.3689218,6.546901,4.7587886,6.2930875,2.6998887,4.4949775,3.37989,5.177201,1.6494083,3.5657775,6.801428,6.081048,5.1247163,4.7019196
t168,-4.8492255,5.3688955,6.4876046,4.7823253,4.141441,6.7744503,4.4135065,7.4698787,2.549642,6.4568896,1.9400729,6.1075845,3.2504938,6.047533,4.0954695,6.200336,6.2093444,3.15974
t169,-4.81057,5.4047203,6.4471617,4.747516,4.163297,6.742903,4.3635373,7.435316,2.5390377,6.4441814,2.000621,6.033176,3.1809018,6.0541105,4.112563,6.257295,6.2488194,3.203023
t170,-4.8204813,5.3566475,6.4874563,4.718721,4.159603,6.8036833,4.401238,7.402427,2.4582756,6.449514,1.945059,6.0777507,3.1838589,6.068856,4.0111914,6.3110213,6.1948833,3.2066305
t171,-4.670788,5.8678946,5.6025167,5.260127,3.9248512,6.183539,3.8629742,7.4002523,3.6930203,6.4363513,2.8217807,5.451247,3.022526,6.2671623,5.208496,5.6892695,6.7098837,3.5555623
t172,-4.5714827,5.8473063,5.597199,5.126676,3.9706469,6.199715,3.8338733,7.422324,3.7106438,6.392007,2.72382,5.441361,3.0840764,6.2325177,5.132396,5.6512804,6.6875954,3.4841518
t173,-4.8829956,5.383371,6.592045,4.9250016,3.9363377,6.936718,4.574778,7.260951,2.6703146,6.304744,1.6909848,6.1481338,3.2792456,6.3784814,4.1402545,6.455974,6.1341147,3.1854844
t174,-4.9254017,5.3648777,6.591356,4.8262725,4.005014,6.914034,4.537354,7.3207645,2.5352924,6.374572,1.8032411,6.136751,3.2225134,6.3164353,4.102805,6.454607,6.1184688,3.1765432
t175,12.409826,3.487751,2.9826212,2.253531,5.0781507,5.173172,3.5024722,6.491991,5.2510266,4.7677293,2.8616767,1.9044241,1.8443465,6.046377,3.430979,6.043234,6.667291,7.187599
t176,12.295992,3.3808703,2.9217672,2.235144,5.1062603,5.2389317,3.4945743,6.5779967,5.3103395,4.7889543,2.8890302,1.8536472,1.782525,5.969099,3.3486302,6.0603304,6.601228,7.143373
t177,9.823637,14.877151,2.8871803,6.440344,1.7853414,4.2287226,2.1342018,3.2299461,5.883328,6.6975684,2.0382228,3.9845734,6.3873844,2.2171252,6.7727323,6.1491466,6.419602,1.3540049
t178,9.758563,14.899507,2.9800282,6.5177126,1.7119408,4.168193,2.2214205,3.302658,5.951917,6.606523,2.0207767,3.9757648,6.4502974,2.130499,6.7118683,6.15216,6.3359103,1.4133592
t179,9.734722,14.985252,2.995903,6.5862484,1.6605695,4.3498397,2.3595498,3.3789659,6.2430367,6.5175014,2.1523492,3.6960268,6.7708864,2.3270285,6.869597,6.578992,6.3435016,1.8430945
t180,9.743092,14.982265,2.9659812,6.523275,1.6729772,4.38864,2.3061733,3.3856885,6.140766,6.4761405,2.062866,3.7305193,6.692858,2.392897,6.9834094,6.550389,6.2827516,1.9148035
t181,6.9556966,-1.9526793,5.672671,3.0099363,9.600159,7.748135,3.3887198,6.501258,2.9833386,8.30105,2.3041267,6.3510847,4.1472297,6.3663387,3.8324704,4.5023627,3.8529723,-2.3498554
t182,6.886243,-1.8717278,5.707315,3.0331175,9.529171,7.785435,3.4290574,6.53987,3.0291548,8.201395,2.3143897,6.3242292,4.1061773,6.3625045,3.769087,4.508628,3.741717,-2.3325372
t183,9.704604,14.989823,3.0274506,6.665138,1.5975567,4.2956934,2.374384,3.444367,6.2567835,6.463921,2.0960138,3.665922,6.808735,2.2819529,6.8522353,6.6012154,6.328194,1.8908865
t184,9.680651,15.036636,2.9981122,6.628876,1.6145506,4.373726,2.403219,3.4402363,6.1881495,6.418392,2.0842297,3.7239125,6.7589087,2.3509762,6.9365816,6.651233,6.3294377,1.9252974
t185,12.015114,3.074146,3.0946434,2.5478752,4.849603,5.428418,3.7116475,6.7673287,5.352339,4.672541,2.7321854,2.0871015,1.8454834,5.7256923,3.5415373,6.327993,6.18851,7.065659
t186,12.067331,3.1300204,3.127074,2.5123084,4.9109254,5.3806677,3.7464535,6.751526,5.321015,4.6434054,2.723148,2.0805736,1.8653218,5.788695,3.5433385,6.3155494,6.2290316,7.0815983
t187,10.336614,4.500928,11.346276,4.7978024,5.9613013,7.3984585,5.200055,5.1998844,2.9494593,5.910694,3.770569,5.161432,2.000051,2.2765093,7.3253508,5.559122,5.9279747,4.4952483
t188,10.325125,4.467432,11.378665,4.8729153,6.0490932,7.442297,5.2798433,5.2119217,3.0385842,5.9283276,3.8347938,5.104822,2.1077855,2.223318,7.267544,5.5471373,5.944746,4.4383564
