,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t2595,5.1911635,0.07438575,4.8004723,4.9351425,4.747888,5.0164027,4.1590877,4.133262,5.2514353,4.9318037,5.122534,5.559397,4.20383,4.844214,5.015226,3.8604097,2.9105825,5.129973,4.9193573,5.3810983,5.5666504,4.7433915,4.9222064,4.020226,3.9523017,4.7776976,3.7302983,6.538763,5.5853677,6.4735274,6.796873,4.9379735,4.5047045,2.8976727,3.6378567,4.491547,4.171487,4.338104,4.0279717,3.8183005,5.4656177,4.6409383,4.9892316,3.9437246,4.1989193,6.0906663,5.001567,5.3794866,5.7659774,4.113897,4.5820513,5.258942,6.6403265,6.0834265,7.1579704,4.6470385,4.8082533,5.2575216,4.8447723,5.2517033,6.0915327,4.8232703,4.6913667,4.893996,5.1971226,5.363594,5.368268,4.667918,5.529642,6.1367345,5.827554,4.913565,6.2492056,4.393982,5.4234233,4.4425135,3.2813542,4.9983234,4.4188504,5.1720314,4.2131906,4.5797195,5.501924,2.691464,4.8500357,4.903054,3.9884613,5.1840334,4.972562,6.348831,4.3652925,6.005519,5.0296545,3.7643967,4.9350443,4.747737,6.7211795,5.445661,6.930204,6.326679
t2596,5.1829123,0.07560784,4.803555,4.9294505,4.7418513,5.010279,4.1516886,4.1263914,5.2518797,4.9316483,5.1180906,5.551491,4.211883,4.8446283,5.013063,3.861438,2.9108973,5.1325946,4.9238386,5.378366,5.571472,4.7378044,4.9215016,4.0153303,3.9461715,4.7768054,3.7248228,6.544388,5.5903106,6.478574,6.804863,4.9408126,4.508232,2.8898382,3.6318555,4.486486,4.165634,4.334109,4.0227075,3.818191,5.461876,4.6445446,4.9937043,3.9362462,4.19344,6.0923367,4.997113,5.387211,5.770415,4.1111336,4.5866637,5.255978,6.6436863,6.087639,7.1656265,4.649269,4.8052087,5.25801,4.8500214,5.2513165,6.09636,4.819,4.6965127,4.8962007,5.2003646,5.363841,5.3712835,4.662396,5.5272584,6.1342254,5.827454,4.9135027,6.2547693,4.3897924,5.428516,4.4432797,3.273556,4.993747,4.415711,5.1748962,4.2131534,4.5791802,5.5053835,2.6836338,4.847231,4.901748,3.9831753,5.183727,4.9728403,6.351292,4.3660736,6.006106,5.0260863,3.7582579,4.9390993,4.7483034,6.726842,5.4506536,6.9355416,6.320233
t2598,4.5261173,4.3063574,4.8439026,5.75042,4.2984962,6.2807446,4.922963,3.756364,5.338779,4.744811,4.503318,5.0463815,1.257364,5.019772,4.3336687,5.5738845,2.640874,4.221545,4.898895,4.1264067,5.0103164,3.1232946,5.409972,3.3708074,5.7824135,2.7016273,2.9477992,6.051353,5.553446,4.3135653,6.534808,4.003663,4.225316,5.8957987,5.198754,4.412763,4.0638657,4.3419704,6.8334193,7.09938,4.3405805,5.878742,3.5449202,3.3536541,5.692855,4.86365,4.6735516,4.8030148,6.5195765,5.2454433,3.7580621,6.1004596,6.2540026,3.9963431,3.0385377,5.4573174,5.47524,5.0776615,6.657244,4.9875755,3.5279539,5.4537253,3.7949178,4.187257,5.468624,5.53427,5.227973,6.2302294,3.2743943,5.407275,5.1304445,5.96646,6.4738455,6.2517548,5.09897,4.4123054,7.203839,4.366757,5.377258,5.522344,6.816385,6.5844975,6.162238,7.5691066,6.1730895,4.410178,4.2207747,3.958286,3.8806834,4.2041354,3.5239313,4.3289533,6.4831495,3.493997,5.9627824,5.9210515,4.4708056,4.213918,7.077525,6.1187444
t2601,4.0523434,4.6402435,4.6369066,9.927826,4.2027783,5.237516,5.062048,5.1447306,5.080515,5.070168,5.5428643,5.2375374,4.42405,5.59765,3.948059,4.935133,3.0244358,3.4991846,3.947455,6.8993697,5.539874,5.2656713,4.5188875,4.683092,5.106564,6.539371,4.856274,4.9714165,4.6361127,4.41691,5.1692834,4.882338,5.844367,6.020919,2.9566345,3.6740956,6.1733813,4.617277,4.1523614,4.5205555,4.945938,4.4783883,6.133267,3.441563,5.151746,5.380312,5.530327,3.6040056,6.0158463,5.952539,4.027378,6.6877728,4.7423053,5.1841326,3.9094124,4.5347195,4.423235,5.102805,6.017153,3.724548,4.9309397,3.9159105,4.823251,5.4103527,4.201234,5.676483,2.7118866,3.9821417,4.6545734,5.3964705,4.1922226,5.804961,4.232522,4.481456,4.3842964,4.179624,6.5970793,4.8838577,6.2900057,4.1295,4.508259,3.8612895,6.1344466,5.706704,4.998484,4.6984906,6.3554983,5.7661576,4.062983,3.4065135,5.6074862,5.452359,3.4772072,6.2329106,4.8008585,4.6152477,4.1928935,4.25942,4.4755135,5.4228587
t2602,4.4014983,5.497514,3.9254498,4.869188,6.1399703,5.8389325,3.994331,4.904033,5.6364756,-1.1234925,5.8395467,4.782656,5.6954637,5.1514316,5.1565037,7.01184,3.488293,5.3960853,6.5960135,5.1771784,5.548162,5.553077,3.7354558,5.2212596,5.978407,5.826085,5.6221337,1.7347872,4.6447563,5.923153,6.733289,5.806836,4.993568,4.8840585,6.378645,6.013631,5.3263545,3.866627,4.471972,4.601005,5.8803935,4.772846,5.487781,3.8412478,5.4765677,5.4683576,7.1223235,4.6313825,5.5807304,3.998982,5.2103424,5.158306,5.13319,4.9650364,6.1152296,5.004635,4.7510505,3.2548456,4.716171,6.02912,4.8635316,5.4266167,4.931837,3.6834378,4.4516144,6.80219,3.327732,4.9057903,5.4671264,6.563226,6.2252417,4.4820867,4.6655636,5.8285537,5.1860332,5.0648603,5.217706,4.1482368,5.232076,5.321301,5.171208,4.612079,5.738103,4.9435377,7.148489,3.1661386,6.560262,5.104593,4.1773486,3.1597602,3.1028638,5.395602,4.6470995,5.114591,5.4885526,5.863613,5.716994,4.750701,5.472328,3.0155442
t2605,5.6548347,4.4722753,5.7466416,5.9709134,1.2118928,5.025975,3.9676244,5.9953732,3.9125807,4.474233,3.7912111,5.4323163,5.182484,5.6864905,4.478824,5.920616,2.6884747,5.435801,4.006204,4.2488,7.22877,4.2404594,4.51944,4.560464,4.200226,7.0373263,4.3495607,5.803281,6.3366227,3.8488631,4.353451,2.9895093,5.4611425,4.9418826,6.3923025,6.051113,4.95345,5.9776945,5.195353,6.1215773,3.869409,2.752546,3.956432,4.571089,5.5445123,4.7714896,5.0963817,6.0070033,5.1788597,4.125119,3.9900255,5.9439874,3.7370808,6.5279083,5.6067824,4.341598,4.4708643,4.943853,5.375814,5.372487,5.463854,5.246973,4.577381,6.1084895,3.7633874,4.0734344,5.692554,4.4385242,4.524941,7.3103666,4.634335,3.6434622,4.4299717,4.9439483,4.3111115,3.9431574,4.1378846,5.7096534,4.5474997,4.1409,4.8167005,6.219763,6.1241813,4.8673887,3.749554,4.8340964,3.7443085,5.881643,5.337388,4.7879953,4.088223,2.9115014,5.194061,4.7723956,3.2457924,5.127487,4.4677296,5.3743935,5.135791,2.9209478
t2606,4.205999,3.9334505,5.549501,4.1190085,4.1582847,4.664107,3.9927375,0.16691723,5.7349877,4.041456,7.157039,5.704744,4.855724,4.37751,3.0250845,4.508971,2.7269971,5.722713,4.675875,4.783355,3.715148,4.792754,5.5324955,4.4350133,5.5548453,5.463277,8.886185,4.51944,6.655968,5.0923133,4.4316854,5.565142,7.214072,5.265342,3.7371416,3.8297746,5.0869417,4.8690186,7.5528183,4.781126,3.7637131,3.1405764,5.389299,3.183781,4.8109016,3.919821,4.7680817,5.116007,6.6223626,5.3501177,4.4284616,6.280249,5.477093,5.641101,4.7255497,5.5397816,3.8380032,6.2602634,5.3330193,6.2239094,6.7834973,4.4253335,5.178711,4.7385616,5.7554665,4.843367,4.0782447,3.9618235,5.932922,4.5662503,6.9398837,4.8685236,2.3945055,3.8654757,6.4564323,4.002951,4.9457636,5.8232775,6.232079,3.8597496,6.6827345,5.7130904,6.124404,5.2515354,5.3723497,5.7361364,3.861337,6.032634,5.9564157,4.759586,4.559318,4.2943487,5.9295144,5.0301104,6.26766,4.3730216,3.8003492,6.0789504,4.916246,4.0498877
t2608,4.513602,4.1453805,5.0940156,5.724942,4.356156,6.068737,4.964063,3.9804754,5.380681,4.5893626,4.4655185,4.8880925,1.4961519,5.1428003,4.4991503,5.5041265,2.3762228,4.4708333,5.1668158,4.352996,4.7353563,3.3030527,5.667164,3.5516841,5.607426,2.7857597,3.0694609,5.9565554,5.5955753,4.1314726,6.3857117,3.807828,4.225703,5.988937,4.962073,4.6442733,3.8798232,4.1348367,6.7149467,6.853736,4.3643937,5.6776643,3.5147753,3.20615,5.9008303,5.063708,4.704505,4.9339104,6.6541505,5.275899,3.8587587,6.069302,6.1894603,4.008727,3.2093089,5.48419,5.5227118,5.0748234,6.628874,5.0719743,3.581014,5.3024416,3.7191427,4.317897,5.2911835,5.5535636,5.3501673,6.22257,3.2428906,5.4628596,5.0854425,5.962325,6.322631,6.2229996,5.0853987,4.374444,6.9382057,4.384387,5.3572927,5.4332376,6.7272954,6.408599,5.9653316,7.355553,6.1722875,4.478592,4.2416296,4.082951,3.7745497,4.2431374,3.4387145,4.3462667,6.258714,3.396966,5.8124037,5.768264,4.527737,4.381032,6.874595,6.213903
t2611,3.9707572,4.65444,12.329872,5.4475474,4.146724,5.451319,5.436853,4.7847347,5.5916557,4.0892787,3.6713634,5.478595,4.6109815,4.5005364,4.7299953,4.992309,2.9018779,6.785613,7.0077825,3.3274107,4.4435406,8.322717,6.4064875,5.0535197,6.0599675,3.4367032,5.7119093,4.3639927,2.4474041,6.306007,2.757328,4.047679,6.6799192,4.756286,5.9278197,6.543246,6.246598,5.4878125,4.2730665,5.4859357,5.237274,5.949328,5.2191763,6.042938,3.752803,3.140671,5.6055174,5.8725276,5.5283585,6.4973025,4.2979207,5.238642,4.710922,6.9507475,3.4513152,3.8563223,5.900132,6.226684,5.7660284,4.9062386,5.3155465,5.5005894,6.9744053,6.1116447,6.1251965,5.24093,6.1172943,5.104705,7.0327334,4.7559056,5.197849,4.425587,4.380303,6.24385,4.8184958,5.091727,5.1114464,3.6322062,5.2255754,5.0524926,3.7146566,4.931052,6.0273714,6.948171,6.128139,6.145647,7.136421,4.561519,4.340199,6.930731,6.2902536,4.264174,6.1306148,4.986508,4.2262964,5.243035,2.9738746,3.4001582,5.0962577,2.8134918
t2612,3.4150193,5.7861967,4.25723,6.508697,6.789892,4.480612,6.2304554,5.17672,6.211936,4.590998,5.0976286,-0.42832786,5.859193,6.738486,3.7162828,4.7339854,2.410833,3.5845652,4.4193597,3.2414172,4.723805,5.117107,6.5366716,5.877888,6.6037855,3.5396802,5.1660047,7.99918,7.3720512,4.5591936,4.317203,6.288102,5.3802996,4.16085,6.7355657,6.910514,4.4457154,4.4373813,4.3099637,6.6677,4.18087,6.106748,2.6921659,3.9251456,3.0760558,5.584638,4.104739,4.46678,6.126801,5.704965,3.8370743,4.9955363,4.9544687,3.7805803,4.7909913,6.32809,3.922987,4.2038198,5.8520546,6.4788537,3.9779105,5.6305857,6.863662,6.604728,4.1311684,4.2931886,4.725027,8.427062,5.448815,4.0591383,4.6270146,3.477034,5.376635,4.47677,5.25982,4.05694,5.5562706,4.8093,3.968399,5.927025,5.358014,4.2300243,4.4695773,3.194281,3.053213,3.8028593,4.8472667,5.6759586,5.367339,5.2882376,5.8299904,2.510833,7.5475693,5.595237,3.89508,4.6526675,6.6848645,5.491009,5.0890884,5.274802
t2616,4.522801,9.041969,6.070629,3.6213424,4.515904,5.361196,4.039833,4.6595793,5.288222,5.861664,4.1573834,5.358653,4.7304564,4.276665,5.493896,4.885084,2.608861,6.1311264,5.6633525,4.3998613,4.6463747,4.323526,6.766656,5.31623,3.1825113,3.1612828,5.4334936,3.9745626,3.818927,2.8612504,7.2121806,5.2518697,4.3278027,6.683031,4.127855,3.9051142,6.4663105,6.3775816,5.6672645,6.405662,5.2110777,3.9190204,4.939737,3.2939136,5.462168,4.9807014,5.2796097,4.8834877,4.8915787,5.727948,5.160567,3.2267196,5.5583363,6.1177793,4.2686534,5.8667936,5.274633,4.9217253,4.3060045,6.4914627,4.912486,4.4095535,3.9663897,5.5482993,4.6226497,5.1949387,5.145299,5.612769,5.0419574,4.6764297,5.605944,5.862204,4.0528693,5.6589513,4.027258,3.9819348,4.462087,5.0616074,5.310114,4.2165937,5.180003,6.7702365,4.3304825,4.8019495,5.587085,5.776129,4.8290977,5.275219,6.2987385,3.8240392,5.867603,5.445103,6.0304337,4.0428257,3.6834373,5.236773,6.0518894,5.1240416,3.443662,5.484548
t2617,4.524516,9.038498,6.0689125,3.620222,4.5135508,5.3637657,4.041777,4.6613183,5.28808,5.8676476,4.1595063,5.3640127,4.73331,4.2791715,5.4966025,4.8902225,2.6122386,6.130132,5.6583514,4.404711,4.6533456,4.324877,6.765242,5.3178644,3.188771,3.16759,5.430631,3.9728248,3.820935,2.8638558,7.214611,5.253104,4.329144,6.680644,4.130999,3.9089081,6.462333,6.3730135,5.669349,6.405945,5.2133646,3.9164095,4.9400764,3.2978203,5.466574,4.976925,5.2747726,4.8834577,4.8911476,5.7261844,5.157942,3.226091,5.5574965,6.117066,4.271157,5.8648257,5.273958,4.9266148,4.303648,6.493391,4.9124055,4.4074965,3.9677563,5.545204,4.6228538,5.1958113,5.1440907,5.612884,5.043884,4.672818,5.6052184,5.8622613,4.0573845,5.657097,4.0339837,3.9886289,4.463138,5.05483,5.3088946,4.2239237,5.1831584,6.7675514,4.3372965,4.800026,5.5854526,5.7688713,4.828424,5.282081,6.292418,3.8286562,5.86436,5.439421,6.03161,4.0415277,3.6902645,5.2379336,6.0475273,5.1219234,3.4405086,5.48946
t2621,3.949699,6.242737,4.6415195,5.598989,3.529713,6.0513453,4.382982,5.1601057,0.8615855,5.2667985,5.150971,5.6866875,5.6600227,4.264641,4.6204314,4.7097964,2.0554178,6.793585,3.732899,3.62849,4.1161494,5.3741174,4.777831,5.442969,5.0485816,4.9424267,3.4839506,5.9512353,6.3466053,4.3966193,4.84332,5.333383,4.3982377,6.3419595,5.495401,4.7910748,4.7820516,4.5606036,4.7858443,4.0408335,4.5490265,5.658507,5.9467287,6.1670227,5.7110415,3.6931577,7.086114,5.785812,5.0257764,4.9880614,4.3784366,4.9933767,5.547624,6.929851,4.802686,4.8533463,6.306891,3.594821,4.5184655,5.809057,7.3620973,5.112146,4.1832128,4.2155447,3.73777,2.7772985,5.406963,4.70178,5.297341,5.3954816,3.4346619,5.33969,4.766729,4.8787613,4.002122,7.469359,5.6419106,4.532766,4.0211143,5.1378527,4.9297614,4.52645,5.3352985,4.4518533,6.6649175,4.2480993,3.4363134,5.438269,5.7871184,3.0587063,6.481974,6.7268176,4.928853,4.951676,6.620299,4.9196773,4.8317113,3.7937,4.916637,5.0658083
t2624,5.0507936,5.519255,-0.3080931,4.5511208,3.830481,4.6947575,5.450587,5.261176,5.111168,5.517975,4.4302216,3.2308202,5.236363,5.0558686,4.6248174,4.907477,3.55328,2.9822137,6.8966055,5.64178,4.284536,5.941576,5.0882072,5.1216516,5.9924703,4.850766,3.976231,7.1556077,4.8274913,7.6717935,4.024193,5.3535523,5.207332,4.9667253,4.520333,5.305693,3.9756544,3.9082515,4.835826,4.1915474,4.640566,6.00752,3.9436793,5.872537,3.7441733,5.267402,5.330423,4.0829763,3.8371599,5.2084093,2.3562899,4.7246246,5.7506666,3.8972213,4.2912226,3.8622394,4.990083,5.7815213,6.138572,4.9873753,4.3646207,3.9867506,4.0512066,4.013527,4.380582,4.8252187,3.9765322,5.5043163,4.859833,4.1340704,3.063434,6.0722523,6.2085767,4.322017,4.850753,6.349634,4.912425,6.2112103,5.3505807,5.739944,4.6611676,3.8384383,3.706159,4.778992,5.415146,5.518894,4.4696894,2.860002,4.895174,5.5993266,2.6845622,5.030967,4.937646,4.346008,3.0551946,4.8789163,6.4156704,4.8527303,5.5874233,5.4484687
t2626,4.4209137,5.502848,3.942337,4.8243165,6.1505737,5.804922,3.9432561,4.894316,5.604866,-1.0790408,5.818001,4.733466,5.6934137,5.1873045,5.1432924,7.0134788,3.488616,5.372587,6.6411147,5.1664486,5.4965496,5.5894647,3.7500744,5.2477922,5.9617305,5.783002,5.6191893,1.7595984,4.662991,5.9304733,6.694045,5.776318,5.0350976,4.870549,6.359788,6.022175,5.317112,3.880894,4.444586,4.6204715,5.85834,4.739193,5.509064,3.8515916,5.4627585,5.4570622,7.131331,4.653514,5.5862775,3.9882553,5.2034245,5.1462836,5.1053123,4.91601,6.075547,5.0033293,4.7290854,3.2858717,4.687921,6.0455236,4.879702,5.4030967,4.941116,3.7235272,4.4378734,6.7932467,3.3310733,4.8593197,5.463812,6.559583,6.1990323,4.4773455,4.667065,5.805865,5.1932263,5.0767035,5.2221212,4.1653423,5.2103753,5.3117948,5.178376,4.63935,5.741726,4.960486,7.133549,3.198359,6.5441685,5.051319,4.1845055,3.178491,3.117757,5.39894,4.6241975,5.085191,5.468953,5.8849926,5.70965,4.746081,5.4793253,3.0386024
t2628,5.4737244,4.20349,4.9012566,4.590537,6.295268,5.133676,4.6378336,10.127204,3.9058247,6.144433,4.9725432,4.662483,5.363271,3.5820158,4.3487663,3.7593124,3.6473582,4.823867,6.8449154,3.674706,6.3279486,3.8313084,4.663401,5.643065,4.5528293,3.6721644,5.014202,4.7355947,5.3450503,6.679036,3.3574882,4.8936768,4.154171,4.732615,4.8639326,4.5559645,5.9490557,3.8887293,6.3531876,4.3252053,4.387807,5.664925,6.3983154,3.712861,4.8529086,4.246637,4.0248933,6.185642,4.428678,5.738533,3.6836748,4.881767,4.5448647,3.3364778,5.9227047,8.035309,4.5472355,5.7844954,3.5331287,5.6013346,5.4940543,4.670468,5.6281633,6.5749426,3.8092155,5.671625,4.873286,3.3130586,4.9961143,5.2105927,5.5128756,3.1296253,4.8087864,5.3664584,4.7478657,3.7385411,2.7303052,5.27595,4.9649277,5.70059,5.071021,5.390271,4.51667,5.114074,3.1618147,6.615835,4.576522,4.600733,5.9202614,6.101017,5.8934627,4.277167,5.967044,4.644514,4.3812656,3.9771783,6.199484,4.5778193,4.6644363,4.580868
t2629,3.9911492,4.6405435,12.340271,5.4779406,4.164326,5.469266,5.456148,4.804007,5.608323,4.113684,3.6792526,5.4707165,4.6086454,4.5083914,4.7517695,5.0072207,2.8735392,6.7630653,7.012748,3.2993681,4.473856,8.349611,6.4348655,5.0306716,6.083272,3.4080675,5.7332206,4.336275,2.467373,6.314744,2.7599056,4.0347977,6.676941,4.764413,5.932114,6.5275364,6.25195,5.499402,4.2592597,5.485061,5.217692,5.9317694,5.2063665,6.0367994,3.7322884,3.150719,5.597258,5.886058,5.5189953,6.5157437,4.2854714,5.2487473,4.712832,6.9379015,3.439162,3.8617575,5.8831954,6.239757,5.786853,4.892998,5.3308144,5.4930487,6.9959,6.1135063,6.1164985,5.259289,6.142817,5.111865,7.0313244,4.7374887,5.177405,4.3977575,4.3813715,6.2275386,4.8188496,5.094931,5.1241317,3.6294456,5.2475896,5.04172,3.7089756,4.9213834,6.0111346,6.9514675,6.1345034,6.160224,7.162362,4.560356,4.313366,6.941947,6.2781434,4.279778,6.1360564,5.011389,4.2311044,5.2406764,2.9669876,3.4085455,5.0867352,2.8167827
t2631,4.3142858,5.5880294,5.4957104,5.701042,6.5542903,4.8624644,9.293056,6.0464773,5.2077785,5.349151,5.088705,5.770707,5.207389,4.740906,5.257851,4.866227,2.5884972,5.8534517,5.629659,6.599182,5.546532,6.803307,6.892065,5.9374137,5.1947193,5.3789387,5.5030293,4.4058266,4.777991,5.333982,3.981602,4.8699517,4.8470063,4.140721,5.015342,6.0078692,6.1391377,4.3247848,3.1151927,5.594905,5.9482455,6.5889764,6.4717975,5.968778,6.0224895,5.2348385,4.5645676,5.0079684,4.904412,5.9178176,5.944764,5.68866,5.213549,5.898999,3.7698004,5.4488487,4.715466,6.275941,5.6211667,4.8979473,5.06412,4.966109,4.745718,4.250254,4.2877884,4.9510674,5.202025,5.304997,5.0239253,3.3670316,3.2646418,4.9909334,6.3169103,4.693098,5.201647,5.4120526,5.926343,6.3636956,6.1432652,4.215501,5.3299165,4.6136255,5.075506,4.5222826,3.5713243,5.050053,5.0981,6.0453706,5.687959,5.5995092,4.5393376,2.9765732,2.3871622,3.9382324,6.3129263,6.8969493,3.815165,4.0940485,5.6352663,6.0389695
t2632,3.9395027,6.273179,4.674276,5.5924664,3.5236368,6.045896,4.3269267,5.1645575,0.8818789,5.3221216,5.132273,5.68934,5.66138,4.2519903,4.633899,4.6853843,2.072933,6.7750993,3.7426438,3.6270235,4.1226625,5.3756294,4.773092,5.4343104,5.056888,5.0209994,3.4014943,5.970248,6.3445406,4.328424,4.860719,5.325498,4.4134784,6.3234334,5.4908404,4.7838387,4.7942476,4.551735,4.783507,4.016256,4.542761,5.6739764,5.907633,6.1548295,5.7162094,3.726133,7.067112,5.787475,5.0441885,5.013385,4.3996797,4.9994283,5.5185604,6.8946466,4.803921,4.8708587,6.2640595,3.669997,4.6048007,5.805198,7.3589,5.094631,4.1642113,4.2073183,3.7530198,2.77366,5.389854,4.720812,5.2768135,5.399231,3.4374309,5.356079,4.7822356,4.8785133,3.9753313,7.4739246,5.650407,4.5529275,4.0002217,5.0781593,4.9241614,4.486392,5.308719,4.4339504,6.615126,4.164639,3.4102385,5.476067,5.773184,3.0512073,6.4861875,6.68198,5.012054,5.0065346,6.560138,4.9024925,4.8371983,3.7690423,4.958145,5.0556087
t2639,6.659475,4.7658644,4.9915175,5.76895,5.3201456,6.577556,5.3710427,4.793893,5.296826,5.6251616,11.066561,4.242329,4.852774,5.1099997,4.982234,4.420506,3.233126,5.994293,5.905283,4.0007343,6.389284,4.3259654,3.3464234,3.1522908,4.4503326,5.986043,4.8197365,4.6735363,3.1189604,6.01714,4.5911975,4.4932833,4.6878858,6.845622,4.0693927,6.6305494,3.3879013,5.6789947,4.484554,4.0201244,6.2697754,5.2320547,5.514285,5.7348223,5.796679,3.4009497,5.0739126,4.770547,3.782603,4.8554573,3.2185602,3.7587736,4.872033,4.233295,5.291379,3.7936835,5.7162623,4.6881247,4.1867933,4.536016,5.405926,8.177588,4.5268507,4.197355,4.572676,3.9841373,4.557197,4.5617476,5.1952186,5.67533,3.6478446,5.2047415,4.0821457,3.9583702,5.818769,6.2180715,5.8817782,6.1455984,4.308009,6.491234,5.2769485,5.28973,6.1819015,6.879031,4.3710365,4.049249,5.1956053,3.5732381,5.212894,3.807963,5.537459,6.187078,6.144023,5.1567707,5.932797,5.513897,6.548222,4.94717,5.061568,5.809076
t2640,4.200329,4.7104526,4.5119233,4.934547,4.6703467,5.996011,4.912809,5.8697033,10.035739,5.2091446,5.2441955,6.15001,4.461728,4.8447456,5.857749,4.970135,2.6748042,5.5145507,3.3425367,4.550655,6.4459286,4.4749303,3.7500734,7.1838303,4.7328587,4.431239,4.1232176,3.7014515,6.2534146,3.639895,3.7505622,5.994398,7.6324744,4.5478735,5.0364537,4.9110293,3.3776114,5.58009,3.711639,5.435329,4.5269628,5.152429,5.9984083,5.320198,3.91864,6.8976116,6.203322,6.1392655,4.2945633,4.5336494,5.0518928,4.7084794,6.0579214,4.297847,5.469276,4.045925,4.9199,5.328837,5.2221885,5.0409417,4.8620877,2.8723242,4.6037774,4.448639,4.4007936,4.2317266,5.0489135,4.7937827,4.020329,5.256437,3.2171438,6.402276,3.85416,3.2152312,3.004598,3.0503128,2.4308958,4.950621,5.9465947,5.8125696,4.6809316,4.6607223,4.4487977,6.973027,5.941299,3.660881,6.119817,3.537906,6.7810946,4.6101294,5.5436387,4.6669846,5.414417,2.485192,6.26713,4.4017,5.375857,3.068919,4.616782,4.7163463
t2647,4.3488975,4.570195,4.844692,4.386849,5.855546,4.211691,4.284822,5.646199,5.525185,5.9929805,5.1766653,4.6902018,5.086043,5.1593337,5.916696,4.2233114,9.32492,5.830618,3.9279587,5.097611,5.3900366,4.4773197,6.3195696,5.1881485,4.9768395,3.9340057,2.8080237,5.411034,5.6356006,5.20255,3.6835544,6.916424,6.107321,4.5096874,5.0724964,4.4402027,4.399699,4.8688536,3.9056144,3.8445036,3.79162,5.8505116,6.9538784,4.608658,5.3573804,4.46298,5.060805,5.467944,5.2208214,6.2564554,6.1430097,4.289069,4.867025,4.768382,5.8591638,6.4486933,4.9153757,6.187225,4.7416363,4.2982206,6.742219,3.0945199,5.071862,5.7864366,2.6076334,4.6788673,6.3450885,5.925478,6.1085696,5.232354,4.5396466,5.6140127,4.822153,5.1852007,5.146882,3.681215,6.238685,5.2920456,5.6680894,4.9179683,4.8887897,5.6388564,4.384891,5.4911714,5.377836,6.265739,3.1282654,5.3762226,4.970808,5.882897,5.378353,6.1699443,4.924152,5.5393524,4.9405184,6.023334,4.8186784,5.089965,4.318724,5.583442
t2648,4.3458624,4.580485,4.8487163,4.390309,5.866584,4.2083364,4.284316,5.6422668,5.5245705,6.0044537,5.185547,4.70145,5.0854483,5.1693325,5.9200006,4.2199783,9.336776,5.8309484,3.923127,5.109371,5.3934717,4.4728303,6.319337,5.1895795,4.9843726,3.9231021,2.796394,5.4123797,5.644313,5.199365,3.6748965,6.926037,6.1168275,4.5125804,5.0711703,4.435784,4.3982186,4.870185,3.893966,3.8367882,3.7868052,5.850317,6.9652443,4.59837,5.357479,4.452077,5.0715055,5.4776993,5.2202845,6.2510633,6.145146,4.286064,4.865225,4.7716303,5.8598514,6.4416823,4.917164,6.187544,4.744184,4.2962756,6.745996,3.0904965,5.0733,5.7821264,2.6108932,4.682733,6.3362517,5.930732,6.1114326,5.2351537,4.538473,5.620061,4.8148227,5.1834636,5.148566,3.6811273,6.245773,5.2925835,5.668346,4.9148445,4.8877087,5.6355753,4.387068,5.4794335,5.3819637,6.269412,3.1241202,5.380525,4.9684553,5.8811293,5.380288,6.1724954,4.922255,5.544533,4.943996,6.026348,4.807196,5.101342,4.3310046,5.584983
t2651,6.917359,3.8402042,5.5822535,4.0151343,5.2474194,5.75979,2.8120768,3.4414203,5.277626,4.892797,5.1444798,5.372474,5.0091343,4.84925,1.8552313,5.7303877,2.9739275,1.6137217,7.082373,8.525454,7.082407,3.2764533,5.582801,4.683292,2.4344964,5.8894124,3.1946604,6.8281555,5.814054,4.923026,6.3011727,7.6716514,4.3258896,5.308997,3.65029,4.719562,4.688693,5.1774764,5.2350373,4.869876,7.0236797,4.729479,5.0382934,3.9197755,6.273294,3.5639653,4.0914674,4.793133,3.952465,4.6442437,4.6641636,4.049749,7.722974,7.6095543,2.9597044,4.9270687,6.4552493,3.5566602,3.7536006,6.595571,4.72107,6.291099,5.188499,5.7998896,4.494417,4.4332404,5.1699085,2.4733543,5.085401,8.353627,5.006516,6.534094,8.29338,5.6692243,4.2375836,5.0753646,4.421998,5.218421,6.3988047,4.1142077,2.7669775,7.77811,5.183924,3.920731,4.4661093,5.574872,5.3265576,3.1983595,4.6866918,4.995563,5.892714,3.131195,3.1010604,3.9630065,5.777746,4.2727437,4.999736,3.91099,4.869091,5.009505
