,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t2914,4.992094,0.1624031,4.706584,4.794751,4.7580256,4.8868475,3.9902205,3.971202,5.21244,4.9620376,5.0078406,5.3717904,4.403028,4.8323293,5.1687913,3.8682623,2.9624934,5.212038,4.990699,5.357174,5.6481338,4.623311,5.0051117,3.9497342,3.7768948,4.780481,3.6277483,6.636098,5.7132583,6.5906725,6.970038,4.9995227,4.598848,2.8519573,3.515999,4.359258,4.0487275,4.220793,4.0850697,3.8053756,5.4067206,4.689515,5.0730453,3.76527,4.054727,6.1086283,4.861764,5.564683,5.872072,4.108977,4.722599,5.127079,6.682585,6.168192,7.3221083,4.711355,4.750204,5.262984,4.8196573,5.3938513,6.192774,4.7276387,4.838094,4.994129,5.060199,5.4195833,5.4126844,4.511276,5.6028924,6.3001556,5.7875814,4.951568,6.3529277,4.28872,5.557735,4.4465165,3.0972247,5.071929,4.3529005,5.243283,4.071327,4.522626,5.580423,2.6517038,4.8230906,4.8872876,3.8386505,5.1587234,5.1173663,6.497267,4.4086847,6.047536,4.9406133,3.6002338,4.830561,4.756768,6.7954655,5.5236263,7.006956,6.156596
t2916,5.2984395,5.5859523,5.4432974,10.026395,3.8936355,6.8642273,6.451544,4.963121,4.463674,4.621607,6.0887914,6.2157745,5.1323485,5.427551,3.92179,4.7487664,2.162639,4.5228157,4.6164107,5.410596,4.9011736,5.4921474,5.025703,3.482242,5.207063,5.9365187,4.9169655,4.7313795,5.082561,5.141368,5.331448,5.0068426,6.4952087,5.5747113,3.9461355,3.953826,4.643325,5.273644,4.7159047,3.7979507,4.86546,3.8256917,6.3395863,4.9836793,4.6021733,4.5620112,6.3782115,4.299396,5.412151,5.397205,4.589988,5.2591333,4.7348833,4.9818377,5.3253336,4.6625967,5.032814,5.0010676,5.7949405,4.246644,5.6607647,4.827172,5.177189,5.701029,3.6098182,5.402058,4.1004653,4.1768637,5.2565265,8.063185,5.882528,5.703816,4.9436965,7.341994,7.2823305,4.535602,5.4429655,5.5006204,6.573197,6.463991,5.287621,3.9428968,5.5661154,5.3313403,4.5544963,5.331857,4.8292775,5.0252223,2.893528,3.144567,5.765239,5.572518,3.1592166,7.753634,4.3228374,5.4001837,4.196224,4.7122207,4.88013,4.7092414
t2917,4.991857,0.16196641,4.7060246,4.79379,4.758216,4.8859863,3.9900422,3.9704485,5.212091,4.962357,5.006999,5.3715696,4.4032435,4.8320904,5.1694064,3.8684711,2.963018,5.2125454,4.9911447,5.3569674,5.6486235,4.622533,5.0057216,3.9493706,3.776182,4.7805796,3.6272678,6.6365557,5.7140713,6.591378,6.9702377,5.0000324,4.5995913,2.8518069,3.5152292,4.358414,4.047936,4.2199183,4.0854106,3.805334,5.406151,4.6897855,5.0735874,3.765064,4.0537906,6.1086106,4.860791,5.564885,5.8727083,4.1092057,4.7235703,5.126162,6.6827345,6.1685824,7.3222904,4.7118244,4.749801,5.263065,4.8195486,5.3945427,6.1933603,4.726986,4.8391123,4.994925,5.0596414,5.420007,5.4128222,4.5101776,5.603275,6.300566,5.787136,4.95195,6.353455,4.288014,5.5585856,4.4465814,3.0970314,5.072199,4.3525863,5.243771,4.070678,4.522124,5.5808744,2.6516726,4.8230147,4.8872766,3.8376443,5.1584725,5.118135,6.498063,4.4091496,6.0478215,4.939976,3.599206,4.830223,4.756765,6.795612,5.523992,7.0072246,6.155601
t2918,5.8356643,2.4661524,6.336814,5.824658,5.5567427,3.8028855,4.6109285,4.5922265,5.0929165,4.7888737,5.802251,6.143306,4.9729757,1.2970284,4.048389,4.6654725,1.549759,3.2382295,4.105587,4.9454803,2.9480767,4.581908,5.0196595,3.209292,6.8389544,7.0216565,3.4299746,4.04718,7.132857,5.238988,4.9588475,3.973014,5.5747676,2.4545972,4.0265617,5.3157115,5.002772,4.945016,4.294815,6.8157806,5.048096,1.9858818,7.134547,8.082167,5.7170944,3.9046717,4.2885303,4.7888794,3.4366593,4.528053,5.302409,6.6520977,4.6231236,4.090239,2.7433739,4.1734123,3.8181179,6.4577165,4.950364,5.945243,4.764536,6.099881,5.1385784,2.6311615,2.6412222,4.2273974,3.9659996,3.7576025,6.5426064,5.393679,4.841608,3.3778844,3.853334,5.1148596,6.8116755,4.058744,4.7104635,4.8005815,5.2558527,6.088614,6.0462437,3.8475673,6.399834,5.0436873,3.923587,3.658441,3.545562,6.2085767,7.337792,4.9271293,2.5821943,6.17227,5.382096,0.866132,5.704095,3.7690613,2.2263703,3.9346528,4.5090003,3.4951842
t2919,5.797216,2.4727573,6.3038335,5.8518686,5.582978,3.7628634,4.618225,4.5588684,5.131449,4.779964,5.8111167,6.1072063,5.0068874,1.2982028,4.0836205,4.626914,1.5455933,3.227405,4.094281,4.9412904,2.9358456,4.559762,5.007365,3.1879098,6.8569555,7.0468616,3.3922155,4.057379,7.150308,5.272254,4.9563007,3.9764926,5.5520296,2.4413395,4.006263,5.312332,4.9883204,4.920882,4.290958,6.815243,5.0295777,1.9641559,7.1432185,8.090891,5.7265334,3.916419,4.2958727,4.7874064,3.4162655,4.5217805,5.2953973,6.665465,4.6246786,4.0829034,2.7305255,4.151273,3.8087857,6.4439735,4.942204,5.926752,4.7710323,6.1069784,5.134301,2.6123118,2.6280794,4.2139983,3.9546685,3.7188172,6.5451603,5.378152,4.835289,3.3717132,3.8535373,5.111912,6.776399,4.054162,4.7484355,4.8035626,5.2945647,6.107284,6.056364,3.844496,6.380653,5.083037,3.9109042,3.6388376,3.540443,6.2215304,7.356782,4.9257503,2.5676024,6.1684885,5.3844204,0.8794075,5.7122803,3.7477028,2.198958,3.9239485,4.5192957,3.4949317
t2920,4.3250713,4.3721914,4.4591346,5.615641,5.3185916,5.1539097,4.8071656,5.515246,5.1502438,5.512636,5.8016725,4.1418447,4.953828,4.71303,11.286579,3.924632,3.5818973,4.7422714,3.7710655,5.473347,5.2159014,5.863801,5.7062683,4.720508,4.3125043,6.5034833,5.987335,5.0011473,5.172416,3.8680198,4.323962,4.10322,4.836519,4.4704375,3.8196158,5.7486057,4.256903,3.9966204,5.6342716,4.642176,3.4199204,5.061207,4.1117597,4.4855576,3.8958547,4.532905,4.548658,6.450052,5.5037456,6.7988434,4.9704866,3.889156,3.7455988,2.3646238,6.602517,6.5144916,4.578586,4.8399005,5.881387,8.20465,4.72628,5.783026,5.6326313,5.365556,3.4575803,5.766441,5.483566,6.713153,6.0905013,5.35968,3.2577395,4.6126146,5.7701964,5.273083,5.899146,3.6455736,5.1918473,4.8523054,5.361395,4.6177955,4.5897307,5.9846215,4.84269,6.809968,4.184621,4.657174,3.3563936,5.429011,4.579909,5.1077466,3.6779497,3.7835667,6.077282,5.840266,3.8032408,6.811946,6.720566,4.4570804,4.6335506,4.3886642
t2921,4.3104105,4.3576956,4.4449997,5.601627,5.304063,5.1441636,4.7929187,5.496723,5.1461663,5.5333652,5.806125,4.160915,4.951972,4.7079835,11.275653,3.911907,3.586782,4.7439437,3.770999,5.461714,5.2195888,5.8539042,5.696787,4.7257085,4.308646,6.5231977,6.0068555,5.003656,5.1841474,3.8602438,4.317539,4.1087856,4.848374,4.4611845,3.8000917,5.758278,4.2483096,4.0159373,5.6310925,4.63069,3.4148488,5.0548286,4.105669,4.4808264,3.891918,4.5521936,4.543239,6.4472814,5.513464,6.79107,4.9599996,3.8960543,3.733528,2.355892,6.6143904,6.5255427,4.570909,4.8262267,5.8810964,8.200224,4.7295904,5.776032,5.644482,5.346224,3.4483747,5.7694936,5.4767313,6.7151165,6.087705,5.3705935,3.2647793,4.610925,5.7659945,5.272988,5.896699,3.6320305,5.1866965,4.8468866,5.3581724,4.619846,4.5845337,5.984483,4.830605,6.8095946,4.1819415,4.6581326,3.347871,5.448451,4.5764155,5.088483,3.690185,3.795576,6.0892096,5.846669,3.794862,6.8099117,6.7330623,4.437583,4.635294,4.3769135
t2922,4.988376,0.16185458,4.7034154,4.790606,4.7587,4.883136,3.9865968,3.966882,5.2109423,4.9631357,5.004326,5.3682055,4.4066496,4.8318577,5.1736827,3.868298,2.9643388,5.2146654,4.9925313,5.3567357,5.650354,4.6198654,5.007987,3.9478853,3.7721655,4.7807093,3.6249108,6.638806,5.7171645,6.59423,6.973629,5.001322,4.601782,2.8508584,3.5124862,4.3552094,4.0452123,4.2171073,4.0872493,3.804917,5.405145,4.690766,5.0753956,3.7615967,4.050299,6.1090083,4.857409,5.5682554,5.8752894,4.1091957,4.726902,5.122897,6.68368,6.1706624,7.325715,4.7133827,4.748562,5.263099,4.8184476,5.3983526,6.1957364,4.7247987,4.842496,4.9974737,5.0557933,5.4217005,5.4138813,4.506423,5.605446,6.305285,5.7861557,4.952971,6.355844,4.285512,5.561814,4.446524,3.0936358,5.0745325,4.350931,5.2454453,4.066768,4.5205817,5.58277,2.650831,4.822528,4.886916,3.8339453,5.157883,5.121924,6.502055,4.410074,6.0489807,4.937885,3.5952437,4.8270555,4.757044,6.7973638,5.5256634,7.0089946,6.151817
t2923,5.205411,0.077737875,4.7838097,4.953958,4.764402,5.0384197,4.178953,4.152734,5.2411914,4.939927,5.134584,5.5758653,4.189411,4.842164,5.0301485,3.8528879,2.9184148,5.123307,4.8975844,5.3974247,5.543567,4.7645416,4.9359903,4.0441937,3.9619555,4.785647,3.7536855,6.51585,5.572663,6.459469,6.7778916,4.928608,4.493424,2.9273863,3.6611195,4.503639,4.1940465,4.344765,4.0477085,3.8149176,5.483249,4.6203637,4.969223,3.9615617,4.212817,6.08364,5.009449,5.362719,5.7525444,4.133094,4.5717435,5.2590194,6.6247873,6.06873,7.1376276,4.640673,4.81958,5.2564826,4.821992,5.2629423,6.073991,4.836803,4.6794157,4.895056,5.1809816,5.3726616,5.352273,4.678409,5.5460525,6.1516576,5.822326,4.923027,6.2264667,4.4052844,5.407951,4.435904,3.2982657,5.016895,4.4310074,5.162423,4.2037263,4.5717645,5.4899406,2.7194092,4.867693,4.911554,3.99957,5.1813903,4.9811215,6.3533044,4.3675947,6.010881,5.041482,3.777799,4.9174643,4.7454133,6.6944265,5.4210143,6.9048433,6.3400426
t2925,4.3118773,5.5702605,5.504196,5.702566,6.6256175,4.8851175,9.266736,6.055214,5.1929326,5.3779373,5.0998836,5.783131,5.2016726,4.7233953,5.2683034,4.881572,2.5560212,5.872331,5.6347027,6.644529,5.64196,6.8277473,6.9483185,5.95221,5.186567,5.35382,5.531372,4.4069915,4.779014,5.3444757,3.9629548,4.832342,4.9205894,4.114916,4.9947886,6.0193176,6.134609,4.3431935,3.116382,5.618154,5.969033,6.6632123,6.5145397,5.958899,6.035748,5.2125864,4.563347,4.995564,4.9002357,5.9184704,5.946133,5.6758227,5.2205105,5.920912,3.7535987,5.4328976,4.733393,6.300367,5.5983534,4.893692,5.055538,4.9956036,4.749872,4.2383313,4.2785416,5.0340905,5.223494,5.314659,5.0211234,3.3669682,3.2518616,5.0058393,6.312359,4.687687,5.2210193,5.398176,5.995852,6.425714,6.133366,4.1884313,5.335681,4.6052494,5.0828247,4.541412,3.551796,5.0402594,5.058675,6.0541463,5.696426,5.6113915,4.518655,2.963068,2.453061,3.918234,6.304187,6.925702,3.7997875,4.0751934,5.663449,6.0515885
t2927,4.4414234,4.732941,5.4249578,-0.46330008,6.3268504,5.3137383,4.0861907,6.549879,4.9468064,4.9002976,4.8001494,4.7679973,5.5714574,5.2858725,4.298651,4.339762,2.862101,6.4942684,4.7173166,6.3941603,3.2639472,6.5541444,5.7543564,6.211391,5.3987145,4.3585987,5.6152506,3.214351,4.8145165,4.6455526,5.230072,5.7983418,5.6927743,6.436358,5.740775,3.8135905,6.1853795,4.5539465,4.779218,5.5473123,7.7060556,5.5900064,2.3327332,6.3462653,3.1922834,3.8376184,5.7119346,4.5830665,5.8935533,5.708052,7.4719286,3.2999892,3.8479354,4.0578322,5.9923496,6.7562137,5.388778,3.4546359,4.086671,4.5899005,7.580631,3.3474007,4.6389494,4.496431,6.270159,5.559255,6.382473,4.2280064,4.936273,4.190774,5.9571605,5.433426,3.9374037,4.413711,6.895442,2.8193858,4.1385026,6.3088713,3.854876,4.5879307,4.352193,5.9711485,5.5691576,5.262926,4.969899,5.1789603,5.071147,5.2044334,6.4838166,6.436122,6.9286065,5.6567383,7.1324277,4.3884325,4.6115,4.2630076,4.0940804,6.546934,6.2695675,3.7696645
t2928,3.0272415,5.3928094,4.9153337,4.681812,11.956295,5.66288,5.1727295,4.5387845,5.023252,5.521148,5.7027173,4.38973,4.613916,5.7694798,5.020006,5.0767474,3.8103437,4.119211,5.1808105,5.708873,4.7142863,5.1330256,4.7166286,4.822055,3.9594405,5.3719816,4.2143984,7.235469,5.362074,5.3717504,4.175104,3.9894211,4.6374464,5.1339417,4.96723,4.7200127,5.799663,4.6908917,4.0696754,4.852521,4.919535,5.38788,5.34177,5.0125103,6.5654573,2.9064374,3.7047355,5.3478928,3.2770715,5.817999,5.6351867,5.3194575,4.4016795,5.7939425,4.6253405,6.5051446,3.9334042,3.9993093,4.8431253,5.184884,5.9722633,6.9901214,5.83664,5.6365795,3.6067512,6.196499,5.3263464,5.4523306,4.5906863,4.5100408,4.32345,5.5542264,6.384679,4.3172684,4.2874165,4.849452,5.376825,4.8203917,5.196057,3.9627233,7.306964,5.2845078,4.5152726,5.3978376,5.0340548,5.416747,4.876508,4.0215096,4.1192765,3.5477455,5.3936543,5.6799,4.499767,6.0026913,6.0958548,4.2981377,5.130391,4.1076746,3.021714,6.8404627
t2931,4.825753,4.4307876,5.4636855,4.748274,5.3861856,5.615121,4.990267,4.3795543,5.336467,6.2391653,5.892785,12.035712,4.3294272,4.68822,5.368029,5.9405375,2.8828542,5.7225075,4.22885,4.71983,4.1728387,4.671518,5.938493,4.894824,2.6998255,4.4674764,4.745676,4.5981517,6.0334573,5.099437,5.516929,4.6224446,5.5477147,4.9534574,5.840737,7.001027,3.3946545,5.5384274,5.897421,5.1562724,5.891148,4.1222405,4.292914,5.711469,5.343313,4.005996,3.791652,4.5106683,4.483138,6.1230636,5.365389,4.997556,5.103901,3.409555,5.818273,4.1074667,5.2265716,5.11769,4.0844936,3.3113194,4.2109737,6.362623,4.240889,5.6111627,6.3385453,6.480629,6.605853,3.9795275,5.2463045,4.766499,6.602563,4.937679,6.2074385,5.713448,4.997388,6.4351573,4.850619,3.6797228,3.7301574,7.084954,4.9060273,7.2320023,4.5314474,5.806586,6.4513273,4.07011,4.46914,5.1375737,4.4872046,5.5368032,5.789509,4.832634,5.0945306,4.6126,3.6418836,4.784864,4.8892727,6.391805,5.396361,5.0826187
t2932,3.252888,3.6711128,4.3488884,5.638507,3.5959527,5.1968966,5.280426,3.6717966,5.1257386,4.3765,0.5099731,5.2599463,4.869997,7.082861,4.583623,6.0020413,2.82241,5.2433624,5.600939,4.458531,5.5974026,4.0054574,5.4510274,2.709856,4.261659,6.7527237,6.636982,5.2516093,5.1333766,5.226426,6.127272,6.428108,6.2484527,5.4085507,3.3800588,4.270117,5.237317,5.8717437,4.670515,3.722073,4.5186067,7.39956,5.412811,3.1089313,6.3297143,4.365138,5.4074764,4.853132,7.5669255,3.3725705,8.009701,6.189817,4.7941394,5.5354557,4.7737246,5.8417363,7.168532,2.8821974,2.8946548,5.9053397,4.614948,6.773359,4.877243,4.4864297,3.902219,4.4330664,3.8698804,4.0724115,5.7282515,2.4950342,5.7036014,4.235936,2.9876816,5.2371845,4.5354223,2.8720667,4.0694146,4.5573883,5.979849,5.306453,3.9772956,4.2679687,4.7021985,4.3428645,3.7047334,3.4601772,4.793906,5.507005,5.222395,4.652977,4.162532,4.531566,6.746165,4.010529,5.9740252,4.902074,5.388706,6.8436713,5.629769,5.9944806
t2933,5.2990437,5.5870423,5.444245,10.025552,3.8930361,6.864743,6.4517927,4.962379,4.4632607,4.6226373,6.089712,6.2162175,5.13291,5.428578,3.9224708,4.748485,2.1628165,4.5233564,4.617037,5.4095836,4.9008684,5.4923954,5.0254607,3.4818528,5.206586,5.9363847,4.9166703,4.731283,5.0834317,5.141699,5.3314314,5.0067797,6.4956803,5.574025,3.9471164,3.953059,4.6422954,5.274121,4.716041,3.7977126,4.8655295,3.825608,6.3395257,4.9845915,4.6023097,4.5613017,6.378897,4.300242,5.4117155,5.3961573,4.5908494,5.258571,4.7346077,4.9813027,5.326435,4.6630588,5.033677,5.0002823,5.7939177,4.2466416,5.6618447,4.8276296,5.1777954,5.700324,3.6093779,5.4019246,4.1008058,4.176983,5.256731,8.063795,5.882976,5.703719,4.9440517,7.3424997,7.28312,4.5366387,5.4419765,5.5011516,6.572364,6.463922,5.2869487,3.9435883,5.566043,5.331665,4.5534644,5.330822,4.8289647,5.0241585,2.8939562,3.1455855,5.765652,5.5716486,3.1600962,7.753988,4.3238554,5.4012594,4.196339,4.71326,4.880729,4.7088084
t2934,5.296062,5.5836625,5.4412074,10.027661,3.8953328,6.8619313,6.4498196,4.9644227,4.4648786,4.620002,6.0866423,6.213762,5.1309147,5.4259486,3.9208477,4.749291,2.163146,4.520689,4.614571,5.4132824,4.9021974,5.491573,5.02561,3.4839044,5.2076635,5.9372582,4.9173284,4.7316914,5.080828,5.140243,5.331325,5.006867,6.493482,5.5759597,3.9440544,3.95483,4.645886,5.2723756,4.7152023,3.7989545,4.8654685,3.8264413,6.339479,4.9808536,4.6024165,4.5638156,6.3763638,4.29755,5.413355,5.399049,4.588188,5.2614894,4.735303,4.9827847,5.322914,4.661812,5.0309787,5.0023804,5.7966194,4.2461724,5.658696,4.8252397,5.175985,5.701829,3.6109579,5.4025736,4.0985713,4.176555,5.2557044,8.060598,5.8803577,5.7040052,4.9420605,7.3396063,7.2793617,4.5338783,5.445637,5.4988847,6.5742035,6.462895,5.288214,3.9415429,5.5666795,5.3312035,4.556238,5.33347,4.831129,5.027226,2.8937383,3.1429791,5.7639756,5.5738606,3.15812,7.752029,4.3212886,5.39815,4.196077,4.710457,4.8784995,4.7103925
t2936,5.488849,4.1694283,4.9076753,4.559791,6.2425256,5.139179,4.636018,10.127445,3.9022973,6.1426363,4.95644,4.6590686,5.3710947,3.5728035,4.3319726,3.768502,3.6085691,4.826834,6.840522,3.6248193,6.332878,3.8685062,4.6422114,5.6677513,4.522546,3.6722271,5.036463,4.780593,5.367602,6.658943,3.3805566,4.932586,4.1238484,4.691132,4.883146,4.5289335,5.9592137,3.8486414,6.405954,4.285898,4.378089,5.662014,6.3881373,3.676026,4.8555818,4.229749,4.0402017,6.211873,4.452717,5.7186284,3.677877,4.8902364,4.5660152,3.3271728,5.917198,7.98871,4.542352,5.7840405,3.5283434,5.6510897,5.482914,4.6298137,5.621077,6.5499015,3.7945497,5.7130737,4.8560367,3.314307,5.0026846,5.256691,5.528948,3.1248682,4.8415327,5.333624,4.758334,3.7419772,2.7349105,5.285781,4.93119,5.6793084,5.0650415,5.394662,4.474373,5.1052103,3.1148114,6.60815,4.583895,4.5942454,5.9062257,6.1022587,5.8908834,4.304828,5.9654784,4.637055,4.379146,3.9722512,6.2483797,4.5409365,4.669871,4.5599637
t2939,9.531284,4.6992035,6.176287,5.3160005,5.8460727,4.9515467,4.807238,4.2055893,5.409037,4.7638736,4.679448,4.9857717,5.0424795,4.5309243,5.7163854,5.611135,3.5757744,6.771699,5.90909,6.0740027,5.272226,2.203383,4.0260606,4.562082,5.220391,3.2816,2.8177197,4.2236714,5.5191607,5.691689,5.123468,6.34829,4.834661,4.8292003,4.8449297,3.779248,4.005048,5.7127185,4.097908,4.466626,5.484169,4.558659,5.598638,5.7303796,4.6883807,4.872738,3.680771,4.963734,3.5547597,6.5302496,5.917213,6.5753655,5.3712206,5.252814,6.473065,4.6640167,5.7652884,4.7590857,3.7799401,5.7064075,4.7432995,5.481174,4.421689,4.6471024,6.1067095,5.0113926,4.7263966,4.074297,4.8404818,5.754458,4.290954,4.7114935,3.1116352,5.9290366,5.170161,5.621686,4.7675695,5.7969985,4.7173524,4.65273,4.4825435,4.4902368,4.4285603,5.552883,4.976018,4.3947334,3.6762884,5.1438837,5.5315084,5.346338,6.0276585,4.4971323,4.6966667,6.358996,5.0790133,4.365155,4.0892477,4.977957,7.079984,5.0847073
t2940,6.5640807,4.7376456,5.015427,5.769604,5.3020787,6.525352,5.4127774,4.669651,5.3946285,5.649837,11.070533,4.300234,4.9729986,5.04426,5.106721,4.405468,3.3473997,5.9389834,5.919814,4.062205,6.361084,4.286337,3.4095275,3.145807,4.4972878,5.930365,4.8320107,4.667885,3.1056774,6.0813675,4.544309,4.4559565,4.5686812,6.8053193,4.1166263,6.5848823,3.363525,5.6812687,4.5099845,4.007047,6.215974,5.2355876,5.5404873,5.673275,5.8691974,3.4470792,4.972248,4.8151846,3.8034508,4.9556746,3.2343552,3.8514287,4.8293953,4.221678,5.173419,3.782275,5.6451035,4.711957,4.2487173,4.509714,5.297282,8.162702,4.461317,4.2746215,4.570189,3.962072,4.6078944,4.524569,5.1471915,5.577374,3.7205138,5.3216662,4.18005,4.043788,5.8813396,6.2161474,5.943934,6.1486635,4.3984632,6.475314,5.292985,5.344971,6.126165,6.832448,4.3189797,4.0539794,5.2614994,3.621405,5.227187,3.8745081,5.624566,6.2426434,6.099718,5.1278267,5.861181,5.4304504,6.568474,5.0556474,4.996189,5.8282313
t2942,9.149368,4.668433,5.4160976,5.4239206,3.5816221,5.4881535,4.8101287,5.0633035,4.9029207,5.475742,5.82161,5.4384637,4.655579,4.619309,5.0322576,4.4889865,3.1653686,4.821229,3.4940588,5.198545,5.905578,3.4181402,6.150323,4.298633,6.676084,5.3781695,4.637687,3.8991694,5.9102063,5.8278923,4.0893183,5.0090075,5.1839347,6.2910924,6.178749,2.4809883,2.3045137,6.0730643,4.6327786,3.3390136,4.704669,4.101718,6.899773,6.370957,4.964226,5.170385,5.3203425,5.264752,2.7018867,5.1493993,5.9065647,4.0355916,5.8931766,5.356571,4.829282,4.5290537,6.546485,4.3638096,4.750494,6.792634,4.7072124,5.039226,5.501645,4.944475,4.478529,4.9129157,4.0100975,4.9699693,6.389725,6.678804,5.0350738,5.4894166,4.3266935,5.849276,6.516464,4.931958,4.6163983,4.067404,4.275781,6.7619643,4.536054,3.8323,5.118509,4.397208,3.91018,4.6221313,4.758858,5.144267,6.1153836,4.4024634,6.1505747,4.431167,6.28584,5.3566437,5.338737,3.76484,5.3954577,5.9435763,4.349825,6.6432095
t2943,9.857857,4.724855,5.410743,5.4176726,4.563038,5.3254976,4.3745146,4.4748983,4.5828433,4.894171,4.792636,4.4908953,5.5827036,4.191825,5.5103188,5.022404,3.0700588,4.731561,5.4861193,5.1273685,5.0706844,4.9559445,5.069809,5.1531034,4.6702356,4.1316447,3.892721,4.4084945,4.383754,5.091821,6.0747013,4.3949585,4.918832,4.430456,4.7547355,6.0490522,4.9097085,4.627535,5.172217,5.828324,4.207144,4.5038934,4.4206934,3.4322436,4.514337,5.142151,4.681661,5.455405,4.791079,5.4285617,4.459687,5.0791492,4.945137,6.22724,5.3383803,4.3677816,4.3605776,6.9595895,4.1660233,4.3827524,5.0455055,4.054842,4.685111,5.6521425,5.8887415,5.571837,4.4520497,4.063597,4.3322906,4.3792415,4.6740746,4.6122694,3.2271056,5.7464314,4.837024,6.2543106,4.6523004,6.6567,6.171858,5.9996185,4.78992,5.302868,5.8848763,5.9940195,4.624408,4.5689635,5.1759677,4.731958,5.387067,5.442413,4.596591,4.4216595,4.873387,4.6145287,4.9206533,6.1768107,3.7616084,4.8185487,5.9098177,4.20819
t2948,4.078288,4.5336514,4.633338,10.034827,4.385094,5.1210427,4.9527674,5.1356297,5.1753287,5.038724,5.464256,5.1087675,4.452703,5.741571,4.0651064,4.8710394,3.0362327,3.4792888,3.994353,6.9746833,5.5595994,5.25762,4.4519305,4.7682395,5.037204,6.553661,4.7865467,4.886345,4.5990562,4.3652754,5.1290317,4.951224,5.770784,5.90572,3.0828893,3.7717326,6.098416,4.659366,4.0656147,4.562883,5.004556,4.5998588,6.105028,3.5021765,5.1234117,5.430544,5.40638,3.6373641,6.052154,5.9798903,3.9983242,6.821038,4.765654,5.130531,4.0278697,4.586838,4.418773,5.1329985,6.0947795,3.6673377,4.822633,3.856604,4.8254776,5.3320203,4.167467,5.7640457,2.6562805,4.0436153,4.6291265,5.56141,4.0641813,5.751911,4.1543736,4.5345078,4.5136943,4.205092,6.664127,4.8856373,6.3240433,4.092232,4.7288184,3.9767141,6.1017184,5.770633,4.904126,4.7028418,6.3257275,5.6589518,4.0450435,3.1652777,5.5305495,5.329598,3.499002,6.4106755,4.7931023,4.5899134,4.2400575,4.3022914,4.463894,5.2881913
t2949,5.649499,4.4514437,5.743917,5.9578266,1.2048552,5.021991,3.97819,5.9981537,3.9088202,4.46362,3.7829719,5.4520316,5.1590924,5.6718664,4.469229,5.9243317,2.6907399,5.4540033,4.0197377,4.22642,7.2167253,4.250908,4.5019765,4.5842977,4.209136,7.045247,4.3394384,5.815325,6.3593106,3.8299835,4.3557153,2.994521,5.4677286,4.9482136,6.3840117,6.046913,4.9290633,6.000782,5.1971064,6.099441,3.8728077,2.7386322,3.970629,4.554883,5.542383,4.7609534,5.0739317,6.0068135,5.1823883,4.100945,3.965,5.961951,3.743402,6.530793,5.605201,4.334874,4.4934335,4.9215813,5.3881493,5.3862267,5.453256,5.2649775,4.5774198,6.1094804,3.7521203,4.0809565,5.7168355,4.438192,4.5119653,7.32705,4.628973,3.6201766,4.447416,4.921096,4.3170395,3.9368255,4.125107,5.686653,4.542473,4.133122,4.816048,6.233921,6.1390915,4.859702,3.755368,4.8324804,3.7470284,5.8836493,5.322756,4.791769,4.1076994,2.9294658,5.212354,4.7858014,3.260001,5.1236186,4.4702563,5.3853025,5.130459,2.939032
t2950,4.3211904,6.216711,4.0910735,4.9578815,5.1266065,5.2768426,0.76851386,5.006552,4.930195,6.259309,4.474098,5.732253,4.517442,5.775533,4.482058,4.025189,2.737176,0.18891792,3.596926,5.9740877,2.299371,7.9168663,5.4866366,4.94538,6.9969206,4.3676157,6.582196,4.2415,3.197841,4.156855,5.9687066,5.828148,5.4494815,7.6922884,3.5775847,6.4968824,6.884394,6.789934,5.1428814,6.423242,3.3325508,4.868787,3.084237,5.238248,5.671024,6.766505,5.625625,2.805846,6.4809327,4.3335905,3.6344826,8.279388,4.556299,4.536901,3.2955499,4.324789,3.106358,1.9344106,7.1320224,4.551619,5.265347,8.578981,4.989946,3.6620512,2.6649365,5.6865864,4.793107,5.2809873,5.870279,5.091515,5.023108,3.7364533,7.353668,1.9855124,7.140933,8.054188,3.0996714,6.0213056,8.204687,3.6871252,5.3935924,5.0388846,7.031104,8.708244,3.5221415,8.41841,2.6503584,5.971457,4.9615145,2.6835947,4.115097,3.8750808,3.1081543,2.3580976,6.9481587,3.9266663,5.794355,1.810633,4.9354105,5.528165
