"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105"
"t34",0.043504781699847,0.0348962997921887,0.23520787764907,0.0437787306927197,0.0199400578939824,0.000116065541441779,-0.0058920383567736,-0.00729683655590868,0.044660996962613,-0.0165072589083795,0.0631598503264093,0.0152260021263889,0.0361723938325124,-0.000616186946006135,0.0567482458174882,0.000951067956396266,0.293451724433682,0.0018160647619111,0.000553016870399589,0.000230936772747975,-0.00127147375480269,0.000204531476030162,-1.8438832489582e-05,0.230926816424005,0.0619245056868457,0.00015728877548065,-3.29237684263961e-05,0.000159908001382714,-0.000212930854946343,-2.42920094265485e-05,-0.000397015664152806,0.00104431047481041,-0.00293823848212355,0.0319534705881991,-3.52424796200811e-05,0.000325956598678322,-0.000100952024104956,0.0131202089846911,0.00169232016779303,-0.513650723416783,-0.000283657079747278,-7.75365582759667e-05,-0.101708055487377,-0.00647728265415295,-8.93774556157134e-07,3.45700208861029e-05,-0.000367989165437378,-1.20635902027778e-05,1.83562535472598e-05,0.000539922931584619,-0.000246499205605942,-3.19214914559349e-15,5.0921706319978e-15,0.000102539200731331,-1.77982600617964e-05,-2.7799985131801e-05,1.32767250726646e-14,-2.2793088263964e-05,-7.82201653654297e-15,-0.707106781186549,-6.13642153122806e-07,-2.33489230234874e-06,-2.22932416204683e-15,9.04169882777193e-16,8.23059557556454e-16,-1.90817823669831e-05,1.19317626594718e-05,2.30672340071562e-06,9.61976423607061e-16,1.88458148843276e-14,1.82873758417184e-16,5.79161703353483e-06,-1.01060225429978e-16,2.64887919260696e-07,-3.11882365738141e-05,-3.44066713224124e-16,1.68621207846109e-05,6.86465640368928e-16,-2.10188634340634e-16,3.47614434687243e-06,6.0527272752308e-06,2.01747809708333e-06,-1.79072427324521e-06,-5.52159585186663e-07,-2.80829721965988e-16,-8.26462861113018e-06,6.0893365653944e-06,-1.73743387664073e-16,2.27654448871986e-17,3.62142988867257e-06,1.40362362247816e-15,-3.09639979365471e-16,-5.54551593309814e-07,0.00109652933567163,1.5092074373688e-06,3.41353233333744e-16,5.54536003280272e-18,3.22349580600316e-16,3.90103112323038e-17,4.64171149365592e-17,1.37630033499868e-16,-2.41308731110121e-08,5.00902482235448e-16,-7.37843106921231e-17,4.4328560810076e-16
"t16",0.0426127270006542,0.0336135886692206,0.224402948884311,0.0416610732197032,0.0174677466567042,0.000100513476546188,-0.0050599524328839,-0.00621608779720492,0.0373356952269903,-0.0133497986622779,0.050635810314615,0.0121068903724357,0.0273597400178157,-0.000459551633029296,0.0420496353687561,0.000673350866147959,0.207721433372379,0.0011468226523443,0.000347556722173069,0.000133258849592834,-0.000694808961080637,0.00011086046988271,-9.54249490523092e-06,0.100805192858633,0.0250806955408841,6.17438160678135e-05,-1.04525671640876e-05,4.66858684475824e-05,-4.75838642901259e-05,-4.86185911330794e-06,-9.64241087923756e-06,-0.000109056042404604,0.000542837317888178,-0.010351375021734,1.51666164954836e-05,-0.000213561671710022,7.5022677216513e-05,-0.0181761012060009,-0.001935053707024,0.130493440362387,0.00413883911141622,0.000770658495173845,0.923543077255663,0.0618434481618187,9.16388643004695e-06,-0.000478689648887936,0.00557219539268188,0.000394608386197732,0.000586546330136458,0.0109744471543909,-0.00328430152366439,-3.11628431429959e-16,-1.13681478233992e-16,0.00109009794713147,-0.000179803330659447,-0.000229631800445832,-4.88417381077924e-17,-0.000176927356330742,1.197372720135e-16,4.62070340510508e-16,-4.16324397766322e-06,-1.50349723258447e-05,-7.16699650663423e-16,-8.31981970355026e-16,8.10042945205049e-17,-8.24635667184109e-05,5.12909284172583e-05,9.66756404330502e-06,1.01956143701565e-17,7.59981950974818e-14,1.55402536272857e-16,2.18248107029989e-05,-3.70806783899329e-16,9.86221851182899e-07,-0.000111167752100176,-8.34777789981308e-18,5.70911927381124e-05,-1.56242554414036e-16,-4.82257993228777e-17,1.11866864441787e-05,1.92345225737125e-05,6.40594647541249e-06,-5.59521503246184e-06,-1.68970016456638e-06,-2.27420137276631e-15,-2.51210444247429e-05,1.82764787140452e-05,1.38240058463316e-16,-1.48123185336365e-17,1.03086466331894e-05,3.34103163684037e-15,-3.65633985002044e-17,-1.53281992810647e-06,0.00299372635915901,4.11771520380755e-06,-1.86998238222382e-16,1.78658650867935e-16,5.06752163637097e-17,2.81331355816021e-17,2.05271216685379e-17,-5.29906911609618e-17,-6.23007734249924e-08,1.8606861688544e-16,6.46734895497431e-17,2.49668909805047e-16
"t40",0.0420683056239751,0.0327743691842409,0.217049836189974,0.0402047809826193,0.0150890977643539,8.48264541640914e-05,-0.00419091275202463,-0.00504855420666569,0.0287571297974776,-0.0090529671445224,0.0328613528084815,0.00749515228277076,0.00988821273305485,-0.000114197909793419,0.00781086996898422,-0.000553999994660877,-0.172978195382789,0.000862458314093317,0.000241394362766122,-2.20974387640507e-05,0.000525759178824435,-9.46960097780638e-05,1.39361327344689e-05,-0.270923275140759,0.546983593400763,0.00829203055965804,-0.000566451972601287,0.0017980779661772,-0.00134978383805763,-0.00013752280317074,-0.0014975213155661,0.00369123807579383,-0.0108078392466177,0.180823931024711,0.000381204053938534,0.000160434698816075,-7.3656944553302e-05,0.028746276444832,0.000458070155945622,-0.00326117859976927,-0.000439771708196774,-5.22036159016988e-05,-0.0155493209556367,0.00132709151105886,4.33081655426548e-07,-5.29316432356446e-05,0.000688830166866668,7.53910925430845e-05,0.000172372152222638,0.00353266439092482,-0.00286753793297252,-4.71325115650318e-17,2.18130177787942e-15,0.00042161032920579,-7.08613441391184e-05,-9.78201088112206e-05,-1.05967856303632e-15,-7.73085407242201e-05,-3.15294803353429e-16,-2.31363788089932e-15,-1.92664076527891e-06,-7.12067594592377e-06,0.707106781186548,1.21436155828654e-15,2.9460151595954e-15,-4.73007228083122e-05,2.95000881277725e-05,5.63300738804369e-06,2.91368999014895e-16,4.4425207056871e-14,-3.14670418559515e-16,1.34390983128019e-05,5.76730664162864e-16,6.11151855059307e-07,-7.04942262575226e-05,6.46423738063397e-16,3.72072485423924e-05,-1.09267317852845e-16,4.56408804386662e-17,7.49139389915189e-06,1.29681692548338e-05,4.32087298643184e-06,-3.80675329252089e-06,-1.16252192099365e-06,-1.59933532124416e-15,-1.73460752026832e-05,1.2705713435382e-05,-2.11499201150407e-16,4.73650135763513e-17,7.37015487455902e-06,2.25538425627546e-15,5.69432805523887e-19,-1.11039580101471e-06,0.000765808589609963,3.27036591501443e-06,-3.46311772432436e-17,-1.15012566155089e-16,3.93820270516458e-16,-1.91296505374213e-16,-1.14495025669273e-16,-1.13446592656981e-17,-4.70546085175045e-08,2.67010181379642e-16,6.55364931515598e-17,7.91641533272058e-17
"t41",0.0420683056239751,0.032774369184241,0.217049836189974,0.0402047809826193,0.0150890977643539,8.48264541640671e-05,-0.00419091275202463,-0.00504855420666569,0.0287571297974776,-0.0090529671445224,0.0328613528084814,0.00749515228277079,0.00988821273305474,-0.000114197909793251,0.00781086996898418,-0.000553999994660854,-0.172978195382789,0.000862458314093338,0.000241394362766021,-2.2097438764232e-05,0.000525759178824456,-9.46960097780308e-05,1.39361327344807e-05,-0.270923275140759,0.546983593400763,0.00829203055965791,-0.000566451972601037,0.00179807796617698,-0.00134978383805773,-0.000137522803171036,-0.00149752131556617,0.00369123807579363,-0.0108078392466175,0.180823931024711,0.000381204053938616,0.000160434698816256,-7.3656944553524e-05,0.0287462764448316,0.000458070155945234,-0.00326117859976944,-0.000439771708196524,-5.22036159019178e-05,-0.0155493209556381,0.00132709151105909,4.33081655606959e-07,-5.29316432353487e-05,0.000688830166867483,7.53910925432632e-05,0.000172372152222367,0.00353266439092598,-0.00286753793297694,2.0020873636726e-16,-1.9925789248595e-15,0.000421610329203514,-7.08613441371964e-05,-9.78201088117046e-05,9.48244705667603e-16,-7.73085407265285e-05,2.33846611842239e-16,2.76322076610767e-15,-1.92664076145103e-06,-7.12067595014059e-06,-0.707106781186548,-1.34686253348601e-15,-3.03269057709039e-15,-4.7300722807583e-05,2.9500088126834e-05,5.63300738747323e-06,-1.76653706160821e-16,4.42232343824438e-14,1.85650827707696e-16,1.34390983131768e-05,-4.5706115753449e-16,6.11151855609276e-07,-7.0494226256961e-05,-5.17516831824189e-16,3.72072485426284e-05,2.85969900708272e-16,-5.98727127499512e-17,7.49139389874618e-06,1.29681692547876e-05,4.32087298610976e-06,-3.80675329194366e-06,-1.16252192070113e-06,-1.47542479853587e-15,-1.73460752032886e-05,1.2705713435715e-05,-2.19242210713301e-17,8.0486320467825e-18,7.37015487445585e-06,2.47793656289546e-15,-7.93863294323102e-17,-1.11039580085771e-06,0.000765808589609664,3.27036591537464e-06,1.12520535873553e-16,7.16423082803829e-16,-1.98289927852101e-16,2.32621111878012e-16,-4.43493324319289e-17,-2.1124604084036e-17,-4.705460871281e-08,-1.33737403497302e-17,1.79592874263154e-17,3.44992754129479e-16
"t93",0.0414532352937092,0.0319087326579411,0.209854667743118,0.0387997969240959,0.0136928238624574,7.63114648941849e-05,-0.00374637122929576,-0.00448557166280256,0.0251877915762043,-0.00773347798992854,0.0278895805245446,0.00632244702838342,0.00804780763369616,-9.20729210404508e-05,0.00627130185415987,-0.000433624744193346,-0.135380726009511,0.000708610342208683,0.000201028075877852,9.18728252390089e-06,0.00013949422592785,-2.66675322312948e-05,4.42862286821307e-06,-0.0687686114914984,0.112409985983985,0.00152881333845947,-2.06440400314853e-05,-3.89868257905102e-05,0.000268349958537696,3.67097962632838e-05,0.0014336192343706,-0.00661738269159293,0.0280243166680647,-0.938203696794562,-0.00401287196605961,0.00400546981366072,-0.000954278349283411,0.1474108944315,0.00144478669587453,-0.00992725034276428,-0.00123541378757414,-0.000143172832077812,-0.0412833745544834,0.00343788936075967,1.10349120687955e-06,-0.000129509801303442,0.00167139900565084,0.00017523569443395,0.000375379321963448,0.00756024165173708,-0.00705686946325466,7.83371172555056e-17,1.72745498239269e-16,0.000863063057469748,-0.000144420363091244,-0.000195411725447459,-3.05359429969116e-17,-0.00015335436506365,-6.57262974769604e-17,1.49765232043009e-16,-3.75847412102063e-06,-1.37931863803263e-05,-1.85992603430699e-16,-2.90870342381018e-16,1.63227368467152e-17,-8.57237394776946e-05,5.34068495749856e-05,1.0145863616481e-05,-2.75499581254553e-17,7.94670302139348e-14,4.28441507337729e-17,2.3660372842661e-05,-5.41768461432597e-18,1.07304284393227e-06,-0.000122528669665363,-9.98397180214316e-17,6.38725905115836e-05,-3.55099439051672e-17,-1.61714491405578e-16,1.26961183092777e-05,2.19059901740235e-05,7.29730639049801e-06,-6.40181756031638e-06,-1.94412987034325e-06,-2.60650327413268e-15,-2.89554246880441e-05,2.11360745139277e-05,1.91936200966697e-17,-4.8194621227427e-18,1.20786424363832e-05,3.92823643609303e-15,4.43214734546416e-17,-1.80420084968345e-06,0.00123974290249293,5.29325143911269e-06,1.36621659845401e-18,2.49539954354898e-16,-5.3740904860332e-17,-6.12480233773229e-17,1.70774784862441e-16,4.14830465115958e-17,-7.4879226078119e-08,1.14823815991367e-16,8.91113887799542e-18,3.46430299941014e-16
"t17",0.0424467661870588,0.0333392541085494,0.221907280083485,0.0411619508769356,0.0163833161214394,9.30853930681314e-05,-0.00463683278292009,-0.00563209580141215,0.0327593110152813,-0.0107646989630217,0.0395756699541874,0.00914147635865384,0.0132286487454177,-0.000157722569532684,0.0109585465629733,-0.000888104467646501,-0.277485274876798,0.0028220742909907,0.000836542491858105,0.000260991829993729,-0.00128428679912725,0.00020345299810981,-1.68289594676863e-05,0.0835656834794041,-0.101320915403555,-0.00123597306484274,9.23175723247655e-06,1.44347245644161e-05,-5.97924670300756e-05,-6.8295634577855e-06,-3.21619159083797e-05,-0.000196345850386803,0.00130606832298635,-0.0524095712377915,-0.000194736561322476,-3.19205656728327e-05,4.66184858591845e-05,-0.912604554950743,0.00209715299326196,-0.0121381338512495,-0.00118375059416988,-0.000130299060353513,-0.0354059573119829,0.00283736518259214,8.89910795637272e-07,-9.95013945206965e-05,0.00127306900799291,0.000128496900174544,0.000266403442055526,0.00539247278469327,-0.0442473783147637,-1.17060672912852e-16,2.82954187651471e-15,0.000554512161475451,-9.36433206926018e-05,-0.000128404301725265,5.86156447372882e-17,-0.000100883763208616,3.53159775131847e-16,-2.36694084511624e-16,-2.47425561162749e-06,-9.07943678166948e-06,2.69680599826365e-16,1.48123795232372e-18,-2.93556327699732e-17,-5.63902715997443e-05,3.51330975809361e-05,6.6757608146522e-06,-2.18110570757055e-16,5.22511093130437e-14,2.03181174410674e-16,1.55923818704238e-05,8.69721773869687e-17,7.07325662972899e-07,-8.08556967809562e-05,-8.48380880609037e-17,4.22175262557664e-05,-2.41134299230534e-17,-4.97899407380081e-17,8.40864296572114e-06,1.45166304172349e-05,4.8359530320803e-06,-4.24579566239008e-06,-1.29076970535342e-06,-1.76132366740884e-15,-1.92314978262782e-05,1.40481050768804e-05,-2.6802421547435e-17,-1.93206673304887e-17,8.05519141812785e-06,2.67851851652438e-15,-6.46651175229464e-17,-1.20581088793904e-06,0.000829367305331088,3.54128301981737e-06,-3.09251293754904e-17,-1.7399659502155e-16,-4.63528188747127e-19,9.59450477876652e-18,1.29678251205059e-17,-2.89054145441677e-17,-5.03393216763626e-08,1.51709254223887e-16,1.24474067015052e-17,1.33333037320335e-16
"t44",0.0431452411156837,0.0343385910611443,0.230296631727492,0.0428045707114134,0.018197309885578,0.00010434692132245,-0.00523282098615009,-0.00639719997191966,0.0377772301543252,-0.0127495386923516,0.0472036566763166,0.0109761267024548,0.0165406656001828,-0.000199482557895647,0.0139333147176831,-0.00117197867726541,-0.366239654015005,0.00409170951192883,0.00121771030660489,0.00040784642152375,-0.00210034371455681,0.000335010844133676,-2.88078913482886e-05,0.165178974351604,-0.213452397212235,-0.00267418555698432,2.39537272256479e-05,4.02477688240255e-05,-0.000209694114489334,-2.63177125764125e-05,-0.000580146226873565,0.00182300255381998,-0.00603500379777525,0.124929681545326,0.000330365632150768,3.18335889012283e-05,-3.91669375150727e-05,0.237814213837415,-0.000204967224167796,0.000747954570670786,-2.05791755968285e-05,-5.39350220306041e-06,-0.00264333659868776,0.000285808910361895,1.05803547964523e-07,-1.65539051652419e-05,0.000225167120819471,3.062130514028e-05,0.000110661949625556,0.0030435460515376,-0.385514819408787,-7.21576336535094e-16,2.51490377287283e-14,-0.000122636838047696,1.03088707048907e-05,-1.29148880271255e-05,7.94339967977273e-16,-1.3778913927096e-05,1.61190734171009e-16,7.91251812105059e-16,-4.86965898480185e-07,-1.96249721369339e-06,-1.65122833996489e-16,0.707106781186549,-4.68579861640449e-15,-1.89683491288659e-05,1.18704051778051e-05,2.30318241682139e-06,-2.20944368631686e-15,1.82652010954203e-14,2.485553567577e-17,5.85114527501497e-06,9.48734242867107e-17,2.67893091179978e-07,-3.16509095091341e-05,-3.51674653704825e-16,1.71711123706786e-05,-4.46196554398738e-16,2.06871165173263e-16,3.54993083330479e-06,6.1851233939831e-06,2.06169097343123e-06,-1.83137206867176e-06,-5.6521674062838e-07,-8.28173411415652e-16,-8.46246665697423e-06,6.23826926970938e-06,3.07485024194597e-16,-2.61361402299641e-16,3.71578666699918e-06,1.09420060356159e-15,-2.52858424821769e-17,-5.68062782431433e-07,0.000394178730106075,1.68387622188651e-06,3.63025768509293e-17,4.75797186392819e-17,-1.02221004429604e-16,2.65156502631974e-17,5.73152660293294e-17,1.597132178803e-16,-2.48985988927361e-08,7.9254271052689e-17,5.81406325399843e-17,3.57467050887176e-16
"t45",0.0431452411156837,0.0343385910611443,0.230296631727492,0.0428045707114134,0.018197309885578,0.00010434692132246,-0.00523282098615007,-0.00639719997191964,0.0377772301543252,-0.0127495386923516,0.0472036566763166,0.0109761267024548,0.0165406656001827,-0.00019948255789537,0.013933314717683,-0.0011719786772654,-0.366239654015005,0.00409170951192887,0.00121771030660495,0.000407846421523849,-0.0021003437145568,0.000335010844133968,-2.88078913480926e-05,0.165178974351604,-0.213452397212235,-0.00267418555698432,2.39537272255716e-05,4.02477688241851e-05,-0.000209694114489241,-2.63177125764541e-05,-0.00058014622687351,0.00182300255381992,-0.00603500379777527,0.124929681545326,0.000330365632150546,3.18335889014643e-05,-3.91669375146009e-05,0.237814213837415,-0.000204967224167879,0.000747954570670845,-2.05791755986881e-05,-5.39350220300945e-06,-0.002643336598689,0.000285808910361895,1.058035482282e-07,-1.65539051653e-05,0.000225167120819445,3.06213051394009e-05,0.000110661949624922,0.00304354605153668,-0.385514819408791,-6.85188185681819e-16,2.55942080236102e-14,-0.000122636838044823,1.03088707048629e-05,-1.29148880281893e-05,1.30416774387953e-16,-1.37789139306516e-05,1.36729124991303e-15,-1.62856891095573e-15,-4.86965897828363e-07,-1.962497212997e-06,2.13884986330845e-15,-0.707106781186546,4.25905620964469e-15,-1.89683491274607e-05,1.18704051759178e-05,2.30318241575258e-06,2.04310660925062e-15,1.88708786645575e-14,-1.60733947799979e-16,5.85114527618374e-06,8.6579842320563e-17,2.67893090494763e-07,-3.1650909508775e-05,6.15463508354402e-16,1.71711123715113e-05,1.28098211568377e-16,-8.14296513651122e-17,3.54993083276876e-06,6.18512339418259e-06,2.06169097371892e-06,-1.83137206875936e-06,-5.65216740489819e-07,-5.82525474418199e-16,-8.46246665704709e-06,6.23826926815507e-06,-8.72470713000756e-17,1.94325047155651e-16,3.7157866672442e-06,1.49423776336347e-15,-2.74795312318902e-17,-5.68062783170425e-07,0.000394178730106295,1.68387622293345e-06,-3.10902098029261e-16,4.93566267168491e-16,-3.17918237842069e-17,3.31114658895047e-16,5.50862205212828e-16,3.80148203242975e-17,-2.48985989545932e-08,6.15691685600528e-17,5.14266221176899e-17,2.55539203555136e-16
"t26",0.0430302359609053,0.0341747829780633,0.228924954939646,0.042536179376743,0.0179070864745102,0.00010255022148604,-0.00513792796149058,-0.0062756161544288,0.0369833921388843,-0.0124379483799103,0.0460085584951361,0.0106892226687322,0.0160284329796906,-0.000193043570089868,0.0134752682050343,-0.00112868256296759,-0.352703499325533,0.00390234106469244,0.00116090880739705,0.000386292813344541,-0.00198166096325882,0.000315903244631432,-2.70808313610833e-05,0.153698981419583,-0.197832162424157,-0.00247461177046338,2.19583528581757e-05,3.67773825169782e-05,-0.000189979738932949,-2.37741089008925e-05,-0.00051271419467841,0.00158549155160626,-0.00519642710443777,0.105713173082139,0.000275828324880626,2.58246969076295e-05,-3.14098995362055e-05,0.172199721147921,-0.000136235995761562,0.000482564975558055,-1.21144220052829e-05,-3.05467523749412e-06,-0.00140113479722708,0.000141849642900663,4.96776509997798e-08,-6.36079777135382e-06,8.1510286195928e-05,6.26505141295818e-06,-4.32739190488023e-05,-0.00242168607051972,0.837075999519663,1.59280116522023e-15,-5.49928798782408e-14,0.000813241427960104,-0.000114957200775645,-0.000103951301608167,-1.16834238716025e-15,-7.55666314327321e-05,-1.6697707543239e-15,1.17562637179783e-15,-1.64012204065332e-06,-5.81457855327232e-06,-2.7308180795055e-15,-1.92731120349942e-15,3.88132007810115e-16,-3.22063389158311e-05,2.00611880178669e-05,3.80922138700705e-06,2.44118743776993e-16,2.96231658822541e-14,-1.99456047210225e-16,8.92560443618417e-06,-1.22539493213749e-16,4.05281606704624e-07,-4.65307835626518e-05,-1.28747921989274e-16,2.44642436090653e-05,8.19499833775779e-17,-6.65632379116078e-17,4.91490640412446e-06,8.50551492236062e-06,2.83391207569041e-06,-2.49612199322569e-06,-7.62212108981059e-07,-1.12473672724772e-15,-1.13733287817538e-05,8.3317830376628e-06,-1.96024064784032e-16,-3.23117534247383e-17,4.84019949298516e-06,1.10611753884523e-15,-3.69455745824346e-17,-7.30326772779843e-07,0.000504074605551197,2.15273087635445e-06,2.77010983112282e-16,-7.48268923892895e-17,5.06194361682684e-17,1.34222361810365e-16,-2.36733154939939e-16,7.04806021588175e-17,-3.11131833213343e-08,3.21980522032064e-16,-8.10190170811082e-17,2.11661288825634e-16
"t8",0.0582168483068845,-0.00405717897691953,0.00884217122683268,0.00169341664201114,-0.0465229858535175,-0.000297948471330294,0.00774403291806185,0.0206060646459938,-0.091010319610724,0.0576800967461216,-0.259101644270611,-0.0740585661511923,0.314146714740285,-0.0126065132145047,-0.0152687272032202,-0.00166752475936153,-5.03583998544624e-05,0.0102922659053234,0.00296197450501862,0.00299669108844405,-0.00196673878751476,0.00029500964986176,-8.15498775705538e-05,0.000133049524988382,0.000191524296961062,-0.00093520266305213,0.000216329819145933,-0.00100555315199149,0.00156529941401439,0.000193817901926699,0.0220465583326333,-0.119824725390655,0.885031881839552,0.0335256814768554,-0.0189110055412302,0.026251389812204,-0.00168118058080996,0.00233982755211908,0.00350239085613269,-0.000755632609862569,-0.00803956633176472,-0.00026127345304459,-0.00404606660789077,0.0144673496509188,3.54915400455069e-06,-0.0011753537672482,0.00449988952256685,0.00146791941987739,0.000931399106458506,0.01860765540684,-0.000107567969337891,9.97048440843651e-17,-1.82165160720677e-16,0.0021192264969489,-0.000353763784543014,-0.000475715704957608,-3.31159666110488e-17,-0.00140125880180716,2.27659125148745e-17,-1.52799242769122e-16,-9.06229005789719e-06,-0.000120203374774822,3.68405373307253e-16,1.68529809447253e-17,1.3402480462529e-17,-0.000693255177283451,0.000126110460476923,8.16468483804121e-05,-1.2949407678978e-16,5.21061764095823e-12,-8.32867593500642e-17,0.000186879873862291,-1.31641533582768e-17,2.52176595142944e-06,-0.000958122503870185,9.98000062318617e-17,0.00014909021162901,2.18334344655836e-16,5.08512564644692e-17,2.95370651052515e-05,5.09215273290196e-05,5.58410248392381e-05,-1.48615389421406e-05,-4.50601347561194e-06,-2.00960753857682e-14,-6.70757306675263e-05,4.89120309510316e-05,5.25429518147731e-17,-4.47512888019036e-18,9.02996803452793e-05,2.86114975551188e-14,-1.46708835938323e-16,-4.13847423659866e-06,0.000113540294309462,4.08402808967276e-05,-2.24138275909691e-17,-5.08953296089937e-16,-5.38029418206504e-17,1.45613744447234e-16,-1.65740731573875e-16,7.32025280478493e-17,-1.71033097209009e-07,1.81535379893463e-16,-1.72044758954821e-17,2.17400839538528e-16
"t56",0.0597232966376999,-0.00425105286686854,0.00937936532541514,0.00180224885999263,-0.055469247268367,-0.000361270044753594,0.00950747612213763,0.0256066347418695,-0.116413649626691,0.077787334160462,-0.354477440685137,-0.10272066874115,0.475638357306045,-0.0195908614584173,-0.0240193537393187,-0.00287039611250624,-8.67196208382304e-05,0.0231307922027962,0.0067420951578271,0.00882337848831203,-0.00709979276242586,0.00110199750061027,-0.000378836850120729,0.00472171705645546,-0.00376352779744008,0.0112326429255668,-0.000740201584833532,0.00272230864272655,-0.00263582717100687,-0.000286369476958511,-0.0153066692660768,0.0539483990934302,-0.309684465054712,-0.00759804958387509,0.00300929341680581,-0.00155579978927164,5.0829364985178e-05,0.000256573736063261,0.000563912291166441,-0.000130854785842234,-0.00161245598401612,-5.4614368710215e-05,-0.000893301553465655,0.00332664334000874,8.38492759612161e-07,-0.000296438093193235,0.00115010992151291,0.000401535172175147,0.000281961183080284,0.00578806043682272,-3.47569193665134e-05,-1.10923404844044e-17,4.32596666821716e-17,0.000703656405815121,-0.000118282459456221,-0.000164035548936366,-5.41753008234129e-16,-0.000488374385749475,2.87028959533182e-16,-5.72241906637849e-16,-3.23935821852455e-06,-4.34275762295002e-05,1.00613961606655e-16,-5.13044468020141e-16,-3.21423863894345e-16,-0.000276755886570024,5.04244882999826e-05,3.28967057037981e-05,9.65922463663584e-15,-0.707106781191189,-1.56974226574526e-16,7.79004604714967e-05,-6.62280947005884e-16,1.05547116515866e-06,-0.00040709392817757,1.23810966639129e-15,6.45298505571456e-05,-2.1987620058006e-16,-1.18260003776964e-16,1.3031169830478e-05,2.25754808154071e-05,2.47643868861151e-05,-6.63254207354484e-06,-2.02775961377493e-06,-8.62490428027472e-15,-3.02672502570883e-05,2.21850454009999e-05,8.29980571664443e-18,4.9102530321448e-16,4.18772488801969e-05,1.32941478512411e-14,-3.00643961381113e-17,-1.94396742791373e-06,5.36257353860314e-05,1.92947335843848e-05,-1.93337248554031e-16,4.6447221069279e-16,-9.7334073926924e-17,-2.15551077039687e-16,1.54553019687809e-16,2.04754397393429e-18,-8.28696236169434e-08,2.21610924056037e-16,-2.17023645082306e-16,3.84024409494366e-16
"t63",0.0597232966377478,-0.00425105286687465,0.00937936532543185,0.00180224885999601,-0.0554692472686273,-0.000361270044755406,0.00950747612218821,0.025606634742012,-0.116413649627405,0.0777873341610138,-0.354477440687739,-0.102720668741927,0.475638357310277,-0.0195908614585986,-0.0240193537395448,-0.00287039611253642,-8.67196208391358e-05,0.0231307922030964,0.00674209515791486,0.00882337848844153,-0.00709979276253654,0.0011019975006277,-0.000378836850126989,0.00472171705654487,-0.00376352779751421,0.0112326429257918,-0.000740201584849941,0.00272230864278867,-0.00263582717107153,-0.000286369476965653,-0.0153066692665268,0.0539483990951747,-0.309684465065269,-0.0075980495841559,0.00300929341692337,-0.00155579978933931,5.08293649878373e-05,0.000256573736078037,0.00056391229120344,-0.000130854785851173,-0.00161245598413546,-5.46143687144349e-05,-0.000893301553538364,0.00332664334028383,8.38492760160334e-07,-0.000296438093220247,0.00115010992162044,0.000401535172216821,0.000281961183115689,0.00578806043760927,-3.47569193718219e-05,5.80296524526968e-17,-1.32814766129474e-17,0.000703656405933083,-0.000118282459477327,-0.000164035548968586,4.97202110803202e-16,-0.000488374385851772,-3.31393778361075e-16,7.41811126414582e-16,-3.23935821920877e-06,-4.34275762413913e-05,-4.1286418728248e-16,3.90746462963776e-16,2.89726202828671e-16,-0.000276755886928636,5.04244883576351e-05,3.28967057821655e-05,-9.66220272752882e-15,0.707106781181907,1.75114158485797e-16,7.79004603733193e-05,6.25725715472926e-16,1.05547116441435e-06,-0.000407093927910478,-1.31188615249038e-15,6.45298505281679e-05,2.54028569013354e-16,3.2964158524116e-17,1.30311698259786e-05,2.25754808083444e-05,2.47643868788333e-05,-6.63254207082787e-06,-2.02775961254711e-06,-9.43108136093581e-15,-3.02672502496181e-05,2.21850453963387e-05,-8.94498841500938e-17,-4.97971699783141e-16,4.18772488727281e-05,1.36078174140173e-14,-1.6196826662217e-17,-1.94396742779837e-06,5.36257353778381e-05,1.92947335813732e-05,1.30678770180029e-16,-1.64798730217797e-17,8.7958111696284e-17,3.12196570193196e-16,2.50992802930394e-16,5.06790611102482e-17,-8.28696237004087e-08,4.32596666821716e-17,2.98397086269473e-16,2.42969706854002e-16
