"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104"
"t109",0.0483452229134007,-0.00219606177580348,-0.0722841658259401,0.0106181592118371,0.00122633953551429,0.0134381177704223,-0.000711576463220007,0.380342199190088,0.0817326033027413,0.159535563453064,-0.0149920953567604,-0.386964855943319,-0.0334129012459487,-0.000571617465705992,0.0049274343207355,0.00197243161929847,-0.0799295268797153,-0.00420894725015896,-0.00204941051236032,0.00472950604062893,-0.000604268630482582,0.000403729237783091,-0.00980788315735445,0.0152096218309085,-0.000318606225481919,9.02797355508361e-05,-0.000993500075190258,0.00307756890489102,-0.00183218892027557,-7.12609400656031e-05,-0.00559045969281199,0.0127153866679722,-0.00568406696472125,8.46545056276682e-16,-0.00392743183996702,0.000424150082233934,0.00554267643169103,-0.00250673657799856,-0.000215659836851144,0.00466196018403266,-0.00194362853943892,0.00644860900655099,0.000158824012549553,-0.00207282285844493,-0.000694453813477771,-0.00073657414110035,-0.000179619113010635,-0.00220210758058703,0.00108344503703933,-0.000130437118608062,-6.4401609045639e-17,-6.93118443470368e-15,0.00972213510463097,0.303288705665152,0.191986760140948,0.136041375340549,0.00234997642172914,0.000279441802256778,0.0112101054534824,-6.12092379000776e-17,1.06730083896441e-05,8.13757781824158e-06,-0.000112866100550248,7.30941802776005e-08,-4.84415082522096e-07,-1.46157288307934e-05,4.91170868083604e-11,-4.73755370406347e-05,-1.18694405234485e-05,1.59101221004657e-15,-3.00111239835003e-06,-0.00128111251430566,0.00105952182526419,3.89423196947117e-17,-2.23309965371005e-06,-2.57843887793402e-13,3.80771802976909e-16,3.31157939993665e-08,4.24085679767705e-16,-0.000302913220856251,9.71156751320367e-17,-1.05360824080433e-16,-4.22272858906454e-05,1.27310292674741e-08,-3.13334427848311e-17,5.51422567820902e-06,-6.08418180731971e-17,1.14708919042121e-05,4.79715766610732e-17,-2.94114322322825e-16,1.65549686740661e-16,-2.9347782605204e-16,-1.52764086103208e-16,-3.99966314947812e-06,-3.0964814046186e-16,1.93085022569546e-05,-1.36528478053022e-17,4.33680868994202e-19,8.76873151155336e-16,-7.43794536273415e-16,0.707106781186547,4.08251000624823e-15,6.13658626332186e-16,3.4293796862963e-18
"t20",0.0564442611098916,0.0312638800433784,0.0175663641758183,-0.0188295429787494,0.00558014694732953,0.117739783388361,0.00185067288173823,0.0774994357654349,0.0132972263514061,-0.333952235675618,-0.00334564791569183,-0.0268706621037376,-0.0255364935518367,-0.000406940167628093,0.0286684504305116,0.000907450963932761,-0.0183786382213346,0.0276790119719841,-0.000196303650900382,8.35699532707419e-05,-0.000212303550135886,1.62530816581059e-05,0.000673018174766608,-0.000337175193381556,8.49861838398969e-05,-0.000111517877883095,0.00083553831744726,-0.0113532567958291,0.00146927285491834,5.88696834657263e-05,0.0491367448980844,-0.00771743798602004,0.0162857947308881,-1.04083408558608e-15,0.0180958620073992,-0.00259262318719797,-0.914313606555441,-0.0789635619073245,-0.00147003161480321,0.0186896835882351,-0.00552709069115219,0.0336590773204575,-0.00595146627088567,-0.00312600807470887,-0.00104168241948424,-0.00233237620021441,-0.000536389389031887,-0.01001587960821,0.00119730911943423,-0.0001101370735149,4.16333634234434e-16,-2.86210542758255e-17,0.00585018480953905,0.0377116206431159,-0.0289380147104567,-0.022519520735079,-0.00133347181249994,-0.000791498191013179,-0.0138513372115333,-4.50796105196514e-17,-5.81880252923167e-05,0.000213479343511492,-0.000330845032901135,-0.0186602058945794,-3.80444820330967e-05,-0.00010717694152057,2.91304599149209e-10,-2.0651684447919e-05,-0.00110725525715495,-7.04809351293176e-17,-8.02186109857594e-05,-0.00124806358558341,0.00434931977023505,1.01798761702207e-16,-8.06609400199248e-06,-1.65551683577781e-13,-2.77555756156289e-17,1.09197339275002e-07,9.19403442267708e-17,-0.00510888958994716,4.92075326815081e-17,5.61236763577739e-17,-0.0162076566473797,3.0705351632826e-08,-5.20417042793042e-18,2.58178240440013e-06,-9.98489699646176e-17,0.000236498918739439,3.44511298682281e-18,3.24338587389503e-17,8.08672784084729e-17,-1.71826274556513e-16,-1.99059518868339e-16,-3.71382216406697e-05,-4.16333634234434e-17,8.97879574229127e-06,1.16938756374313e-17,1.17093834628434e-16,-1.51912715408502e-16,-5.71847890434705e-18,1.58078249845225e-16,4.11834485222227e-17,1.31192959601501e-16,-1.9821220008434e-16
"t46",0.0582361379281607,0.0332076087470526,0.0188480675480811,-0.0206937703183602,0.00624643007815442,0.133506125628037,0.00213684317600218,0.101908177451634,0.0179139365148236,-0.47078603281519,-0.0049569459805578,-0.0401477625109168,-0.0408888348479869,-0.000658463054241234,0.0504169889301667,0.00174308421186045,-0.0456272391897284,0.0737581808149377,-0.00114909058888962,0.000627007783865799,-0.0019311510200298,0.000262425961729559,-0.00612018600803692,0.00235027399568697,-0.000272531101776895,0.000298898533486089,-0.00140548430280712,0.0184282480219397,-0.0016439386552254,-6.45866028322365e-05,-0.0311277968116937,0.00394722840422902,-0.00730753273006216,5.53376788836601e-16,-0.00648804780183624,0.000840382303324096,0.203753898546387,0.0121618638259958,0.000204372898211561,-0.00141443060009505,0.000123348019389957,0.000281426031461864,-5.93305966749506e-05,-5.77342389739447e-05,-4.7955900681739e-05,-0.000131730023505178,-3.44090770835055e-05,-0.000649785543406467,8.30362582057974e-05,-9.14206064403582e-06,-2.25080371007991e-16,-6.55611529432434e-16,0.000528841479434074,0.00360508963871946,-0.00273126021464867,-0.00212109159638859,-0.000117993309354924,-5.97237666014891e-05,-0.00100467125660447,-3.75936839470927e-16,4.84010645250858e-06,-4.13908732101618e-05,8.99889396865275e-05,0.814178712842165,-0.000197755856746418,-5.82441031672654e-05,1.41758851619073e-10,-9.56697728123325e-06,-0.000488445296655911,2.29644542521936e-16,-3.42604958606225e-05,-0.000528931357083065,0.00181605875841092,-2.60728078168097e-16,-3.36003013606169e-06,-6.88377794984437e-14,3.88578058618805e-16,4.61826607754678e-08,-3.664603343001e-17,-0.00267481033254266,-1.81102548319743e-16,-6.37588584901163e-16,-0.124681658080495,5.87641662240512e-09,-1.82145964977565e-16,8.24002064064473e-07,-3.41561142472852e-16,8.47728685738123e-05,-1.67284360573146e-16,-1.12800020034109e-16,-1.44596578637886e-17,3.75803672358139e-16,-1.24466409401336e-16,-1.43962660806558e-05,-2.16840434497101e-16,3.539228733738e-06,-3.54813613572053e-17,-1.03649727689614e-16,-3.38751253564008e-17,-1.06199814054518e-16,1.20138765214987e-16,-2.3333002441811e-16,-1.10407946953094e-16,-7.05334661400722e-17
"t59",0.0582361532690082,0.0332081297907314,0.0188485212673861,-0.0206947947341649,0.00624689109119714,0.133518548843162,0.00213710593446845,0.101949935032053,0.0179224083147296,-0.471066747954912,-0.00496059826449912,-0.0401783125197232,-0.0409281810663226,-0.00065911691941435,0.0504793418842393,0.00174568252378292,-0.0457263806780272,0.0739309739008544,-0.00115333742722625,0.000629489643874036,-0.00193911337224268,0.000263597870449544,-0.00615521498545006,0.00236431168499424,-0.000274503616271108,0.000301200295072151,-0.00141866016301981,0.0186040043564522,-0.00166302444905659,-6.5344885629608e-05,-0.0316403588412783,0.00402200675189241,-0.00745846160286314,2.50667542278649e-16,-0.00664328067825115,0.000861840903387479,0.210309248193805,0.0126417980902893,0.000212864504641563,-0.00149039214953391,0.000132176583922558,0.000306373495460172,-6.46568807422775e-05,-6.32910689018494e-05,-5.40010684372955e-05,-0.000150601198571752,-3.99016886352767e-05,-0.000754660305880438,9.74359547561632e-05,-1.12380188820682e-05,-2.55438031837585e-16,-1.90592135132467e-16,0.000682418115309676,0.00524160775475716,-0.00431155325794755,-0.00337144741873206,-0.00021577100224754,-0.000139261614823804,-0.00247044506368294,7.35074646669103e-17,-1.46441070333885e-05,6.24126786212297e-05,-0.000105880072011502,-0.278426354249147,5.7606356675924e-05,-6.18978097551015e-06,2.22106001125655e-11,-1.70939095717097e-06,-9.59379288304074e-05,-7.02637233942462e-16,-6.80461592741583e-06,-0.000103343129767353,0.00031014376269588,1.79466975760267e-16,-3.72189172694398e-07,-6.67969176526529e-15,-4.8919202022546e-16,-9.09593414477605e-10,-7.36173275117658e-16,0.00330275120050089,1.47600275397319e-16,4.77703974423877e-15,0.773161918847823,4.84113108108197e-08,3.44342609981396e-16,2.00645773891356e-06,1.5239089124111e-15,0.000137128747688862,6.3718755877736e-17,1.981718086622e-16,5.12136071946343e-17,3.62154708475463e-18,4.46691295064028e-16,-1.84557972628871e-05,2.58473797920544e-16,4.37773798148871e-06,3.78916041827867e-17,-1.01047642475649e-16,2.97529673018429e-17,1.53992811132877e-16,1.32548698576081e-17,1.59052151856229e-16,1.57325245030602e-16,-1.57645155806249e-16
"t60",0.0584125412386665,0.0333971244828674,0.0189726281219647,-0.020873579449604,0.00631033442729983,0.135012490821046,0.00216404022470591,0.104149373069572,0.0183353948944259,-0.483148823211716,-0.00510097897146202,-0.0413325333626577,-0.0422402253266172,-0.000680559852479401,0.0522996768394886,0.00181441063433853,-0.0478764474274383,0.0775328283024167,-0.00122300064647703,0.00066876001091598,-0.00206242968036655,0.000281002513098641,-0.00661185309806249,0.00254325251599036,-0.000297231961618254,0.000326871086417464,-0.0015511528554625,0.0203554111278626,-0.00183448833608173,-7.21170573264492e-05,-0.0354691021600951,0.00454065583757049,-0.00845847186689665,2.43728648374741e-16,-0.00759469674515802,0.000988899746754697,0.244643973475446,0.0148971350762675,0.000251690966263121,-0.00179346404865323,0.000162426562250995,0.000382726217093631,-8.08502107536059e-05,-7.9577922554647e-05,-6.93900748788834e-05,-0.000195565373364776,-5.22816732177206e-05,-0.00098971061563809,0.000128549709454127,-1.51752318600892e-05,-2.7451999007333e-16,7.32934341737551e-16,0.000939582673694846,0.00747411826434502,-0.00625683498697749,-0.00489892086998759,-0.000320558088895777,-0.00021227849076534,-0.00378167641326128,3.82709430879192e-16,-2.44339923262237e-05,0.000106425409717881,-0.000182343445186772,-0.509131169987236,0.00010617637582657,-1.33916527507716e-05,5.17855528424371e-11,-4.23216104102403e-06,-0.00026398146488867,7.47775699618733e-16,-2.17065700419526e-05,-0.000351432451746256,0.00137853056792837,6.35762855524579e-17,-2.92406948285427e-06,-6.11286936126571e-14,-4.85722573273506e-17,4.70752837648802e-08,5.54894671878081e-16,-0.00503880825852534,5.31733318284047e-17,-3.86021848210361e-15,-0.6215817413004,-2.29297990959193e-08,-4.90926743701436e-16,-2.32756723167195e-07,-1.06853930026582e-15,2.24091672814669e-05,6.22923202654541e-17,-2.14071541537625e-16,-5.78034909267329e-18,-7.63953386888945e-17,-4.43655528981068e-16,-7.55639445224098e-06,-7.37257477290143e-17,2.00227422851324e-06,3.25282626095488e-17,3.40873163029443e-16,5.91402578297635e-17,5.01914008439114e-18,-9.62583158253473e-18,2.22761422446595e-16,2.51966797684931e-16,-1.37685799165265e-16
"t86",0.0632529290063967,0.0399575298447237,0.0236955426533795,-0.0295882065448318,0.0101984603232541,0.24578456949837,0.0049546883934755,-0.061704849963256,-0.00644436803923398,0.0594713636490618,9.14981690273661e-05,0.000384472262367826,0.0015943501615275,4.42328708813774e-05,-0.476070656590326,0.0014015302111683,-0.0272512692641541,0.04384970316775,-0.000713447735271105,0.000394257399705851,-0.00122431667097439,0.000169351817510557,-0.00425885337317561,0.00166482028305735,-0.000217499778603428,0.000254775870921697,-0.00305336320429908,0.0732354289754761,-0.000928223002009141,-3.80542618083415e-05,-0.124645209212525,-0.00402760412143167,0.00295228391721759,-2.22044604925031e-16,0.000659109155739995,-3.98441917493046e-05,0.00160057332155715,-0.00064304714221183,-1.73169064491214e-05,0.000593814904935125,-0.000297885192276628,0.00232494578172,-0.000416221260882428,-0.000233341249324711,-9.71924899770618e-05,-0.000248718157715157,-0.000115802510524133,-0.00640050732317331,9.2720825660608e-05,-1.18606397524505e-05,7.80625564189563e-17,-7.61251641841509e-16,0.000686433875835137,0.00490659753095967,-0.00391510286822909,-0.00305480290992172,-0.000188476900799129,-0.000116389800537647,-0.00204874977718743,-3.1421049938707e-17,-9.40729079427528e-06,3.5029575726072e-05,-5.45920780681623e-05,-0.000173452308317203,-7.32963488559932e-06,-2.00620789256867e-05,5.56935934002689e-11,-4.01380120420493e-06,-0.001466723666343,-1.28355003562108e-15,-1.59672207633044e-05,-0.000250697029635762,0.000895698819893488,-1.43725538906638e-17,-1.70593646725841e-06,-3.52636746723122e-14,-7.63278329429795e-16,2.37942069242214e-08,-5.69856661858381e-16,-0.00118764433057908,2.97940116646124e-16,1.29611780868205e-16,-0.000305392740826654,8.05693187860834e-09,3.67761376907083e-16,7.44023204518969e-07,1.16970636163817e-17,0.406370679479407,-1.32788911135808e-16,-1.80210767088362e-15,-0.707106781186547,-3.97762758851874e-15,4.56579218877096e-15,-8.07643281895091e-06,-2.39391839684799e-16,2.05575943453516e-06,5.99709405111365e-16,-2.94902990916057e-16,4.13035507479557e-16,-5.06634036216367e-16,2.23108303093329e-16,1.18382674928001e-16,-8.11647111297102e-17,-1.32398013672618e-16
"t87",0.0632529290063967,0.0399575298447237,0.0236955426533795,-0.0295882065448318,0.0101984603232541,0.24578456949837,0.00495468839347556,-0.061704849963256,-0.00644436803923401,0.0594713636490619,9.14981690273755e-05,0.000384472262367809,0.00159435016152746,4.42328708813982e-05,-0.476070656590327,0.00140153021116833,-0.0272512692641541,0.0438497031677501,-0.000713447735271147,0.000394257399705886,-0.0012243166709744,0.000169351817510562,-0.00425885337317564,0.00166482028305741,-0.000217499778603511,0.000254775870921732,-0.00305336320429905,0.0732354289754763,-0.000928223002009114,-3.80542618083901e-05,-0.124645209212525,-0.00402760412143168,0.00295228391721759,-1.17961196366423e-16,0.000659109155740009,-3.98441917495163e-05,0.00160057332155721,-0.000643047142211805,-1.73169064491127e-05,0.00059381490493516,-0.000297885192276514,0.00232494578172,-0.000416221260882581,-0.000233341249324613,-9.71924899771069e-05,-0.000248718157715089,-0.000115802510524172,-0.00640050732317327,9.2720825660589e-05,-1.18606397524336e-05,-1.73472347597681e-18,-8.16762793072584e-16,0.000686433875835066,0.00490659753095985,-0.00391510286822896,-0.00305480290992202,-0.000188476900798928,-0.000116389800537612,-0.00204874977718716,1.09850493136143e-16,-9.40729079436202e-06,3.50295757258155e-05,-5.45920780678212e-05,-0.000173452308317136,-7.32963488543278e-06,-2.00620789255757e-05,5.56934125553465e-11,-4.01380120423822e-06,-0.00146672366634327,-1.23563841331879e-15,-1.59672207630419e-05,-0.000250697029635549,0.000895698819893187,7.19142456304735e-18,-1.70593646753607e-06,-3.51361724985986e-14,-1.17961196366423e-15,2.37942068270769e-08,-3.55618312575245e-16,-0.00118764433057914,-3.31250683913967e-16,-7.2473953105228e-16,-0.00030539274082671,8.05693218738912e-09,8.88178419700125e-16,7.44023204458894e-07,-2.49378819524385e-16,0.406370679479405,5.26402338896945e-16,1.02462423322777e-15,0.707106781186548,3.05083496839814e-15,-3.93955701394333e-15,-8.07643282084436e-06,1.6306400674182e-16,2.05575943440679e-06,-4.33465834747851e-16,5.93275428784068e-16,-4.49555740296809e-16,3.43055208037502e-16,-1.41183626582001e-16,-8.25213878521149e-18,2.84753522135468e-16,-2.39950869087002e-16
"t81",0.0632126835230486,0.0399099186527303,0.0236629136865789,-0.0295348868352901,0.0101768961502602,0.245212745004629,0.00494172716171876,-0.0614315941901681,-0.00641394098396632,0.0591598205544211,9.09710261727827e-05,0.000382224876643781,0.00158399246626721,4.39414174639493e-05,-0.472608448372335,0.00139044663174233,-0.0269962374570557,0.0434253683825675,-0.000705005713992549,0.00038945031042529,-0.00120912094855833,0.000167175673324733,-0.00419794492743526,0.00164057224323755,-0.00021406237794435,0.000250642669517812,-0.00299958511231876,0.0719363143357091,-0.000910370731602907,-3.73190247358879e-05,-0.121886917534785,-0.00393344600710596,0.00288091990872501,-3.40005801291454e-16,0.000642257627170503,-3.88002371714755e-05,0.0015549045807684,-0.000623310633371933,-1.67757389512701e-05,0.00057356241226415,-0.000286737291693182,0.00223205514692698,-0.000399528986863115,-0.000223789263084659,-9.28997198396467e-05,-0.000237352656590265,-0.000110361882168317,-0.00609896270889361,8.82739900839647e-05,-1.1253522019211e-05,5.41233724504764e-16,1.38775584735782e-15,0.000649497651047295,0.00462023603716441,-0.00367798164616899,-0.00286929567412252,-0.000176521599889188,-0.000108653619905794,-0.00191157116473429,-9.27219219740786e-18,-8.68884103181859e-06,3.2276765306068e-05,-5.02479622499128e-05,-0.000158656956588124,-6.69911666345731e-06,-1.80710188702471e-05,4.98678377237882e-11,-3.57816028469225e-06,-0.00129828357343844,2.59544828599413e-15,-1.40118253403955e-05,-0.000219264452773213,0.000774280030982546,6.42448798010764e-19,-1.45101331530266e-06,-2.95661388919843e-14,1.98452365651747e-15,1.9768405773446e-08,6.55725473919233e-16,-0.000899570135075033,8.91655877037299e-17,7.71451049584356e-16,-0.000214813097421602,5.16117685048223e-09,-1.22124532708767e-15,3.19125601878285e-07,2.20514648007659e-16,-0.818365010374832,-4.32018915442164e-16,7.02040510922538e-16,-1.35205173264339e-15,1.00157000962643e-15,-7.09501901674514e-16,-1.20558489616895e-05,7.63278329429795e-17,2.80629815355496e-06,-1.04302444548354e-16,-1.11022302462516e-16,8.7084620643446e-17,2.15357613186095e-16,6.22765293723386e-17,7.30331201471476e-17,1.82894250862667e-16,-8.17908585273741e-17
"t15",0.0601997868476418,0.0362699461374012,0.0211505512847517,-0.0253610801485563,0.00846798224664091,0.199512870768661,0.00389375300565538,-0.0375907240877911,-0.00372487962624349,0.0309827031173269,4.21400230005062e-05,0.000173227563882287,0.000590698114320063,1.58666636786205e-05,-0.12775447067882,0.000250368250274059,0.00135132559172012,-0.00459066954074057,0.000382951870487648,-0.000244773450610342,0.000825092800022088,-0.000132942911989349,0.00513658878307146,-0.0021521014962592,0.000381283202694101,-0.000492147972792658,0.00804428022379962,-0.198350610876832,0.00348728211177001,0.000145781120263358,0.934404726633432,0.0434590759120671,-0.0420125048132307,2.57606436182556e-15,-0.0182431392700377,0.00177548619944376,0.0788939481059237,-0.0124400697081582,-0.000294362993245292,0.00657075147060528,-0.00250043586738504,0.0169740791563894,-0.00301739310999878,-0.00163015210621263,-0.000603458256806737,-0.00147646615874148,-0.000664673464886788,-0.0366183237616766,0.000519844988434904,-6.21950510169982e-05,-1.56125112837913e-16,-3.30487358864776e-16,0.00344165500733371,0.0230887358747942,-0.017956357625329,-0.0139859410358095,-0.000839243645861868,-0.000504203117942276,-0.00883882299795963,8.04443625416674e-17,-3.80014449136699e-05,0.000139737938685483,-0.000216617890336785,-0.000669303621067634,-2.81923205138587e-05,-7.3460392975469e-05,2.00700670492659e-10,-1.43103454780474e-05,-0.00514881296794377,2.45604256363358e-16,-5.51298430517061e-05,-0.000860555888631187,0.00301849819955717,1.22433565162654e-17,-5.62730067637778e-06,-1.15463355561781e-13,5.89805981832114e-17,7.6533490857289e-08,-2.66713734431434e-17,-0.00357674534696597,-1.93471887105109e-17,-1.09216722313103e-16,-0.000887645451931428,2.26023374825385e-08,4.33680868994202e-19,1.88202662970575e-06,5.10034541412093e-17,0.0018198395033992,7.44727681326409e-18,-1.00379933717043e-17,1.38795143740401e-16,8.82917646823953e-17,-3.19189119579733e-16,-2.73591984235771e-05,5.89805981832114e-17,6.6312598949402e-06,-1.56467671316851e-17,8.06646416329215e-17,-2.11802537256456e-16,-7.96026402311744e-19,4.49042921839248e-17,-2.37521668517706e-17,8.71477073159925e-17,-2.01047963321328e-16
"t52",0.0634979860503634,0.0403647400789174,0.0240063601746463,-0.0302343027197684,0.0105093747432246,0.2550591844603,0.00520176218684637,-0.078211235466909,-0.00879037394886525,0.10051329891396,0.000258081750101101,0.00127171037084562,-0.00447121898716832,-8.66548592407142e-05,0.151766355886627,-1.30811230477108e-05,-0.00430545342179882,0.00706469951296432,-2.81657749472558e-05,-1.00357209687515e-06,3.8596201877881e-05,-1.66520391781977e-05,0.00186076273962729,-0.000877853802394872,0.000261624783854586,-0.000409629957317352,0.0193735569391067,-0.579052976539753,-0.0054387512489185,-0.000205226769865909,-0.185415125376051,-0.00337692542791247,0.00104752848538629,-4.78783679369599e-16,-0.000790497858340504,0.000120037362503075,0.0106892596158206,-0.00224311295630652,-5.59810986344644e-05,0.00153605314482227,-0.000694241331934892,0.00532179663246206,-0.000953304076509046,-0.000538422602823389,-0.000258959303197162,-0.000864925466966962,-0.00112206259311259,-0.0906025548166345,-0.000288579304392636,-1.00249417926701e-05,1.47451495458029e-16,-1.61809326812503e-15,0.000768538452640177,0.00618089851209975,-0.00503292867380858,-0.00393127404776847,-0.000245786918711843,-0.000152930701689759,-0.0026940323873583,7.46527400872905e-17,-1.24164133862479e-05,4.62077461077008e-05,-7.19894617143119e-05,-0.000228231750297371,-9.64185427184891e-06,-2.63746443736612e-05,7.37512567293083e-11,-5.40946293215453e-06,-0.0124318384150278,-0.707106781186548,-1.91861826480423e-05,-0.00030481875586356,0.00110059125335447,-3.29325014095495e-15,-2.0927105063259e-06,-4.39357231349475e-14,1.69309011255336e-15,2.89670151407129e-08,1.00267016911459e-15,-0.00139934134640882,-1.68315465285133e-16,-2.49339750237602e-16,-0.000351590258071796,9.03570018025851e-09,-1.99493199737333e-17,7.64015503240788e-07,-4.72769742701557e-16,0.000426019540689733,9.04317562927204e-17,-1.90719224280972e-16,7.31067928213381e-18,6.26644585817591e-17,-3.20923843055709e-17,-1.16803286793394e-05,-1.94289029309402e-16,2.85521031737849e-06,3.12719530202449e-16,-8.15320033709099e-17,-1.52055906429523e-16,2.84844003467288e-17,2.34288782022201e-16,-2.58196208811258e-16,2.46899324532727e-16,-2.01250528669326e-16
"t53",0.0634979860503634,0.0403647400789174,0.0240063601746463,-0.0302343027197685,0.0105093747432246,0.2550591844603,0.0052017621868464,-0.078211235466909,-0.00879037394886527,0.10051329891396,0.000258081750101098,0.00127171037084561,-0.00447121898716832,-8.66548592407233e-05,0.151766355886627,-1.30811230477177e-05,-0.00430545342179883,0.00706469951296431,-2.81657749472168e-05,-1.00357209687071e-06,3.85962018778819e-05,-1.66520391782385e-05,0.00186076273962728,-0.000877853802394789,0.000261624783854501,-0.000409629957317862,0.0193735569391066,-0.579052976539753,-0.00543875124891866,-0.000205226769866154,-0.185415125376051,-0.00337692542791307,0.00104752848538638,-2.04697370165263e-16,-0.00079049785834177,0.000120037362501641,0.0106892596158203,-0.00224311295630728,-5.59810986344126e-05,0.00153605314482071,-0.000694241331936997,0.00532179663246142,-0.000953304076509391,-0.000538422602823941,-0.000258959303199633,-0.000864925466967951,-0.00112206259311272,-0.0906025548166377,-0.000288579304392767,-1.00249417926381e-05,-9.48460060490319e-16,-1.55217377603793e-15,0.000768538452640394,0.0061808985120971,-0.00503292867381144,-0.00393127404777038,-0.000245786918712504,-0.000152930701690827,-0.0026940323873616,-2.62534135555697e-16,-1.24164133866946e-05,4.62077461068344e-05,-7.19894617133792e-05,-0.000228231750297375,-9.64185427153276e-06,-2.63746443771307e-05,7.37452901479127e-11,-5.40946293427882e-06,-0.0124318384150453,0.707106781186547,-1.91861826524107e-05,-0.000304818755715706,0.00110059125335848,3.15845567350076e-15,-2.09271050535829e-06,-4.22807969387301e-14,-2.01574867908505e-15,2.89670193977243e-08,-8.88395260134622e-16,-0.0013993413464047,2.19768505343001e-16,3.95977382826065e-16,-0.000351590258070388,9.03570105022233e-09,2.94902990916057e-17,7.64015503383216e-07,4.36225358710736e-16,0.000426019540694192,-8.05831833045798e-17,8.16323614467844e-17,1.0001893166705e-16,-7.88239250164565e-17,-2.16406753628107e-16,-1.16803286793004e-05,5.03069808033274e-17,2.8552103174314e-06,-2.63198817089285e-16,1.75640751942652e-16,3.04610048563009e-16,4.71326775632299e-17,-1.68167064429535e-16,2.13648576651458e-16,2.43126185168272e-17,3.1202417102882e-17
"t112",0.0654179885142779,0.0427596493798202,0.0256791697220257,-0.0330984254374321,0.0117119308353404,0.287828753220236,0.00597483514848003,-0.102260985020297,-0.0117807530220734,0.141161226292666,0.000381848633622983,0.00189840412878018,-0.00719041759952323,-0.000140961193458917,0.270881002294771,-2.58581192905255e-05,-0.0117743895376664,0.0213231207663879,-0.000530534480988955,0.000307666936812037,-0.000983030777407189,0.00014384448330216,-0.00441030974588882,0.00179708964094481,-0.000301595720190243,0.000398621579056338,-0.0110761329396055,0.315549972467962,0.00161955324496629,5.87502740463999e-05,0.0032740103241299,-0.000215239881939992,0.00011366669329708,5.55111512312578e-17,-0.000140518502518894,2.47564512090136e-05,0.00321354790153162,-0.000853000840564302,-2.24219901340376e-05,0.000779437835739992,-0.000455805817573708,0.00434283235127002,-0.000789089452593175,-0.000483992649255688,-0.000355616347252877,-0.00163322990777556,-0.00322540853683294,-0.275827066212328,-0.00145961483745308,2.43361639337685e-05,-4.31078783780237e-16,-3.8555862933078e-15,-0.00067856461618067,-0.00161926175505913,0.000657118273045378,0.00048242973731226,3.26940128129571e-06,-1.16593772574725e-05,-0.000238628963981771,7.55456136668986e-17,-3.38681854686242e-06,1.4310579205249e-05,-2.34781172005952e-05,-9.7094230918877e-05,-4.2328144647906e-06,-2.17228282986537e-05,8.89086339272982e-11,-1.00663271366632e-05,-0.345229448739659,-4.85864958875831e-15,2.86486380595312e-05,0.000310187022232326,-0.000463889144407329,-5.62979325021604e-17,3.60248813979379e-07,6.71042212558405e-15,-4.92661467177413e-16,-9.02992833284877e-10,-5.07406616723216e-17,-0.000174622756535374,3.78983472282903e-18,-4.70066101047739e-17,-5.7578993111079e-05,1.70761122950114e-09,1.64798730217797e-16,1.72248583770675e-07,1.44502869737426e-16,0.000112932467720381,-1.06427921220991e-16,6.99210495699225e-18,-2.45928721969057e-16,1.49659483521673e-16,4.52762827229947e-16,-3.68046499103075e-06,-2.15105711021124e-16,9.35338623452714e-07,-2.71464761784015e-17,4.00721122950642e-16,-7.18578029131169e-16,2.21207242844798e-16,-2.35356648074866e-16,1.39490550938624e-15,0.707106781186547,3.77169319178214e-16
