"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104"
"t32",-0.0267851887765093,-0.191308739030291,0.0759039310622684,0.0360042509192069,-0.0678454536646413,-0.00197944164702534,-0.266232109456616,-0.0187761310206467,0.0119871033497948,0.00171126653181598,-0.00283836877720355,-0.00213465589208489,-0.00576924839148824,0.00651609824998311,0.000784533301914914,0.256106582124855,-0.00180743185195434,0.00156255889606421,-0.00241250488491315,0.000132788894405637,-8.12960559054736e-05,0.000443747740569593,-0.0013435693163566,0.00044188709607762,-0.000365545886459095,1.389240964394e-05,-0.000869099157665393,0.000428941853908536,-0.00144958918195406,-0.000195882699761934,-0.000237681239306425,-0.00044248428814489,0.00752266142602402,-4.2276971250259e-16,0.00316899508228968,-0.470260248285315,0.0036220837888232,-0.00128199885360288,-0.000604897931280449,0.00235023603442063,-0.00812336538528882,0.0124380237963131,0.0319267571327224,-0.000882745964228791,-0.00140145823639392,-0.000219495354811033,-5.36483471846381e-05,-0.00065741425384418,0.000916360018960463,-0.000129034105201761,0.707106781186548,-1.62133108480142e-14,0.00215575807525559,0.0175871950069698,-0.0154125564034821,-0.0126434396252395,-0.000930634428458803,0.000370154528560991,0.00090378506582324,4.15384168532669e-16,0.000134786907211887,-8.49752106537826e-05,-0.000466741589448881,0.000130795931211422,0.000533418470832651,0.283684720100845,-9.12890696980521e-08,4.68668481101603e-05,0.000111824194298479,5.35623121920937e-16,2.31244006042414e-05,0.00293479435770568,-0.0272791250028908,-2.79104114296461e-16,-1.85413130124667e-05,-1.92658877996292e-13,-1.01539639808626e-15,-1.66979358624808e-07,-1.02963183018733e-16,3.18311369751113e-05,-2.84310476346962e-17,-8.31693010973208e-17,6.2494141172507e-06,7.4774570757441e-08,1.5312682496487e-16,-1.54765612821817e-07,-1.11644642986229e-17,-1.22866265104345e-06,-7.07882818130769e-17,4.54836155976037e-16,-2.65287410100649e-17,-1.68898052134817e-17,1.36001399101841e-16,2.08357363961145e-07,-1.91057411355346e-16,-1.69469746761838e-07,1.76742655991989e-16,1.09710118138194e-16,8.95059025045451e-17,7.31246345245092e-17,4.08616785820463e-17,1.66827986502897e-16,1.17799007268705e-16,-2.59693266715048e-16
"t33",-0.0267851887765093,-0.191308739030291,0.0759039310622684,0.0360042509192069,-0.0678454536646413,-0.00197944164702537,-0.266232109456616,-0.0187761310206466,0.0119871033497948,0.00171126653181601,-0.00283836877720354,-0.00213465589208484,-0.00576924839148833,0.00651609824998309,0.000784533301914414,0.256106582124855,-0.00180743185195416,0.00156255889606438,-0.00241250488491314,0.000132788894405492,-8.12960559055179e-05,0.000443747740569562,-0.00134356931635643,0.000441887096078022,-0.000365545886458755,1.38924096439248e-05,-0.000869099157665615,0.000428941853908689,-0.00144958918195417,-0.000195882699762168,-0.00023768123930612,-0.000442484288145722,0.00752266142602427,-9.7277154348367e-16,0.00316899508228846,-0.470260248285317,0.00362208378882226,-0.00128199885360313,-0.000604897931280775,0.00235023603442076,-0.00812336538528761,0.0124380237963126,0.0319267571327214,-0.000882745964229473,-0.00140145823639679,-0.000219495354812142,-5.36483471834626e-05,-0.000657414253841027,0.000916360018961473,-0.000129034105195379,-0.707106781186547,1.3402313087986e-14,0.00215575807523466,0.0175871950069693,-0.0154125564034812,-0.012643439625238,-0.000930634428461434,0.000370154528561039,0.000903785065825002,-1.38727875166744e-15,0.000134786907212511,-8.49752106541765e-05,-0.000466741589449034,0.000130795931211284,0.000533418470832389,0.283684720100845,-9.12890684093151e-08,4.6866848109965e-05,0.000111824194298376,-4.63837782437457e-16,2.31244006040187e-05,0.00293479435770627,-0.027279125002891,-8.10591742203474e-17,-1.85413130127463e-05,-1.90122114214218e-13,2.05848929001369e-16,-1.66979358770525e-07,1.07420046843176e-16,3.18311369753993e-05,-2.7106659729302e-17,2.52459127985135e-16,6.24941411726853e-06,7.47745705909075e-08,-1.64576236541803e-17,-1.54765612921096e-07,-1.06852096489955e-16,-1.22866265131819e-06,-7.50053780305469e-17,-2.22400256072077e-16,-1.0321030496877e-16,-2.64546177944975e-16,-2.65502045821002e-16,2.08357363902165e-07,1.43123268558531e-16,-1.6946974684684e-07,-1.77936946456354e-16,-1.54771742366943e-16,-1.66487183470514e-16,-2.99724498590569e-17,8.27860637316574e-17,-7.37762286063321e-17,1.31099960387065e-16,-2.2293315975864e-16
"t26",-0.0264121730199914,-0.18630620241459,0.0736081501093395,0.0345762290474079,-0.0646833173575594,-0.00187782751986754,-0.250843583628106,-0.0169227670025351,0.0107237767626161,0.00151066197951833,-0.00247150615899158,-0.00185460467259042,-0.00492537425478159,0.00554896234415454,0.000655582228948237,0.210187952901345,-0.00142117513715118,0.00121672135305673,-0.00175253112183316,9.52894375700229e-05,-5.79003169496597e-05,0.000311242154959106,-0.000893745675056179,0.00029101793799978,-0.000229261980811524,8.56432784352812e-06,-0.000504618206193935,0.000247646384933894,-0.000780132939956704,-0.000104963436917672,-0.000109444421120562,-0.000188593438486567,0.00304062429539511,-2.21051471808069e-16,0.00115691945883145,-0.163227777128781,0.00101381211995458,-0.000277053120880364,-0.000120591473291042,0.000263452871071324,-5.74873123219133e-05,-0.000942337825413274,-0.00257856124028586,9.58389281552376e-05,0.000307335195168627,5.99608230547992e-05,1.71283261306259e-05,0.000212999136677761,-0.000325126405294601,6.13227109842866e-05,4.00802042016288e-16,1.28360329118739e-15,-0.00124319556077649,-0.013387506912704,0.0131700530458259,0.0108911996590529,0.000912027167392227,-0.000414001875558879,-0.00103150384938495,8.32814770806062e-16,-0.000217473275220686,0.000147368038842267,0.000835241204518374,-0.000278156130382875,-0.00115830335854023,-0.877342352834312,3.22240644760386e-07,-0.000181960747857753,-0.000503843383111157,-1.09431024096503e-15,-0.000124357786301146,-0.0168832891046417,0.19882753894914,1.50676220870012e-15,0.000189187790799059,2.04967713781473e-12,2.88222829706375e-16,2.95750939141581e-06,5.86818725872469e-16,0.0011493746726521,6.14107655112665e-17,2.99040819727788e-16,0.000105594067198083,9.06452994706153e-07,2.00126327676795e-17,-1.283065586163e-06,4.96866155227474e-18,-7.30492639986792e-06,1.68159520356632e-16,-2.98982319665311e-16,1.32126210205359e-16,4.25096640577021e-16,-2.12856777260482e-16,8.79569292754068e-07,-3.89038879102751e-17,-6.63646829934805e-07,9.85974754827057e-17,-9.5786231262421e-17,2.88361108996901e-17,6.38050783183298e-18,-3.63518575968168e-17,1.34562866440738e-16,2.40366861822541e-17,-1.41786460273814e-16
"t70",0.0534312588502346,-0.00779792063922052,-0.0627675188941641,-0.276869933596858,-0.0486946264417766,-0.102783951509306,0.00285967941397327,-0.0697706185890252,-0.00593800806448326,0.00933892275531805,-0.00179294871312949,-0.0151808295685178,-0.155909952038752,-0.0235216007673501,-0.00154290930167572,-7.9960161896965e-05,-0.00516802944833365,0.00458441308696669,-0.00148713169043373,0.000762263635991125,-0.000495947968454716,0.000461552180272745,-0.175251158271349,-0.0218944901700909,0.000309430524902575,-5.61703154619755e-05,0.000286687926135652,-0.000752513110169715,0.000190554135298108,6.90400628164563e-06,-0.000373963347571004,0.000667508024915361,-0.00175455024776757,1.82579645846559e-16,-0.0259963203120561,-0.000251871239086024,-0.000229540833241274,-6.38191271656538e-05,-8.58800493006218e-06,0.00196604583860465,-0.000132117925248115,0.000460108136957945,2.07954241832004e-05,-0.000158426099211651,-4.64945135035405e-05,-3.96964272910681e-05,-7.50945054548223e-06,-8.87366290445526e-05,3.26949758032288e-05,1.01167792759332e-05,2.91867224833098e-16,1.74135987825012e-16,-0.103857715015805,0.0201727836659324,-0.0203569497736489,-0.0171652139640536,0.559918885185177,9.16311984271517e-05,0.0033770351242879,-6.75712224160703e-16,-3.55647353015209e-06,-6.41031271187783e-06,-3.63610049198021e-05,1.00054651704424e-05,-6.43919495636866e-06,-0.000110912227389379,-1.11789202406672e-10,1.40126996753505e-06,1.10912947508949e-06,-2.81876988976057e-16,-1.2671550685415e-07,-2.69043357425544e-05,0.000276223636386267,6.11015094777175e-16,-0.0811253249969981,9.57107687441428e-15,-1.88217497143484e-16,6.74453754477555e-09,4.06808918149149e-15,-6.62434629844105e-05,7.06439878724532e-16,0.707106781186548,-9.7637564455268e-06,3.74819109126914e-09,4.05491612509579e-16,2.74330021927928e-07,-6.10142268806719e-16,2.97381956491794e-06,-2.08418489188911e-16,-2.40119074514993e-16,2.98286685162835e-16,3.1628505687215e-16,-2.77013655070046e-16,-1.08659725074937e-06,-1.31405303305243e-16,1.2351744806112e-06,6.04305042841679e-17,3.3057324239083e-16,8.66393922872583e-17,2.26034112842334e-17,2.27834830288234e-16,-3.449203347914e-17,2.72001960833611e-16,-1.53331685752592e-16
"t71",0.0534312588502346,-0.00779792063922052,-0.0627675188941641,-0.276869933596858,-0.0486946264417765,-0.102783951509306,0.00285967941397329,-0.0697706185890252,-0.00593800806448324,0.00933892275531806,-0.00179294871312948,-0.0151808295685178,-0.155909952038752,-0.0235216007673501,-0.00154290930167563,-7.99601618969694e-05,-0.00516802944833365,0.00458441308696669,-0.00148713169043376,0.000762263635991149,-0.000495947968454563,0.000461552180272744,-0.175251158271348,-0.0218944901700908,0.00030943052490281,-5.61703154619537e-05,0.000286687926135635,-0.0007525131101699,0.000190554135298129,6.9040062816981e-06,-0.000373963347571172,0.000667508024915376,-0.00175455024776773,3.30031141304588e-16,-0.0259963203120565,-0.000251871239086332,-0.0002295408332414,-6.38191271656437e-05,-8.58800493010002e-06,0.00196604583860468,-0.00013211792524827,0.000460108136958344,2.07954241832468e-05,-0.000158426099211688,-4.64945135035331e-05,-3.96964272909944e-05,-7.50945054569426e-06,-8.87366290440258e-05,3.26949758030653e-05,1.01167792755056e-05,2.76905234852798e-16,-4.2841288062542e-16,-0.103857715015805,0.0201727836659322,-0.0203569497736486,-0.0171652139640538,0.559918885185178,9.16311984269793e-05,0.00337703512428771,-1.38904011018901e-15,-3.55647353010341e-06,-6.41031271199431e-06,-3.636100491966e-05,1.00054651710019e-05,-6.43919495573353e-06,-0.000110912227389594,-1.11788330708126e-10,1.40126996793459e-06,1.10912947501643e-06,7.61758439488644e-16,-1.26715507130224e-07,-2.69043357437812e-05,0.000276223636386286,-7.16581687584874e-16,-0.0811253249969965,9.75931483145037e-15,6.21031004399697e-16,6.74453339011283e-09,-3.67072908527555e-15,-6.62434629742955e-05,-7.68679491800075e-16,-0.707106781186548,-9.76375643671972e-06,3.74818888903769e-09,-5.78963960107259e-17,2.74330023019118e-07,6.55886091370606e-16,2.97381956359203e-06,2.85924035826724e-16,-8.01637556041361e-16,-4.23279011908076e-16,9.72799225091755e-17,3.2309224740068e-16,-1.0865972512725e-06,-1.13190706807487e-16,1.23517447987254e-06,1.75547817404776e-17,3.02492406123456e-16,1.30096002202528e-16,-5.6698693473034e-17,-8.41405371385306e-17,1.38686805444219e-17,1.23254456622301e-16,-2.6535249425346e-16
"t67",0.0535110845138062,-0.0078201531213001,-0.0629756408207701,-0.278088957708009,-0.0489489076770591,-0.103378857050335,0.00287847756848263,-0.0705980627669552,-0.00601387836099267,0.00947378979817026,-0.00182196746893417,-0.0154308803714021,-0.158832649294955,-0.0239703413933351,-0.00157622675721124,-8.18827487575227e-05,-0.0053233831425761,0.00472866742420865,-0.00154940062763905,0.000795630689231444,-0.000518242908122475,0.000483418855339852,-0.185062989323811,-0.0231567573258508,0.000329837861024725,-6.00426580936695e-05,0.000309505373129649,-0.000813177570152283,0.000208389198952621,7.55582128598282e-06,-0.00042028972767396,0.000760621417839543,-0.00201841175191593,5.01551924991794e-16,-0.0304571837240422,-0.000297767484129921,-0.00028182095084106,-8.17848074704989e-05,-1.11450110699232e-05,0.00275474166710937,-0.000209912925209409,0.000840194390292146,3.83553743497781e-05,-0.000310176041066771,-0.000127936186763048,-0.000143643472217969,-3.90871179506187e-05,-0.000485102190623666,0.000272072561721326,-5.61498657658162e-05,-2.67288361582851e-15,-2.07532128096085e-15,0.198279410819402,-0.0134023998891686,0.00884711087352957,0.0072362004202457,-0.140393181964466,-1.20109505212279e-05,-0.000393273677924971,7.06724233722716e-16,-1.04039760767932e-07,-2.58260297357451e-07,-1.57663598081556e-06,4.24719036669854e-07,-2.59645973055603e-07,7.51963125320693e-06,1.68735616299688e-11,-3.23333678220273e-07,-4.44246797000116e-07,-6.06667059203625e-16,9.00293332678204e-08,2.35787348299819e-05,-0.000520857398978794,4.64365964185398e-16,0.875721201086731,-1.88302102253866e-13,-9.54097911787244e-18,3.02132098541075e-08,-3.35397942058391e-16,-0.000109801753585396,-6.22662485115832e-16,9.2005178745021e-16,-1.4104488469331e-05,5.02473047870287e-09,-1.6154612370034e-16,3.35976130202097e-07,1.3764068736569e-16,3.37259155508181e-06,9.24729204037634e-17,-1.81324161873501e-15,1.439647694661e-16,1.29871646774712e-16,5.74627151417317e-17,-1.14973925047137e-06,-1.15792792021452e-16,1.28990461305788e-06,-7.05303640057654e-17,-1.44632569809566e-16,-3.60871146591219e-16,4.87046301668458e-17,3.37658026584026e-17,1.14335266466835e-16,2.74704496686922e-16,2.85066476311068e-16
"t84",0.0537031320647321,-0.00787303108728915,-0.0634687432205122,-0.280951826971432,-0.0495422168255209,-0.104760815426384,0.00292188232005902,-0.0724371010224024,-0.00618145848818412,0.00976841856951321,-0.0018846568346282,-0.0159700929337523,-0.165047560336544,-0.0249226534520411,-0.00164589459060244,-8.58476898478282e-05,-0.00563372012619925,0.00501480642539817,-0.00166708978650069,0.000858181735164636,-0.000559830160162529,0.00052380111661679,-0.202586384055385,-0.0253973232809046,0.000365023397297081,-6.66533139336174e-05,0.0003471837007375,-0.000913047794021243,0.000236700174777627,8.58825742503172e-06,-0.0004886749875357,0.000893715195349598,-0.00238781151627474,1.60678761962352e-16,-0.0364749577903771,-0.00035863182730533,-0.000346823649774826,-0.000102780276335064,-1.4084573009625e-05,0.00358617595213253,-0.000283586457184369,0.00117005278890944,5.35133406048098e-05,-0.000437298396188044,-0.000188258291187766,-0.000215982830083302,-5.98915040695058e-05,-0.000744757399819379,0.000423110208254762,-9.19912376634568e-05,-4.37150315946155e-15,-3.50088006402604e-15,0.340238106039611,-0.0251805733796687,0.0174646698446843,0.0143385861871892,-0.297520512705184,-2.77130387370389e-05,-0.000920946404357588,9.61429838479469e-17,-3.53738253639781e-07,-9.94424074567148e-07,-6.46401398878976e-06,2.89360908381711e-06,-1.9410952417395e-06,-5.40987481261503e-05,-6.20148876641271e-11,8.48155952119438e-07,7.68538704864334e-07,2.44921563838446e-16,-1.04398774664869e-07,-2.38666015497077e-05,0.000341702322657681,-1.38801091657533e-17,-0.330301429215923,6.52970108902994e-14,3.7470027081099e-16,-4.68982749163294e-09,-7.43762690325056e-17,-1.71228064789893e-05,4.35647120801866e-16,-2.80448603103779e-16,-3.40988809983751e-06,1.4961795173022e-09,-9.8879238130678e-16,1.2704974080295e-07,1.2836766357804e-15,1.56078823607508e-06,-4.9367452065987e-15,-0.707106781186547,1.41110636635759e-15,5.84113666938294e-16,-3.73073967552262e-16,-6.46124495335028e-07,-4.25224092048815e-16,7.54590759446732e-07,-4.23452782290025e-16,1.73689188032178e-16,-4.70655702457146e-17,-1.96312856506898e-16,-1.68477310852802e-16,1.06281515912275e-16,1.36785625915107e-17,-1.91707676504566e-16
"t85",0.0537031320647321,-0.00787303108728915,-0.0634687432205122,-0.280951826971432,-0.0495422168255208,-0.104760815426384,0.00292188232005903,-0.0724371010224024,-0.00618145848818413,0.00976841856951322,-0.00188465683462821,-0.0159700929337523,-0.165047560336545,-0.0249226534520411,-0.00164589459060244,-8.58476898478733e-05,-0.00563372012619922,0.0050148064253982,-0.00166708978650067,0.0008581817351647,-0.000559830160162202,0.000523801116616794,-0.202586384055385,-0.0253973232809045,0.000365023397297098,-6.66533139335293e-05,0.000347183700737512,-0.00091304779402112,0.000236700174777618,8.58825742527892e-06,-0.000488674987535511,0.000893715195350019,-0.00238781151627472,1.87566975839992e-16,-0.036474957790377,-0.000358631827305178,-0.000346823649774746,-0.000102780276334994,-1.40845730095672e-05,0.00358617595213312,-0.000283586457184441,0.00117005278890927,5.35133406045331e-05,-0.000437298396187781,-0.000188258291187545,-0.000215982830083181,-5.98915040697078e-05,-0.000744757399819093,0.000423110208254718,-9.19912376637211e-05,-4.61599074935704e-15,-3.08232504176419e-15,0.340238106039609,-0.0251805733796686,0.0174646698446841,0.0143385861871888,-0.297520512705182,-2.77130387367232e-05,-0.000920946404357333,5.33583922314184e-16,-3.537382534765e-07,-9.94424074330391e-07,-6.46401398810032e-06,2.89360908390586e-06,-1.94109524156332e-06,-5.40987481265354e-05,-6.20151683640695e-11,8.48155952123222e-07,7.68538705105003e-07,-8.61203179616835e-17,-1.04398775126914e-07,-2.3866601548435e-05,0.00034170232265771,-3.44944204433296e-16,-0.330301429215919,6.59577686983303e-14,-4.5102810375397e-16,-4.68982837981136e-09,7.37799578376386e-17,-1.71228064781363e-05,2.43016147737478e-16,-7.38810227844523e-16,-3.40988810016889e-06,1.4961794743678e-09,8.91322606000333e-16,1.27049740130301e-07,-1.48716324605881e-15,1.56078823710289e-06,4.80915961916762e-15,0.707106781186549,-1.4277538643203e-15,-8.79424924038237e-16,5.01551924991794e-16,-6.46124493045572e-07,7.54171031180917e-16,7.54590756306016e-07,4.40362101395738e-16,-2.33970828822372e-16,3.46036244154773e-17,3.04494612632378e-16,2.67357398206065e-16,1.28959612666218e-16,-2.60406005767684e-17,2.00224422614104e-17
"t42",0.0525611748173016,-0.0075577525800427,-0.0605259966509419,-0.263830798768369,-0.0459884877469757,-0.0964745566976265,0.00266124797851008,-0.0612913866416434,-0.00516426859887062,0.0079752069768054,-0.00150205168057555,-0.0126777033397762,-0.126967353843528,-0.0190847058969333,-0.0012172249985671,-6.13659774724136e-05,-0.00370193661469584,0.00323042724121524,-0.000923934456657342,0.00046235441670684,-0.000296319388265364,0.000267251739251909,-0.0902689514199331,-0.0110127943780235,0.000137364948630034,-2.3766474318044e-05,0.000100531813177837,-0.000258729741592162,4.93584502515395e-05,1.75226694590618e-06,-2.69655919444096e-05,-1.29935441118825e-05,0.000143431579898474,-2.79290479632266e-16,0.00519231724423669,6.4828563802702e-05,0.000113712122264538,4.85818812156102e-05,7.20510210485542e-06,-0.00258167814290205,0.000278875926272323,-0.00140457094958783,-6.4953087892285e-05,0.00056339584648737,0.000299516315881518,0.000375725041594992,0.000111748229238741,0.00139915950079283,-0.0008299759414321,0.000208041545864872,1.32858134216374e-14,1.04707594899826e-14,-0.832363298994975,0.0577704432432169,-0.0276261228200642,-0.0214408688643587,-0.417974826433401,-0.000394326331686824,-0.0175614844175993,1.04050093956828e-15,-5.5210097713075e-05,-7.28630122297207e-05,-0.00037424670521873,7.162745041845e-05,-4.46775246556073e-05,-0.000539717927246088,-4.99019620872794e-10,5.92465780060517e-06,4.34421324589648e-06,3.43466707624217e-17,-4.55717384977894e-07,-9.35840683773848e-05,0.000830479829246049,-6.70455946730647e-17,-0.0415298307272833,-1.76087699946828e-14,-3.45209971719385e-16,2.8591227878294e-08,-4.32813507256213e-16,-0.000209738179716103,9.51096485717675e-17,-1.71155419191812e-17,-2.92502966854119e-05,1.08239553162429e-08,-9.75781955236954e-17,7.49504236305711e-07,2.13368541022834e-17,7.62134679145375e-06,-8.94377204272563e-17,-1.99813923201387e-16,-4.66292694035587e-19,1.58807431557468e-16,-2.99781900692242e-16,-2.55460272581521e-06,3.46944695195361e-17,2.83971789170737e-06,2.46602088443896e-17,-2.22044604925031e-16,-7.8324207735081e-17,-2.55735899823148e-17,-5.63842528641721e-17,-4.27230656632729e-17,5.49584306355055e-17,-4.06217024305273e-16
"t43",0.0501693173569649,-0.00688128271195847,-0.0541598200806278,-0.226074503913588,-0.0380378046035012,-0.0777506487376399,0.00206413907374831,-0.0332876201656668,-0.00256735656219766,0.00326224993378989,-0.00046538407263961,-0.0037121600942564,-0.0190524554757065,-0.00244388580074621,6.01382486167257e-05,1.4833488350012e-05,0.00300215851248141,-0.0031246895462748,0.00230773963177903,-0.00132620357516776,0.000923460566868082,-0.000981738853015614,0.571613996257977,0.0771655252330983,-0.00158885949875905,0.000330125366648976,-0.00279530230001299,0.00773373279292533,-0.00439204457050446,-0.000169952172608817,-0.0123154178074562,0.0123787411720616,-0.0261679441499928,2.77208811461094e-15,-0.298024447359852,-0.00264131074240208,-0.00190171675042762,-0.000459335065587586,-6.00711827870564e-05,0.0123192323451434,-0.000773187167097584,0.00266363652089711,0.000120471590690965,-0.00092437184503318,-0.000301931900819674,-0.000295784513780551,-7.02637231617334e-05,-0.000858874276070494,0.00043314820262158,-4.83371828921687e-05,9.14199271839777e-16,5.66864678327413e-16,0.0402046537761816,0.0127456076094995,-0.0108945511061156,-0.00889959789057484,0.00692975580180427,-0.000129034540473583,-0.00611326055849688,-0.707106781186547,-3.18501701685667e-05,-4.4568751528443e-05,-0.00023426652075132,4.99070911690741e-05,-3.14752306368633e-05,-0.000438946969014031,-4.21439292318249e-10,5.12052903109434e-06,3.8697239397924e-06,-3.1747581813273e-16,-4.17192704162258e-07,-8.63580455751512e-05,0.000776949571307723,6.58922969287066e-16,-0.00253781430551146,-2.58399513752853e-14,4.9960036108132e-16,3.07212324329731e-08,1.47451495458029e-16,-0.000234290509054939,2.90732297355664e-17,5.53602522382991e-17,-3.33332781181047e-05,1.25193206010343e-08,-6.89552581700781e-16,8.8793383840577e-07,-3.41156360552116e-16,9.29394773331723e-06,-6.4784877523619e-17,2.3483944069886e-16,-1.35957906556619e-16,4.7292891526472e-16,-4.18935719448399e-16,-3.23959821907967e-06,-5.89805981832114e-17,3.63704807568137e-06,-1.08531265364281e-17,1.64798730217797e-16,-1.56615548741699e-16,-6.91961382091243e-17,1.26360870623972e-16,2.1572360708489e-16,7.93326571406269e-17,-1.65157379423764e-16
"t44",0.0501693173569649,-0.00688128271195847,-0.0541598200806278,-0.226074503913588,-0.0380378046035011,-0.0777506487376399,0.0020641390737483,-0.0332876201656668,-0.00256735656219765,0.00326224993378988,-0.000465384072639626,-0.00371216009425642,-0.0190524554757065,-0.00244388580074619,6.01382486167257e-05,1.48334883500745e-05,0.0030021585124814,-0.00312468954627483,0.00230773963177905,-0.00132620357516784,0.000923460566867965,-0.000981738853015593,0.571613996257976,0.0771655252330984,-0.00158885949875905,0.000330125366648857,-0.00279530230001296,0.00773373279292505,-0.00439204457050445,-0.000169952172608349,-0.0123154178074564,0.0123787411720617,-0.0261679441499927,3.00801050734378e-15,-0.298024447359851,-0.00264131074240262,-0.00190171675042768,-0.000459335065587203,-6.00711827871501e-05,0.0123192323451426,-0.000773187167097459,0.00266363652089668,0.000120471590691847,-0.000924371845033491,-0.00030193190082041,-0.000295784513780408,-7.02637231620505e-05,-0.00085887427607017,0.000433148202621869,-4.83371828913786e-05,-1.25420507313123e-15,-2.23650658684616e-15,0.0402046537761816,0.0127456076095001,-0.0108945511061143,-0.00889959789057757,0.00692975580180669,-0.000129034540474532,-0.00611326055849044,0.707106781186547,-3.18501701676889e-05,-4.45687515283429e-05,-0.000234266520746918,4.99070911701422e-05,-3.14752306366916e-05,-0.000438946969012088,-4.21439786714439e-10,5.12052903025528e-06,3.86972393989825e-06,-1.50082435006373e-16,-4.17192704035108e-07,-8.63580455753455e-05,0.000776949571307733,-6.2237773168038e-16,-0.00253781430551213,-2.55442151970837e-14,-1.08246744900953e-15,3.07212331684958e-08,-1.71737624121704e-16,-0.000234290509055372,4.99315391132006e-17,3.79379640736908e-16,-3.33332781179028e-05,1.25193203789897e-08,6.38378239159465e-16,8.87933839041485e-07,2.16517543164153e-16,9.29394773360455e-06,6.66394975561049e-17,-1.50212832452233e-16,1.82281956212676e-16,-7.71861304679254e-16,2.58473797920544e-16,-3.23959821930259e-06,-4.5102810375397e-17,3.63704807550963e-06,4.14843902471202e-17,-2.60208521396521e-16,1.04818093844759e-16,1.09358731545794e-16,-3.99636059694044e-18,-9.20639530092064e-17,9.52867594296763e-17,-2.87417698838543e-16
"t91",0.0489144517916171,-0.00654274474570014,-0.0510261321155369,-0.208208984189539,-0.0343888908046803,-0.0693405173857363,0.00180399725558434,-0.0235747504526091,-0.00170590447055598,0.00182723518836866,-0.000179078636000738,-0.00127759076503299,0.00630405455217641,0.00137780089300282,0.000302273228625857,2.63210712492558e-05,0.00337857908834265,-0.0033414713351593,0.00188952242722764,-0.00104085929196264,0.000705972478739222,-0.000710751312352228,0.335468906294331,0.0432754566648495,-0.000682729939390301,0.000125909660657415,-0.000562590603751995,0.00141606305867171,0.000274325321766422,1.34254040215047e-05,0.00986737984635313,-0.0164065994959064,0.0466248618080703,-7.15313225319036e-15,0.897097770773961,0.01028992196422,0.0300796850605124,-0.00941344360663362,-0.000839700211455915,0.0758806028245332,-0.00330570571673843,0.00971451684580574,0.000435995386595204,-0.00321419618437188,-0.00092710855318336,-0.000866033444428017,-0.000198239926411756,-0.00241429048754053,0.00118895446899234,-0.000119281941944374,-1.32055824608734e-15,8.19162221019082e-16,0.0630506808276263,0.0341484393386225,-0.0277264202980961,-0.0225799685185967,0.00932812637300894,-0.00031083957507422,-0.0146530244396763,-2.58194297889455e-16,-7.17031016915387e-05,-9.93000308541132e-05,-0.000519703799603633,0.000108324886225588,-6.81517120571986e-05,-0.000917161694836341,-8.71033207366922e-10,1.05078009341722e-05,7.86129246592307e-06,8.60293726500799e-16,-8.38691455892449e-07,-0.000172982716752101,0.00153881942148488,-1.16133779132244e-17,-0.00322302116726653,-5.05950395461384e-14,1.28369537222284e-16,5.94445342151639e-08,-1.54390389361936e-16,-0.000440745748378007,1.3225021513401e-17,3.39430739287428e-17,-6.20286473430715e-05,2.31062808821354e-08,2.47198095326695e-17,1.61642070424797e-06,5.94250762611444e-17,1.66206793231306e-05,-2.37390770972554e-17,-6.96467020826524e-17,5.04171431922513e-18,1.48199806723298e-16,1.40729441988618e-16,-5.6390095996351e-06,1.38777878078145e-17,6.28313136543735e-06,2.42284895475444e-17,7.28583859910259e-17,2.61901847560129e-16,2.57209667387289e-19,-1.69636070189565e-17,1.30460535243769e-16,2.03122254984111e-16,-3.13561136159743e-16
